source_id,objeto,orgao_cnpj,orgao_nome,uf,municipio,data_encerramento,link_oficial,ranking,ranking_score,ranking_confianca,motivo,fatores_positivos
83021808000182-1-000392/2026,"O presente Termo de Referência tem por objeto a aquisição ‘sacochilas’, para atendimento dos atletas no 19º PARAJASC 2026 (Jogos Abertos Paradesportivos de Santa Catarina)",83021808000182,MUNICIPIO DE CHAPECO,SC,Chapecó,,https://pncp.gov.br/app/editais/83021808000182/2026/392,REVIEW,67,MEDIUM,,Status confirmado como aberto; Valor estimado em faixa realista (R$ 10K–R$ 50M); Possui edital e anexos; Fonte oficial com boa reputação
