ranking,commercial_stage,classificacao,opportunity_score,verification_score,commercial_fit_score,priority_score,cnpj,razao_social,uf,municipio_empresa,orgao_contratante,contrato_id,objeto,valor_original,regime_legal,regime_proven,regime_probable_14133,exact_budget_date,proxy_date,proxy_type,minimum_elapsed_confirmed,temporal_reasoning,calculation_blocked,data_base_status,valor_potencial,teto_teorico,document_request_ready,contact_readiness,human_review_status,claim_readiness,email,telefone,site,argumento_comercial,linguagem_proibida,proxima_acao,sinais_favoraveis,incertezas,documentos_faltantes
770,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,71.0,63.96,68848142000147,BOCCHI ADMINISTRADORA DE BENS LTDA,PR,Santa Izabel do Oeste,Div. de Industria e Comercio,76205715000142-2-000162/2025,"Processo de Inexigibilidade para a aquisição de área de terra com 171.900,00m² (cento e setenta e um mil e novecentos metros quadrados), correspondente aos Lotes Rurais nº 147-A, 148 e 148-A, da Gleba nº 10-AM, do Núcleo de Ampére, Colônia Missões, situada ao lado do Parque Industrial Sarandi II, no Município de Santa Izabel do Oeste/PR. A área será destinada à ampliação da Zona Industrial Municip",5199975.0,UNKNOWN,False,True,,2025-07-30,data_assinatura,True,Assinatura em 2025-07-30 há 370 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como edificacoes (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
772,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,71.0,63.95,03776284000109,SERVIÇO NACIONAL DE APRENDIZAGEM INDUSTRIAL - SENAI,PR,CURITIBA,SEJU - Secretaria de Estado da Justiça e Cidadania (Antigo SEJUF),40245920000194-2-000004/2024,"Contratação de Instituição de Ensino para executar atividades pedagógicas, inclusive para
gerir administrativa e financeiramente essas atividades, relacionadas o projeto-piloto Cuida
Paraná, com o propósito de promover oferta de formação em Auxiliar de Manutenção Predial,
para operacionalização e execução do Projeto Cuida Paraná, em atendimento às demandas da
Secretaria da Justiça e Cidadania ",5153760.0,UNKNOWN,False,True,,2024-07-17,data_assinatura,True,Assinatura em 2024-07-17 há 748 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
773,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,71.0,63.95,11478001000162,BC CONSTRUTORA LTDA,PR,CASCAVEL,UEPG - Universidade Estadual de Ponta Grossa,80257355000108-2-000328/2024,"Contratação de empresa especializada para execução da obra de REVITALIZAÇÃO DOS CAMPI DA UNIVERSIDADE ESTADUAL DE PONTA GROSSA COM ADEQUAÇÃO PARA ACESSIBILIDADE, no endereço Avenida Carlos Cavalcanti, 4748 Uvaranas Lote 01 e Lote 02 e na Praça Santos Andrade, 01 Centro e Rua Engenheiro Schamber, 654  Centro Lote 03, no município de Ponta Grossa, Paraná, conforme planilhas orçamentárias de referênc",5162909.0,UNKNOWN,False,True,,2024-07-29,data_assinatura,True,Assinatura em 2024-07-29 há 736 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
774,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,71.0,63.95,05013406000122,IMUNIZADORA CACHOEIRA EIRELI,RS,Canoas,PREFEITURA MUNICIPAL DE CANOAS PREFEITURA MUNICIPAL DE CANOAS,88577416000118-2-000035/2025,"Prestação de serviços de desobstrução e limpeza das redes de águas pluviais por hidrojateamento
por pressão e/ou sucção a vácuo, em atendimento à demanda da Secretaria Municipal de Obras e Reconstrução.",5169828.29,UNKNOWN,False,True,,2025-06-17,data_assinatura,True,Assinatura em 2025-06-17 há 413 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
775,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,71.0,63.93,34197115000130,CEZ ENGENHARIA LTDA,PR,TELEMACO BORBA,DISTRITO SANIT.ESP.INDÍGENA - LITORAL SUL,00394544000185-2-001510/2025,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A CONSTRUÇÃO DE OBRA DE MÓDULOS SANITÁRIOS DOMICILIARES (MSDS) NAS ALDEIAS INDÍGENAS APUCARANINHA E BARREIRO, MUNICÍPIO DE TAMARANA, ESTADO DO PARANÁ.",5048766.53,UNKNOWN,False,True,,2025-03-13,data_assinatura,True,Assinatura em 2025-03-13 há 509 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
776,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,71.0,63.92,16575350000116,GABAS & LAUXEN ENGENHARIA E CONSTRUÇÃO CIVIL LTDA,PR,MARINGA,MUNICIPIO DE MEDIANEIRA,76206481000158-2-000018/2025,"CONTRATAÇÃO DE EMPRESA VISANDO A EXECUÇÃO DA CONSTRUÇÃO DO “CMEI PEQUENO PRÍNCIPE - MEDIANEIRA/PR - FNDE - CRECHE TIPO 1”, ATRAVÉS DO CR 960664/2024/FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCAÇÃO/CAIXA, CONFORME EXIGÊNCIAS E ESPECIFICAÇÕES CONSTANTES NA PASTA TÉNICA CONTENDO PLANILHA ORÇAMENTÁRIA, MEMORIAL DESCRITIVO, CRONOGRAMA FÍSICO E FINANCEIRO E PROJETO.",5000000.0,UNKNOWN,False,True,,2025-03-20,data_assinatura,True,Assinatura em 2025-03-20 há 502 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
792,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,97.5,17.5,66.5,63.75,19758842000135,LCM CONSTRUCAO E COMERCIO S.A,MG,BELO HORIZONTE,SUP. REG. DO DNIT NO ESTADO DO PARANA,04892707000100-2-000335/2024,"EXECUÇÃO DOS SERVIÇOS NECESSÁRIOS DE MANUTENÇÃO RODOVIÁRIA (CONSERVAÇÃO/RECUPERAÇÃO) NA RODOVIA BR-153/PR, SEGMENTO COMPREENDIDO ENTRE O ENTRONCAMENTO COM A PR-092(B) (P/ JOAQUIM TÁVORA) E O ENTRONCAMENTO COM A BR 376",74887537.46,UNKNOWN,False,True,,2024-08-20,data_assinatura,True,Assinatura em 2024-08-20 há 714 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.90 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.90) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
793,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,97.5,17.5,66.5,63.75,19758842000135,LCM CONSTRUCAO E COMERCIO S.A,MG,BELO HORIZONTE,SUP. REG. DO DNIT NO ESTADO DO PARANA,04892707000100-2-000450/2025,"EXECUÇÃO DOS SERVIÇOS NECESSÁRIOS DE MANUTENÇÃO RODOVIÁRIA (CONSERVAÇÃO/RECUPERAÇÃO) NAS RODOVIAS BR-280/PR E BR-163/PR, SEGMENTO ENTRE OS MUNICÍPIOS DE MARMELEIRO/PR E REALEZA/PR, SOB JURISDIÇÃO DA UNIDADE LOCAL DE PATO BRANCO/PR, NO ÂMBITO DO PLANO ANUAL DE TRABALHO E ORÇAMENTO - PATO",63962420.0,UNKNOWN,False,True,,2025-07-07,data_assinatura,True,Assinatura em 2025-07-07 há 393 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.90 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.90) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
796,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,98.0,17.5,67.2,63.74,54377880000149,CONSORCIO EP PORTAL DE VERSALHES III,SP,SAO PAULO,Coordenacao Geral - SMOP,75771477000170-2-000063/2024,"O objeto do presente contrato e a execucao de obras a execucao de obras de Pavimentacao e Drenagem da Rua Constantino Pialarissi - Trecho 01 (entre a Marginal da Rodovia PR-445 ate o inicio da Avenida Gil de Abreu e Souza), Portal de Versalhes III, Londrina/PR, de acordo com planilhas e especificacoes tecnicas fornecidas, cuja especificacoes constam no Edital - Anexo I e fazem parte deste contrato",31029959.22,UNKNOWN,False,True,,2024-04-10,data_assinatura,True,Assinatura em 2024-04-10 há 846 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.92 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.92) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
820,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,56.0,63.13,03430585000178,ENDEAL ENGENHARIA E CONSTRUÇÕES LTDA,PR,SAO JOSE DOS PINHAIS,Fundo Municipal de Saúde,12092636000190-2-000005/2024,"Contratação de empresa para Construção do Hospital Regional de Palhoça, localizado na Avenida Vidal Procópio Lohn, Bairro Nova Palhoça, município de Palhoça/SC, incluindo fornecimento de material e mão de obra, conforme condições e exigências estabelecidas neste instrumento, parte do Programa de Transferência do Governo do Estado de Santa Catarina n° 2024012988, no valor limite de repasse de R$: 9",118876086.76,UNKNOWN,False,True,,2024-09-17,data_assinatura,True,Assinatura em 2024-09-17 há 686 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
821,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,90.0,17.5,56.0,63.13,29914632000142,LEONARDO GABRIEL CHIMELLI GHELLER,PR,ALMIRANTE TAMANDARE,PREFEITURA MUNICIPAL DE ALMIRANTE TAMANDARE,76105659000174-2-000163/2025,"CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MATERIAL DE CONSTRUÇÃO PARA MANUTENÇÃO PREVENTIVA E CORRETIVA, PARA OS PRÓPRIOS OU ALUGADOS, PERTENCENTES AO MUNICÍPIO DE ALMIRANTE TAMANDARÉ, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NESTE TERMO DE REFERÊNCIA;",144671987.0,UNKNOWN,False,True,,2025-05-27,data_assinatura,True,Assinatura em 2025-05-27 há 434 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.60 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como obras_engenharia_geral (conf=0.60) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
845,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,96.0,17.5,64.4,62.63,19758842000135,LCM CONSTRUCAO E COMERCIO S.A,MG,BELO HORIZONTE,Secretaria de Estado da Infraestrutura e Mobilidade,82951344000140-2-000008/2024,EXECUÇÃO DE OBRAS DE MITIGAÇÃO DOS DANOS CAUSADOS ÀS RODOVIAS ESTADUAIS SOB JURISDIÇÃO DA COORDENADORIA REGIONAL DE INFRAESTRUTURA SUL – CRSUL PELAS INTEMPÉRIES OCORRIDAS NO ESTADO DE SANTA CATARINA NOS MESES DE OUTUBRO E NOVEMBRO DE 2023.,42208390.95,UNKNOWN,False,True,,2024-03-22,data_assinatura,True,Assinatura em 2024-03-22 há 865 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.84 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pavimentacao_rodoviaria (conf=0.84) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
874,LIKELY_ADJUSTMENT_OPPORTUNITY,LEGAL_REGIME_UNKNOWN,96.0,17.5,64.4,62.26,22544134000106,VEREDA ENGENHARIA LTDA,MG,BELO HORIZONTE,DEPARTAMENTO AUTÔNOMO DE ESTRADAS DE RODAGEM,92883834000100-2-000002/2024,"CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS DE ELABORAÇÃO DE
PROJETO BÁSICO E EXECUTIVO DE ENGENHARIA E EXECUÇÃO DAS OBRAS DE IMPLANTAÇÃO E SINALIZAÇÃO DA NOVA PONTE SOBRE O RIO TAQUARI, NA ERS-431, ENTR.BRS-470 (P/ BENTO GONÇALVES) "" SANTA BÁRBARA (SÃO VALENTIM DO SUL), COM EXTENSÃO DE 319,88 METROS E DOS RESPECTIVOS ACESSOS ÀS CABECEIRAS EM UM SEGMENTO DE 754,00 METROS.",31377667.0,UNKNOWN,False,True,,2024-09-19,data_assinatura,True,Assinatura em 2024-09-19 há 684 dias (≥365). O orçamento estimado necessariamente antecede a contratação; portanto o primeiro interregno anual já transcorreu de forma conservadora. Data-base exata ausente — cálculo bloqueado; diagnóstico comercial permitido.,True,PROXY_PROSPECTION_ONLY,,,True,none,human_review_pending,claim_blocked,,,,Oportunidade provável — enriquecer contato e documentos antes da abordagem.,"Não afirmar valor devido, inadimplemento, crédito constituído ou reajuste definitivamente não pago sem verificação documental completa e revisão humana registrada.",Enriquecer contato empresarial; manter na fila de leads prioritários.,obra_classificada_conf=0.84 | fornecedor_privado | obrigacao_financeira_potencialmente_aberta | regime_14133_altamente_provavel | interregno_conservador_por_assinatura_gt_12m | document_request_parallel_action | Objeto classificado como pontes_estruturas (conf=0.84) | Interregno mínimo conservador confirmado (level=B_CONSERVATIVE_SIGNATURE_GT_12M; proxy=data_assinatura) | Interregno ≥12m na data-base efetiva (proxy:data_assinatura) [TEMPORAL_CANDIDATE_BY_PROXY],Regime 14.133 provável (ano/PNCP/menção) mas não comprovado em documento oficial | data-base exata do orçamento ausente — cálculo preciso bloqueado | contato_empresarial_ausente — lead permanece na fila de enriquecimento,clausula_reajuste | data_base_orcamento_estimado | indice_ou_formula | texto_oficial_contrato_edital | medicoes | apostilas | memoria_reajuste
