supplier_canonical_key,relation_kind,classification,score,contract_id,claim_level
sup:cnpj14:00075017000531,historical_winner,exact,1.00000,00394452000103-2-005359/2026,fact
sup:cnpj14:00482913000191,historical_winner,exact,1.00000,00394452000103-2-005350/2026,fact
sup:cnpj14:01499057000140,historical_winner,exact,1.00000,00394452000103-2-005339/2026,fact
sup:cnpj14:02433706000172,historical_winner,exact,1.00000,00394452000103-2-011335/2025,fact
sup:cnpj14:02916265002456,historical_winner,exact,1.00000,00394452000103-2-005379/2026,fact
sup:cnpj14:02973358000126,historical_winner,exact,1.00000,00394452000103-2-005369/2026,fact
sup:cnpj14:04096819000155,historical_winner,exact,1.00000,00394452000103-2-005338/2026,fact
sup:cnpj14:04791454000189,historical_winner,exact,1.00000,00394452000103-2-005383/2026,fact
sup:cnpj14:05795276000127,historical_winner,exact,1.00000,00394452000103-2-005355/2026,fact
sup:cnpj14:09168704000142,historical_winner,exact,1.00000,00394452000103-2-005352/2026,fact
sup:cnpj14:09168704000142,historical_winner,exact,1.00000,00394452000103-2-005367/2026,fact
sup:cnpj14:09168704000142,historical_winner,exact,1.00000,00394452000103-2-005384/2026,fact
sup:cnpj14:09255998000140,historical_winner,exact,1.00000,00394452000103-2-005347/2026,fact
sup:cnpj14:11496551000104,historical_winner,exact,1.00000,00394452000103-2-005389/2026,fact
sup:cnpj14:12483930000203,historical_winner,exact,1.00000,00394452000103-2-005382/2026,fact
sup:cnpj14:13104788000128,historical_winner,exact,1.00000,00394452000103-2-005348/2026,fact
sup:cnpj14:13108995000150,historical_winner,exact,1.00000,00394452000103-2-005363/2026,fact
sup:cnpj14:13227038000143,historical_winner,exact,1.00000,00394452000103-2-005353/2026,fact
sup:cnpj14:14010542000150,historical_winner,exact,1.00000,00394452000103-2-005365/2026,fact
sup:cnpj14:15012434000189,historical_winner,exact,1.00000,00394452000103-2-005377/2026,fact
sup:cnpj14:19791896001417,historical_winner,exact,1.00000,00394452000103-2-005358/2026,fact
sup:cnpj14:20359806000188,historical_winner,exact,1.00000,00394452000103-2-008607/2024,fact
sup:cnpj14:22183594000156,historical_winner,exact,1.00000,00394452000103-2-005366/2026,fact
sup:cnpj14:23082236000110,historical_winner,exact,1.00000,00394452000103-2-005370/2026,fact
sup:cnpj14:23464998000180,historical_winner,exact,1.00000,00394452000103-2-005351/2026,fact
sup:cnpj14:26836227000165,historical_winner,exact,1.00000,00394452000103-2-005354/2026,fact
sup:cnpj14:27254414000101,historical_winner,exact,1.00000,00394452000103-2-005371/2026,fact
sup:cnpj14:27254414000101,historical_winner,exact,1.00000,00394452000103-2-005373/2026,fact
sup:cnpj14:30306389000169,historical_winner,exact,1.00000,00394452000103-2-005388/2026,fact
sup:cnpj14:30903464000179,historical_winner,exact,1.00000,00394452000103-2-005368/2026,fact
sup:cnpj14:34028316002661,historical_winner,exact,1.00000,00394452000103-2-005374/2026,fact
sup:cnpj14:34028316002661,historical_winner,exact,1.00000,00394452000103-2-005380/2026,fact
sup:cnpj14:36785392000199,historical_winner,exact,1.00000,00394452000103-2-005364/2026,fact
sup:cnpj14:38778181000154,historical_winner,exact,1.00000,00394452000103-2-005375/2026,fact
sup:cnpj14:38890167000148,historical_winner,exact,1.00000,00394452000103-2-005376/2026,fact
sup:cnpj14:41926714000102,historical_winner,exact,1.00000,00394452000103-2-008608/2024,fact
sup:cnpj14:43931514000173,historical_winner,exact,1.00000,00394452000103-2-005381/2026,fact
sup:cnpj14:44426438000101,historical_winner,exact,1.00000,00394452000103-2-005387/2026,fact
sup:cnpj14:45058284000105,historical_winner,exact,1.00000,00394452000103-2-005362/2026,fact
sup:cnpj14:47610812000112,historical_winner,exact,1.00000,00394452000103-2-005378/2026,fact
sup:cnpj14:53641615000163,historical_winner,exact,1.00000,00394452000103-2-011337/2025,fact
sup:cnpj14:55708261000152,historical_winner,exact,1.00000,00394452000103-2-005385/2026,fact
sup:cnpj14:58908581000144,historical_winner,exact,1.00000,00394452000103-2-011334/2025,fact
sup:cnpj14:59993985000146,historical_winner,exact,1.00000,00394452000103-2-005360/2026,fact
sup:cnpj14:60397874000903,historical_winner,exact,1.00000,00394452000103-2-005372/2026,fact
sup:cnpj14:63852053000150,historical_winner,exact,1.00000,00394452000103-2-005386/2026,fact
sup:cnpj14:66460088000132,historical_winner,exact,1.00000,00394452000103-2-005361/2026,fact
sup:cnpj14:87317764001084,historical_winner,exact,1.00000,00394452000103-2-011336/2025,fact
sup:cnpj14:91744508000150,historical_winner,exact,1.00000,00394452000103-2-008606/2024,fact
sup:cnpj14:92458413000132,historical_winner,exact,1.00000,00394452000103-2-005337/2026,fact
