supplier_canonical_key,relation_kind,classification,score,contract_id,claim_level
sup:cnpj14:37871120000174,historical_winner,exact,1.00000,46377800000127-2-004855/2026,fact
sup:cnpj14:20283169000103,historical_winner,exact,1.00000,46377800000127-2-004832/2026,fact
sup:cnpj14:53852344000195,historical_winner,exact,1.00000,46377800000127-2-004842/2026,fact
sup:cnpj14:47821089000110,historical_winner,exact,1.00000,46377800000127-2-004854/2026,fact
sup:cnpj14:51971490000104,historical_winner,exact,1.00000,46377800000127-2-004847/2026,fact
sup:cnpj14:15631315000104,historical_winner,exact,1.00000,46377800000127-2-004835/2026,fact
sup:cpf11:16191806850,historical_winner,exact,1.00000,46377800000127-2-004834/2026,fact
sup:cnpj14:54349003000164,historical_winner,exact,1.00000,46377800000127-2-004841/2026,fact
sup:cnpj14:59012539000103,historical_winner,exact,1.00000,46377800000127-2-004849/2026,fact
sup:cnpj14:30944211000143,historical_winner,exact,1.00000,46377800000127-2-004853/2026,fact
sup:cnpj14:20166877000164,historical_winner,exact,1.00000,46377800000127-2-004851/2026,fact
sup:cnpj14:18791300000100,historical_winner,exact,1.00000,46377800000127-2-004858/2026,fact
sup:cnpj14:27162489000154,historical_winner,exact,1.00000,46377800000127-2-004843/2026,fact
sup:cnpj14:13331317000152,historical_winner,exact,1.00000,46377800000127-2-004836/2026,fact
sup:cnpj14:00005544000146,historical_winner,exact,1.00000,46377800000127-2-004831/2026,fact
sup:cnpj14:04298861000159,historical_winner,exact,1.00000,46377800000127-2-004833/2026,fact
sup:cnpj14:52346736000110,historical_winner,exact,1.00000,46377800000127-2-004837/2026,fact
sup:cnpj14:15351282000149,historical_winner,exact,1.00000,46377800000127-2-004840/2026,fact
sup:cnpj14:05291541000130,historical_winner,exact,1.00000,46377800000127-2-004845/2026,fact
sup:cnpj14:53169506000195,historical_winner,exact,1.00000,46377800000127-2-004848/2026,fact
sup:cnpj14:37478920000120,historical_winner,exact,1.00000,46377800000127-2-004857/2026,fact
sup:cnpj14:11552540000102,historical_winner,exact,1.00000,46377800000127-2-004852/2026,fact
sup:cpf11:00452165253,historical_winner,exact,1.00000,46377800000127-2-004862/2026,fact
sup:cnpj14:55095768000188,historical_winner,exact,1.00000,46377800000127-2-004861/2026,fact
sup:cnpj14:42103796000158,historical_winner,exact,1.00000,46377800000127-2-004850/2026,fact
sup:cnpj14:60525714000145,historical_winner,exact,1.00000,46377800000127-2-004856/2026,fact
sup:cnpj14:61695227000193,historical_winner,exact,1.00000,46377800000127-2-004846/2026,fact
sup:cnpj14:61695227000193,historical_winner,exact,1.00000,46377800000127-2-004844/2026,fact
sup:cnpj14:45275148000177,historical_winner,exact,1.00000,46377800000127-2-004839/2026,fact
sup:cnpj14:04708626000108,historical_winner,exact,1.00000,46377800000127-2-004838/2026,fact
sup:cnpj14:47821089000110,historical_winner,exact,1.00000,46377800000127-2-004859/2026,fact
sup:cnpj14:03928511000409,historical_winner,exact,1.00000,46377800000127-2-004830/2026,fact
sup:cnpj14:04567265000127,historical_winner,exact,1.00000,46377800000127-2-004860/2026,fact
sup:cnpj14:47257471000143,historical_winner,exact,1.00000,46377800000127-2-004797/2026,fact
sup:cnpj14:02423819000197,historical_winner,exact,1.00000,46377800000127-2-004796/2026,fact
sup:cnpj14:01055647000183,historical_winner,exact,1.00000,46377800000127-2-004798/2026,fact
sup:cnpj14:65763322000138,historical_winner,exact,1.00000,46377800000127-2-004794/2026,fact
sup:cnpj14:01055647000183,historical_winner,exact,1.00000,46377800000127-2-004793/2026,fact
sup:cnpj14:01055647000183,historical_winner,exact,1.00000,46377800000127-2-004795/2026,fact
sup:cnpj14:01055647000183,historical_winner,exact,1.00000,46377800000127-2-004799/2026,fact
sup:cnpj14:07035338000128,historical_winner,exact,1.00000,46377800000127-2-004790/2026,fact
sup:cnpj14:08822824000230,historical_winner,exact,1.00000,46377800000127-2-004789/2026,fact
sup:cnpj14:01055647000183,historical_winner,exact,1.00000,46377800000127-2-004791/2026,fact
sup:cnpj14:08651657000120,historical_winner,exact,1.00000,46377800000127-2-004787/2026,fact
sup:cnpj14:32295601000165,historical_winner,exact,1.00000,46377800000127-2-004784/2026,fact
sup:cnpj14:00662315000102,historical_winner,exact,1.00000,46377800000127-2-004783/2026,fact
sup:cnpj14:44883034000147,historical_winner,exact,1.00000,46377800000127-2-004785/2026,fact
sup:cnpj14:00662315000102,historical_winner,exact,1.00000,46377800000127-2-004788/2026,fact
sup:cnpj14:44883034000147,historical_winner,exact,1.00000,46377800000127-2-004786/2026,fact
sup:cnpj14:64924243000107,historical_winner,exact,1.00000,46377800000127-2-004792/2026,fact
