supplier_canonical_key,relation_kind,classification,score,contract_id,claim_level
sup:cnpj14:01230254000169,historical_winner,exact,1.00000,05816630000152-2-009675/2026,fact
sup:cnpj14:02248312000144,historical_winner,exact,1.00000,05816630000152-2-009787/2026,fact
sup:cnpj14:02421679000118,historical_winner,exact,1.00000,05816630000152-2-009656/2026,fact
sup:cnpj14:03867889000105,historical_winner,exact,1.00000,05816630000152-2-009760/2026,fact
sup:cnpj14:04307650002502,historical_winner,exact,1.00000,05816630000152-2-009666/2026,fact
sup:cnpj14:05400006000170,historical_winner,exact,1.00000,05816630000152-2-009641/2026,fact
sup:cnpj14:05400006000170,historical_winner,exact,1.00000,05816630000152-2-009651/2026,fact
sup:cnpj14:05400006000170,historical_winner,exact,1.00000,05816630000152-2-009652/2026,fact
sup:cnpj14:06070644000132,historical_winner,exact,1.00000,05816630000152-2-009642/2026,fact
sup:cnpj14:07295190000160,historical_winner,exact,1.00000,05816630000152-2-009643/2026,fact
sup:cnpj14:07381075000109,historical_winner,exact,1.00000,05816630000152-2-009657/2026,fact
sup:cnpj14:07484373000124,historical_winner,exact,1.00000,05816630000152-2-009654/2026,fact
sup:cnpj14:10516707000109,historical_winner,exact,1.00000,05816630000152-2-009648/2026,fact
sup:cnpj14:13718051000103,historical_winner,exact,1.00000,05816630000152-2-009655/2026,fact
sup:cnpj14:15145035000196,historical_winner,exact,1.00000,05816630000152-2-009669/2026,fact
sup:cnpj14:18889314000152,historical_winner,exact,1.00000,05816630000152-2-009637/2026,fact
sup:cnpj14:18889314000152,historical_winner,exact,1.00000,05816630000152-2-009786/2026,fact
sup:cnpj14:20001049000176,historical_winner,exact,1.00000,05816630000152-2-009683/2026,fact
sup:cnpj14:27645400000100,historical_winner,exact,1.00000,05816630000152-2-009663/2026,fact
sup:cnpj14:27645400000100,historical_winner,exact,1.00000,05816630000152-2-009670/2026,fact
sup:cnpj14:31391511000105,historical_winner,exact,1.00000,05816630000152-2-009653/2026,fact
sup:cnpj14:34549281000158,historical_winner,exact,1.00000,05816630000152-2-009665/2026,fact
sup:cnpj14:36191620000100,historical_winner,exact,1.00000,05816630000152-2-009668/2026,fact
sup:cnpj14:37579780000186,historical_winner,exact,1.00000,05816630000152-2-009667/2026,fact
sup:cnpj14:40040193000129,historical_winner,exact,1.00000,05816630000152-2-009639/2026,fact
sup:cnpj14:40040193000129,historical_winner,exact,1.00000,05816630000152-2-009640/2026,fact
sup:cnpj14:41338536000107,historical_winner,exact,1.00000,05816630000152-2-009662/2026,fact
sup:cnpj14:44201617000140,historical_winner,exact,1.00000,05816630000152-2-009659/2026,fact
sup:cnpj14:44734671002286,historical_winner,exact,1.00000,05816630000152-2-009650/2026,fact
sup:cnpj14:44734671002286,historical_winner,exact,1.00000,05816630000152-2-009658/2026,fact
sup:cnpj14:44734671002286,historical_winner,exact,1.00000,05816630000152-2-009664/2026,fact
sup:cnpj14:46756948000172,historical_winner,exact,1.00000,05816630000152-2-009661/2026,fact
sup:cnpj14:46756948000172,historical_winner,exact,1.00000,05816630000152-2-009789/2026,fact
sup:cnpj14:47597302000152,historical_winner,exact,1.00000,05816630000152-2-009672/2026,fact
sup:cnpj14:49324221000880,historical_winner,exact,1.00000,05816630000152-2-009644/2026,fact
sup:cnpj14:51989178000148,historical_winner,exact,1.00000,05816630000152-2-009649/2026,fact
sup:cnpj14:52513494000101,historical_winner,exact,1.00000,05816630000152-2-009788/2026,fact
sup:cnpj14:52954144000180,historical_winner,exact,1.00000,05816630000152-2-009645/2026,fact
sup:cnpj14:52954144000180,historical_winner,exact,1.00000,05816630000152-2-009646/2026,fact
sup:cnpj14:52954144000180,historical_winner,exact,1.00000,05816630000152-2-009647/2026,fact
sup:cnpj14:52954144000180,historical_winner,exact,1.00000,05816630000152-2-009682/2026,fact
sup:cnpj14:56097784000172,historical_winner,exact,1.00000,05816630000152-2-009636/2026,fact
sup:cnpj14:56097784000172,historical_winner,exact,1.00000,05816630000152-2-009785/2026,fact
sup:cnpj14:56998701003212,historical_winner,exact,1.00000,05816630000152-2-009638/2026,fact
sup:cnpj14:57108930000180,historical_winner,exact,1.00000,05816630000152-2-009674/2026,fact
sup:cnpj14:59900005000113,historical_winner,exact,1.00000,05816630000152-2-009660/2026,fact
sup:cnpj14:67729178000491,historical_winner,exact,1.00000,05816630000152-2-009677/2026,fact
sup:cnpj14:96827563000127,historical_winner,exact,1.00000,05816630000152-2-009671/2026,fact
sup:cnpj14:96827563000127,historical_winner,exact,1.00000,05816630000152-2-009673/2026,fact
sup:cnpj14:96827563000127,historical_winner,exact,1.00000,05816630000152-2-009676/2026,fact
