supplier_canonical_key,relation_kind,classification,score,contract_id,claim_level
sup:cnpj14:00008089000132,historical_winner,exact,1.00000,96291141000180-2-010515/2026,fact
sup:cnpj14:01895314000162,historical_winner,exact,1.00000,96291141000180-2-010504/2026,fact
sup:cnpj14:02430968000183,historical_winner,exact,1.00000,96291141000180-2-022807/2025,fact
sup:cnpj14:03574465000144,historical_winner,exact,1.00000,96291141000180-2-010513/2026,fact
sup:cnpj14:03788306000142,historical_winner,exact,1.00000,96291141000180-2-010506/2026,fact
sup:cnpj14:04668317000151,historical_winner,exact,1.00000,96291141000180-2-010511/2026,fact
sup:cnpj14:04708626000108,historical_winner,exact,1.00000,96291141000180-2-010494/2026,fact
sup:cnpj14:05490249000146,historical_winner,exact,1.00000,96291141000180-2-010514/2026,fact
sup:cnpj14:08103754000189,historical_winner,exact,1.00000,96291141000180-2-010525/2026,fact
sup:cnpj14:08822824000159,historical_winner,exact,1.00000,96291141000180-2-010499/2026,fact
sup:cnpj14:12811487000171,historical_winner,exact,1.00000,96291141000180-2-010526/2026,fact
sup:cnpj14:14365828000158,historical_winner,exact,1.00000,96291141000180-2-010505/2026,fact
sup:cnpj14:14365828000158,historical_winner,exact,1.00000,96291141000180-2-010516/2026,fact
sup:cnpj14:14365828000158,historical_winner,exact,1.00000,96291141000180-2-010517/2026,fact
sup:cnpj14:18249454000166,historical_winner,exact,1.00000,96291141000180-2-010507/2026,fact
sup:cnpj14:20240470000130,historical_winner,exact,1.00000,96291141000180-2-010531/2026,fact
sup:cnpj14:20240470000130,historical_winner,exact,1.00000,96291141000180-2-010535/2026,fact
sup:cnpj14:22235616000184,historical_winner,exact,1.00000,96291141000180-2-010503/2026,fact
sup:cnpj14:30690006000107,historical_winner,exact,1.00000,96291141000180-2-010522/2026,fact
sup:cnpj14:44658678000131,historical_winner,exact,1.00000,96291141000180-2-010500/2026,fact
sup:cnpj14:44883034000147,historical_winner,exact,1.00000,96291141000180-2-010532/2026,fact
sup:cnpj14:45708590000140,historical_winner,exact,1.00000,96291141000180-2-010491/2026,fact
sup:cnpj14:45708590000140,historical_winner,exact,1.00000,96291141000180-2-010534/2026,fact
sup:cnpj14:48061510000103,historical_winner,exact,1.00000,96291141000180-2-010529/2026,fact
sup:cnpj14:48061510000103,historical_winner,exact,1.00000,96291141000180-2-010530/2026,fact
sup:cnpj14:48560136000182,historical_winner,exact,1.00000,96291141000180-2-010498/2026,fact
sup:cnpj14:49230882000170,historical_winner,exact,1.00000,96291141000180-2-010510/2026,fact
sup:cnpj14:49325434000150,historical_winner,exact,1.00000,96291141000180-2-010495/2026,fact
sup:cnpj14:50737555000199,historical_winner,exact,1.00000,96291141000180-2-010508/2026,fact
sup:cnpj14:52386933000162,historical_winner,exact,1.00000,96291141000180-2-010509/2026,fact
sup:cnpj14:56266403000131,historical_winner,exact,1.00000,96291141000180-2-010512/2026,fact
sup:cnpj14:56266403000131,historical_winner,exact,1.00000,96291141000180-2-010528/2026,fact
sup:cnpj14:59324349000121,historical_winner,exact,1.00000,96291141000180-2-010502/2026,fact
sup:cnpj14:59329773000169,historical_winner,exact,1.00000,96291141000180-2-010497/2026,fact
sup:cnpj14:59808351000176,historical_winner,exact,1.00000,96291141000180-2-010521/2026,fact
sup:cnpj14:61852130000147,historical_winner,exact,1.00000,96291141000180-2-010501/2026,fact
sup:cnpj14:62234180000123,historical_winner,exact,1.00000,96291141000180-2-010523/2026,fact
sup:cnpj14:62234180000123,historical_winner,exact,1.00000,96291141000180-2-010527/2026,fact
sup:cnpj14:63027287000163,historical_winner,exact,1.00000,96291141000180-2-010524/2026,fact
sup:cnpj14:64615951000158,historical_winner,exact,1.00000,96291141000180-2-010487/2026,fact
sup:cnpj14:65811708000178,historical_winner,exact,1.00000,96291141000180-2-010533/2026,fact
sup:cnpj14:66073613000167,historical_winner,exact,1.00000,96291141000180-2-010492/2026,fact
sup:cnpj14:66073613000167,historical_winner,exact,1.00000,96291141000180-2-010493/2026,fact
sup:cnpj14:66073613000167,historical_winner,exact,1.00000,96291141000180-2-010496/2026,fact
sup:cnpj14:66398858000164,historical_winner,exact,1.00000,96291141000180-2-010518/2026,fact
sup:cnpj14:74545732000101,historical_winner,exact,1.00000,96291141000180-2-010488/2026,fact
sup:cnpj14:74545732000101,historical_winner,exact,1.00000,96291141000180-2-010489/2026,fact
sup:cnpj14:74545732000101,historical_winner,exact,1.00000,96291141000180-2-010490/2026,fact
sup:cnpj14:74545732000101,historical_winner,exact,1.00000,96291141000180-2-010519/2026,fact
sup:cnpj14:74545732000101,historical_winner,exact,1.00000,96291141000180-2-010520/2026,fact
