supplier_canonical_key,relation_kind,classification,score,contract_id,claim_level
sup:cnpj14:00802002000102,historical_winner,exact,1.00000,83102541000158-2-001581/2026,fact
sup:cnpj14:00802002000102,historical_winner,exact,1.00000,83102541000158-2-001582/2026,fact
sup:cnpj14:02520829000302,historical_winner,exact,1.00000,83102541000158-2-001595/2026,fact
sup:cnpj14:02816696000154,historical_winner,exact,1.00000,83102541000158-2-001593/2026,fact
sup:cnpj14:03652030000332,historical_winner,exact,1.00000,83102541000158-2-001570/2026,fact
sup:cnpj14:03652030000332,historical_winner,exact,1.00000,83102541000158-2-001571/2026,fact
sup:cnpj14:03652030000332,historical_winner,exact,1.00000,83102541000158-2-001589/2026,fact
sup:cnpj14:05257922000100,historical_winner,exact,1.00000,83102541000158-2-001585/2026,fact
sup:cnpj14:05439635000103,historical_winner,exact,1.00000,83102541000158-2-001591/2026,fact
sup:cnpj14:05531725000120,historical_winner,exact,1.00000,83102541000158-2-001597/2026,fact
sup:cnpj14:05531725000120,historical_winner,exact,1.00000,83102541000158-2-001598/2026,fact
sup:cnpj14:07752236000123,historical_winner,exact,1.00000,83102541000158-2-001596/2026,fact
sup:cnpj14:09625361000440,historical_winner,exact,1.00000,83102541000158-2-001580/2026,fact
sup:cnpj14:11145401000156,historical_winner,exact,1.00000,83102541000158-2-001594/2026,fact
sup:cnpj14:12418191000195,historical_winner,exact,1.00000,83102541000158-2-001588/2026,fact
sup:cnpj14:12889035000102,historical_winner,exact,1.00000,83102541000158-2-001586/2026,fact
sup:cnpj14:13965228000168,historical_winner,exact,1.00000,83102541000158-2-001572/2026,fact
sup:cnpj14:13965228000168,historical_winner,exact,1.00000,83102541000158-2-001619/2026,fact
sup:cnpj14:19633424000111,historical_winner,exact,1.00000,83102541000158-2-001573/2026,fact
sup:cnpj14:19633424000111,historical_winner,exact,1.00000,83102541000158-2-001610/2026,fact
sup:cnpj14:22862531000126,historical_winner,exact,1.00000,83102541000158-2-001583/2026,fact
sup:cnpj14:26044069000100,historical_winner,exact,1.00000,83102541000158-2-001599/2026,fact
sup:cnpj14:31322368000108,historical_winner,exact,1.00000,83102541000158-2-001600/2026,fact
sup:cnpj14:31322368000108,historical_winner,exact,1.00000,83102541000158-2-001601/2026,fact
sup:cnpj14:33154286000119,historical_winner,exact,1.00000,83102541000158-2-001584/2026,fact
sup:cnpj14:34180582000157,historical_winner,exact,1.00000,83102541000158-2-001607/2026,fact
sup:cnpj14:36521392000262,historical_winner,exact,1.00000,83102541000158-2-001576/2026,fact
sup:cnpj14:36521392000262,historical_winner,exact,1.00000,83102541000158-2-001604/2026,fact
sup:cnpj14:39649812000106,historical_winner,exact,1.00000,83102541000158-2-001605/2026,fact
sup:cnpj14:39649812000106,historical_winner,exact,1.00000,83102541000158-2-001611/2026,fact
sup:cnpj14:39649812000106,historical_winner,exact,1.00000,83102541000158-2-001612/2026,fact
sup:cnpj14:39649812000106,historical_winner,exact,1.00000,83102541000158-2-001613/2026,fact
sup:cnpj14:40738368000176,historical_winner,exact,1.00000,83102541000158-2-001603/2026,fact
sup:cnpj14:40738368000176,historical_winner,exact,1.00000,83102541000158-2-001608/2026,fact
sup:cnpj14:40738368000176,historical_winner,exact,1.00000,83102541000158-2-001609/2026,fact
sup:cnpj14:40738368000176,historical_winner,exact,1.00000,83102541000158-2-001614/2026,fact
sup:cnpj14:44734671002286,historical_winner,exact,1.00000,83102541000158-2-001590/2026,fact
sup:cnpj14:45747626000102,historical_winner,exact,1.00000,83102541000158-2-001574/2026,fact
sup:cnpj14:45747626000102,historical_winner,exact,1.00000,83102541000158-2-001575/2026,fact
sup:cnpj14:45747626000102,historical_winner,exact,1.00000,83102541000158-2-001615/2026,fact
sup:cnpj14:45747626000102,historical_winner,exact,1.00000,83102541000158-2-001616/2026,fact
sup:cnpj14:45747626000102,historical_winner,exact,1.00000,83102541000158-2-001617/2026,fact
sup:cnpj14:45747626000102,historical_winner,exact,1.00000,83102541000158-2-001618/2026,fact
sup:cnpj14:50958011000157,historical_winner,exact,1.00000,83102541000158-2-001578/2026,fact
sup:cnpj14:60975737009370,historical_winner,exact,1.00000,83102541000158-2-003946/2025,fact
sup:cnpj14:62917826000177,historical_winner,exact,1.00000,83102541000158-2-001606/2026,fact
sup:cnpj14:81706251000198,historical_winner,exact,1.00000,83102541000158-2-001592/2026,fact
sup:cnpj14:83413591000318,historical_winner,exact,1.00000,83102541000158-2-001602/2026,fact
sup:cnpj14:85997872000129,historical_winner,exact,1.00000,83102541000158-2-003947/2025,fact
sup:cnpj14:94516671000234,historical_winner,exact,1.00000,83102541000158-2-001587/2026,fact
