supplier_canonical_key,relation_kind,classification,score,contract_id,claim_level
sup:cnpj14:05136679000164,historical_winner,exact,1.00000,00394544000185-2-007716/2026,fact
sup:cnpj14:19336924000191,historical_winner,exact,1.00000,00394544000185-2-007734/2026,fact
sup:cnpj14:17174657000844,historical_winner,exact,1.00000,00394544000185-2-007700/2026,fact
sup:cnpj14:03951140000133,historical_winner,exact,1.00000,00394544000185-2-007715/2026,fact
sup:cnpj14:55199989000104,historical_winner,exact,1.00000,00394544000185-2-007726/2026,fact
sup:cnpj14:52828936000109,historical_winner,exact,1.00000,00394544000185-2-007733/2026,fact
sup:cnpj14:12499494000180,historical_winner,exact,1.00000,00394544000185-2-007692/2026,fact
sup:cnpj14:21681325000157,historical_winner,exact,1.00000,00394544000185-2-007699/2026,fact
sup:cnpj14:31673254001095,historical_winner,exact,1.00000,00394544000185-2-007707/2026,fact
sup:cnpj14:19870779000124,historical_winner,exact,1.00000,00394544000185-2-007714/2026,fact
sup:cnpj14:60665981000975,historical_winner,exact,1.00000,00394544000185-2-007722/2026,fact
sup:cnpj14:39077151000183,historical_winner,exact,1.00000,00394544000185-2-007725/2026,fact
sup:cnpj14:44734671002286,historical_winner,exact,1.00000,00394544000185-2-007729/2026,fact
sup:cnpj14:01328114000128,historical_winner,exact,1.00000,00394544000185-2-007732/2026,fact
sup:cnpj14:03812429000171,historical_winner,exact,1.00000,00394544000185-2-007688/2026,fact
sup:cnpj14:11690313000135,historical_winner,exact,1.00000,00394544000185-2-007691/2026,fact
sup:cnpj14:41645135000191,historical_winner,exact,1.00000,00394544000185-2-007695/2026,fact
sup:cnpj14:29614830000190,historical_winner,exact,1.00000,00394544000185-2-007698/2026,fact
sup:cnpj14:62969589001402,historical_winner,exact,1.00000,00394544000185-2-007703/2026,fact
sup:cnpj14:55806036000159,historical_winner,exact,1.00000,00394544000185-2-007706/2026,fact
sup:cnpj14:05050260000195,historical_winner,exact,1.00000,00394544000185-2-007710/2026,fact
sup:cnpj14:49324221000104,historical_winner,exact,1.00000,00394544000185-2-007713/2026,fact
sup:cnpj14:03326125000102,historical_winner,exact,1.00000,00394544000185-2-007719/2026,fact
sup:cnpj14:04534176000184,historical_winner,exact,1.00000,00394544000185-2-007721/2026,fact
sup:cnpj14:44734671002286,historical_winner,exact,1.00000,00394544000185-2-007723/2026,fact
sup:cnpj14:04380569000180,historical_winner,exact,1.00000,00394544000185-2-007724/2026,fact
sup:cnpj14:21333449000141,historical_winner,exact,1.00000,00394544000185-2-007727/2026,fact
sup:cnpj14:03326125000102,historical_winner,exact,1.00000,00394544000185-2-007728/2026,fact
sup:cnpj14:49324221001690,historical_winner,exact,1.00000,00394544000185-2-007730/2026,fact
sup:cnpj14:02424344000153,historical_winner,exact,1.00000,00394544000185-2-007731/2026,fact
sup:cnpj14:39610184000147,historical_winner,exact,1.00000,00394544000185-2-007686/2026,fact
sup:cnpj14:03812429000171,historical_winner,exact,1.00000,00394544000185-2-007687/2026,fact
sup:cnpj14:37844479000233,historical_winner,exact,1.00000,00394544000185-2-007689/2026,fact
sup:cnpj14:36958273000190,historical_winner,exact,1.00000,00394544000185-2-007690/2026,fact
sup:cnpj14:18459628009767,historical_winner,exact,1.00000,00394544000185-2-007693/2026,fact
sup:cnpj14:19870779000124,historical_winner,exact,1.00000,00394544000185-2-007694/2026,fact
sup:cnpj14:37844479000233,historical_winner,exact,1.00000,00394544000185-2-007696/2026,fact
sup:cnpj14:17352435000106,historical_winner,exact,1.00000,00394544000185-2-007697/2026,fact
sup:cnpj14:17700763000148,historical_winner,exact,1.00000,00394544000185-2-007701/2026,fact
sup:cnpj14:06628333000146,historical_winner,exact,1.00000,00394544000185-2-007702/2026,fact
sup:cnpj14:27817504000155,historical_winner,exact,1.00000,00394544000185-2-007704/2026,fact
sup:cnpj14:52969017000155,historical_winner,exact,1.00000,00394544000185-2-007705/2026,fact
sup:cnpj14:02016542000188,historical_winner,exact,1.00000,00394544000185-2-007708/2026,fact
sup:cnpj14:32137424000199,historical_winner,exact,1.00000,00394544000185-2-007709/2026,fact
sup:cnpj14:12889035000293,historical_winner,exact,1.00000,00394544000185-2-007711/2026,fact
sup:cnpj14:06628333000146,historical_winner,exact,1.00000,00394544000185-2-007712/2026,fact
sup:cnpj14:06628333000146,historical_winner,exact,1.00000,00394544000185-2-007717/2026,fact
sup:cnpj14:31673254001095,historical_winner,exact,1.00000,00394544000185-2-007718/2026,fact
sup:cnpj14:32350180000128,historical_winner,exact,1.00000,00394544000185-2-007720/2026,fact
sup:cnpj14:49351786001152,historical_winner,exact,1.00000,00394544000185-2-007735/2026,fact
