entity_id,entity_name,capability,applicability,applicability_justification,covered,coverage_state,required_sources,successful_sources,missing_sources,freshness_status,last_success_at,blocker,next_action,evidence_reference,has_data_presence
extra-cb06f50d0b31c2c6d400,SECRETARIA MUNICIPAL DE EDUCACAO,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-09c19c92c36af120417a,SANTO AMARO DA IMPERATRIZ CAMARA DE VEREADORES,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-bb52af441791164c17ec,MUNICIPIO DE SANTO AMARO DA IMPERATRIZ,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-ffb5171ea84354f15858,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-a38406dd9e9a8088a303,FUNDO MUNICIPAL DE TURISMO,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-c75f889b0ded2cb9b0c2,FUNDO MUNICIPAL DE DESENVOLVIMENTO AGROPECUARIO,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-597d281805351de9d571,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO M,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-43240e43bdfe6d356953,DIRETORIA DE DEFESA CIVIL DE SANTO AMARO DA IMPERATRIZ,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-17eb67c32ad8cb14668e,SECRETARIA MUNICIPAL DE EDUCACAO,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
extra-e787ec7fa967e4aebff9,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,historical_contracts,applicable,all_required_applicable,False,never_checked,pncp|contracts,,pncp|contracts,never,,no_evidence:pncp;no_evidence:contracts,run_required_sources,,False
