id,source,source_id,numero_controle_pncp,orgao_cnpj,orgao_nome,municipio,uf,objeto,modalidade,valor_estimado,valor_semantica,status_canonico,ranking,ranking_score,ranking_confianca,data_publicacao,data_abertura,data_encerramento,link_edital,run_id,crawl_batch_id,proveniencia,last_seen_source_run_id,ingested_at,updated_at,essential_gaps,ranking_effective,ranking_note,valor_tipo,valor_nao_e_pago,cycle_collection_id,cycle_run_id,source_record_run_id,scope
1,pncp,11360515000119-1-000013/2026,11360515000119-1-000013/2026,11360515000119,FUNDO MUNICIPAL DE SAUDE DE SANTA TEREZINHA DO PROGRESSO,Santa Terezinha do Progresso,SC,"AQUISIÇÃO DE LENÇÓIS E MANTAS DESTINADOS AOS LEITOS DA UNIDADE BÁSICA DE SAÚDE DO MUNICÍPIO DE SANTA TEREZINHA DO PROGRESSO/SC, VISANDO ATENDER ÀS NECESSIDADES DE ACOLHIMENTO, CONFORTO, HIGIENE E BEM-ESTAR DOS PACIENTES DURANTE OS ATENDIMENTOS E PERMANÊNCIA NA UNIDADE DE SAÚDE.",Dispensa,2562.60,valor_total_estimado_informado_pelo_pncp,open,REVIEW,0,MEDIUM,2026-07-20 00:00:00+00:00,2026-07-21 00:00:00+00:00,2026-07-23 00:00:00+00:00,,1,odc01-smoke-live,"{""source"": ""pncp"", ""all_fields"": ""pncp_api"", ""status_evidence"": ""pncp_open_proposals_endpoint""}",,2026-07-23 23:05:04.006766+00:00,2026-07-23 23:05:04.006766+00:00,[],REVIEW,,valor_total_estimado_informado_pelo_pncp,True,col-extra-weekly-20260724T001238Z-ee77044c,collect-pncp_opportunities-20260724T001240Z-1060734f2b,1,extra_sc_or_universe_200km
2,pncp,07654807000197-1-000072/2026,07654807000197-1-000072/2026,07654807000197,CONSORCIO INTERMUNICIPAL DE SAUDE DO ALTO URUGUAI CATARINENSE,Concórdia,SC,"Aquisição de 01 (um) computador do tipo All in One, novo, de primeiro uso, contemplando, no mínimo, processador Intel Core i5- 12400 ou equivalente em desempenho ou superior, 16 GB de memória RAM DDR4, armazenamento de, no mínimo, 512 GB em SSD (SATA ou M.2), teclado e mouse, além de sistema operacional Microsoft Windows 11 Pro 64 bits, original, licenciado e pré instalado pelo fabricante. destinado ao atendimento das necessidades administrativas do Consórcio",Dispensa,4922.50,valor_total_estimado_informado_pelo_pncp,open,REVIEW,0,MEDIUM,2026-07-20 00:00:00+00:00,2026-07-21 00:00:00+00:00,2026-07-23 00:00:00+00:00,,1,odc01-smoke-live,"{""source"": ""pncp"", ""all_fields"": ""pncp_api"", ""status_evidence"": ""pncp_open_proposals_endpoint""}",,2026-07-23 23:05:04.006766+00:00,2026-07-23 23:05:04.006766+00:00,[],REVIEW,,valor_total_estimado_informado_pelo_pncp,True,col-extra-weekly-20260724T001238Z-ee77044c,collect-pncp_opportunities-20260724T001240Z-1060734f2b,1,extra_sc_or_universe_200km
3,pncp,10432684000154-1-000049/2025,10432684000154-1-000049/2025,10432684000154,FUNDO MUNICIPAL DE SAUDE,Videira,SC,"CREDENCIAMENTO DE EMPRESA ESPECIALIZADA PARA EXECUÇÃO DE SERVIÇOS DE FORMA COMPLEMENTAR AO SUS, DE EXAMES COM FINALIDADE DIAGNÓSTICA (LABORATÓRIO CLÍNICO), EXAMES BIOQUÍMICOS, HEMATOLÓGICOS E HEMOSTASIA, SOROLÓGICOS E IMUNOLÓGICOS; CROPOLÓGICOS; UROANÁLISES, HORMONAIS, TOXICOLÓGICOS OU DE MONITORIZAÇÃO TERAPÊUTICA, MICROBIOLÓGICOS, EM OUTROS LÍQUIDOS BIOLÓGICOS, DE GENÉTICA, PARA TRIAGEM NEONATAL E IMUNO HEMATOLÓGICOS, A SEREM ATENDIDOS PELA REDE BÁSICA DE SAÚDE, CONFORME TABELA DO SIA/SUS DO MINISTÉRIO DA SAÚDE",Credenciamento,1500000.00,valor_total_estimado_informado_pelo_pncp,open,REVIEW,0,MEDIUM,2025-07-25 00:00:00+00:00,2025-07-24 00:00:00+00:00,2026-07-23 00:00:00+00:00,,1,odc01-smoke-live,"{""source"": ""pncp"", ""all_fields"": ""pncp_api"", ""status_evidence"": ""pncp_open_proposals_endpoint""}",,2026-07-23 23:05:04.006766+00:00,2026-07-23 23:05:04.006766+00:00,[],REVIEW,,valor_total_estimado_informado_pelo_pncp,True,col-extra-weekly-20260724T001238Z-ee77044c,collect-pncp_opportunities-20260724T001240Z-1060734f2b,1,extra_sc_or_universe_200km
4,pncp,83102541000158-1-000167/2025,83102541000158-1-000167/2025,83102541000158,MUNICIPIO DE PORTO UNIAO,Porto União,SC,"Credenciamento de empresa para prestação de serviços de manutenção da frota municipal, incluindo fornecimento de peças e serviços necessários, visando à aquisição de serviços de manutenção mecânica, elétrica e lataria em veículos leves e pesados, conforme necessidades e demandas das Secretarias Municipais, conforme especificações detalhadas no Edital e no Termo de Referência, em conformidade com os anexos deste Edital.",Credenciamento,2571000.00,valor_total_estimado_informado_pelo_pncp,open,REVIEW,0,MEDIUM,2025-09-11 00:00:00+00:00,2025-07-23 00:00:00+00:00,2026-07-23 00:00:00+00:00,,1,odc01-smoke-live,"{""source"": ""pncp"", ""all_fields"": ""pncp_api"", ""status_evidence"": ""pncp_open_proposals_endpoint""}",,2026-07-23 23:05:04.006766+00:00,2026-07-23 23:05:04.006766+00:00,[],REVIEW,,valor_total_estimado_informado_pelo_pncp,True,col-extra-weekly-20260724T001238Z-ee77044c,collect-pncp_opportunities-20260724T001240Z-1060734f2b,1,extra_sc_or_universe_200km
