claim_id,kind,statement,source,collection_id,cycle_run_id,source_record_run_id,normalized_table,normalized_id,rule,product,indicator
opp-1,opportunity,Oportunidade 11360515000119-1-000013/2026 orgão=FUNDO MUNICIPAL DE SAUDE DE SANTA TEREZINHA DO PROGRESSO ranking=REVIEW valor_estimado=2562.60 (valor_total_estimado_informado_pelo_pncp),pncp,col-extra-weekly-20260723T231127Z-3b479073,collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,1,opportunity_intel,1,opportunity_intel.ranking + status_canonico + extra_scope,opportunities.csv / executive_summary.md,
opp-2,opportunity,Oportunidade 07654807000197-1-000072/2026 orgão=CONSORCIO INTERMUNICIPAL DE SAUDE DO ALTO URUGUAI CATARINENSE ranking=REVIEW valor_estimado=4922.50 (valor_total_estimado_informado_pelo_pncp),pncp,col-extra-weekly-20260723T231127Z-3b479073,collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,1,opportunity_intel,2,opportunity_intel.ranking + status_canonico + extra_scope,opportunities.csv / executive_summary.md,
opp-3,opportunity,Oportunidade 10432684000154-1-000049/2025 orgão=FUNDO MUNICIPAL DE SAUDE ranking=REVIEW valor_estimado=1500000.00 (valor_total_estimado_informado_pelo_pncp),pncp,col-extra-weekly-20260723T231127Z-3b479073,collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,1,opportunity_intel,3,opportunity_intel.ranking + status_canonico + extra_scope,opportunities.csv / executive_summary.md,
opp-4,opportunity,Oportunidade 83102541000158-1-000167/2025 orgão=MUNICIPIO DE PORTO UNIAO ranking=REVIEW valor_estimado=2571000.00 (valor_total_estimado_informado_pelo_pncp),pncp,col-extra-weekly-20260723T231127Z-3b479073,collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,1,opportunity_intel,4,opportunity_intel.ranking + status_canonico + extra_scope,opportunities.csv / executive_summary.md,
run-collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,collection_run,Coleta pncp_opportunities terminal=reused_fresh obtained=0 persisted=0,pncp_opportunities,col-extra-weekly-20260723T231127Z-3b479073,collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,,pipeline_runs,collect-pncp_opportunities-20260723T231128Z-a68b48c8d2,scripts.collect.run_contract,manifest.json,
run-collect-pncp_contracts-20260723T231129Z-e5159ec9e5,collection_run,Coleta pncp_contracts terminal=reused_fresh obtained=4438345 persisted=4438345,pncp_contracts,col-extra-weekly-20260723T231127Z-3b479073,collect-pncp_contracts-20260723T231129Z-e5159ec9e5,,pipeline_runs,collect-pncp_contracts-20260723T231129Z-e5159ec9e5,scripts.collect.run_contract,manifest.json,
fresh-pncp_opportunities,freshness,Freshness pncp_opportunities=unreliable age_hours=0.11 sla=24,pncp_opportunities,col-extra-weekly-20260723T231127Z-3b479073,,,,,freshness_source,source_health.csv / executive_summary.md,freshness_source
fresh-pncp_contracts,freshness,Freshness pncp_contracts=fresh age_hours=3.02 sla=168,pncp_contracts,col-extra-weekly-20260723T231127Z-3b479073,,,,,freshness_source,source_health.csv / executive_summary.md,freshness_source
