orgao_cnpj,orgao_nome,uf,municipio,n_opp,cycle_collection_id,scope
83102517000119,MUNICIPIO DE ITAIOPOLIS,SC,Itaiópolis,1,col-extra-weekly-20260720T123303Z-1bce5af6,extra_sc_or_universe_200km
