id;razao_social;cnpj_8;municipio;codigo_ibge;natureza_juridica;causa_raiz;investigado_em;observacoes
2002;FUNDACAO AMBIENTAL MUNICIPAL DE GRAO PARA;23311650;GRAO PARA;4206108;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em GRAO PARA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 23311650"
2067;SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE GRAO-PARA;31049528;GRAO PARA;4206108;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GRAO PARA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 31049528"
1569;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO;80489222;GRAO PARA;4206108;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GRAO PARA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 80489222"
202;SEC MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - GRAVATAL - SC;06083217;GRAVATAL;4206207;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GRAVATAL sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 06083217"
97;SECRETARIA MUNICIPAL DA EDUCACAO;06078939;GUABIRUBA;4206306;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUABIRUBA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 06078939"
365;CONSELHO MUNICIPAL DE DEFESA CIVIL - COMDEC;15096145;GUARAMIRIM;4206504;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUARAMIRIM sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 15096145"
367;DEPARTAMENTO MUNICIPAL DE TRANSITO;26134763;GUARAMIRIM;4206504;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUARAMIRIM sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 26134763"
366;FUNDACAO DO MEIO AMBIENTE DE GUARAMIRIM - FUNDAG;15412218;GUARAMIRIM;4206504;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em GUARAMIRIM sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 15412218"
364;HOSPITAL MUNICIPAL SANTO ANTONIO;84092709;GUARAMIRIM;4206504;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em GUARAMIRIM sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 84092709"
368;SECRETARIA MUNICIPAL DE EDUCACAO DE GUARAMIRIM - SC;30880614;GUARAMIRIM;4206504;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUARAMIRIM sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30880614"
2035;SECRETARIA DE EDUCACAO, CULTURA E ESPORTE DE GUARUJA DO SUL SC;30694672;GUARUJA DO SUL;4206603;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUARUJA DO SUL sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30694672"
1494;SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE GUARUJA DO SUL;60139592;GUARUJA DO SUL;4206603;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUARUJA DO SUL sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60139592"
1507;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E TURISMO;61459810;GUATAMBU;4206652;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em GUATAMBU sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 61459810"
1249;IPREVI-HO - INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE HERVAL D OESTE;07733382;HERVAL D'OESTE;4206702;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em HERVAL D'OESTE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 07733382"
1208;CAMARA MUNICIPAL DE VEREADORES DE IBIAM-SC;08824191;IBIAM;4206751;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 08824191"
1206;SECRETARIA MUNICIPAL DE EDUCACAO;60508586;IBIAM;4206751;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IBIAM sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60508586"
1927;CAMARA DE VEREADORES DE IBICARE;10584004;IBICARE;4206801;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 10584004"
2050;SECRETARIA DE EDUCACAO;30871437;IBICARE;4206801;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IBICARE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30871437"
283;CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE;02093747;IBIRAMA;4206900;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IBIRAMA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 02093747"
285;COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL;19136804;IBIRAMA;4206900;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IBIRAMA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 19136804"
286;SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE IBIRAMA - SC;30762131;IBIRAMA;4206900;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IBIRAMA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30762131"
1965;CONSORCIO INTERMUNICIPAL DE ATENCAO A SANIDADE AGROPECUARIA DA REGIAO CARBONIFERA DE SC;15283089;ICARA;4207007;Consórcio Público de Direito Público (Associação Pública);sem_dados_publicos;2026-07-11;"Entidade 'Consórcio Público de Direito Público (Associação Pública)' em ICARA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 15283089"
1993;COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL;20525924;ICARA;4207007;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ICARA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 20525924"
1854;FUNDACAO MUNICIPAL DE ESPORTES;05209893;ICARA;4207007;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ICARA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 05209893"
2075;FUNDACAO MUNICIPAL DE ESPORTES DE ICARA;34141539;ICARA;4207007;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ICARA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 34141539"
2020;SECRETARIA DE EDUCACAO, CIENCIA E TECNOLOGIA DE ICARA;30203521;ICARA;4207007;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ICARA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30203521"
1879;SECRETARIA MUNICIPAL DE EDUCACAO CULTURA , ESPORTES E TURISMO;06087216;ICARA;4207007;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ICARA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 06087216"
1897;SERVICO AUTONOMO MUNICIPAL DE AGUA, ESGOTO E SERVICOS URBANOS (SAMAE);07581720;ICARA;4207007;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em ICARA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 07581720"
136;ILHOTAPREV - INSTITUTO DE PREVIDENCIA MUNICIPAL DE ILHOTA;03845124;ILHOTA;4207106;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em ILHOTA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03845124"
1981;CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO RURAL DO SUL DE SANTA CATARINA;18587475;IMARUI;4207205;Consórcio Público de Direito Público (Associação Pública);sem_dados_publicos;2026-07-11;"Entidade 'Consórcio Público de Direito Público (Associação Pública)' em IMARUI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 18587475"
1982;FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE IMARUI;18649028;IMARUI;4207205;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IMARUI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 18649028"
1742;IMARUI CAMARA MUNICIPAL;01538680;IMARUI;4207205;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 01538680"
2057;SECRETARIA DE EDUCACAO;30951451;IMARUI;4207205;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IMARUI sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30951451"
1987;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO;19603138;IMARUI;4207205;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em IMARUI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 19603138"
1922;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO;10303107;IMARUI;4207205;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em IMARUI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 10303107"
102;FUNDACAO CULTURAL DE IMBITUBA - FUNCI;07432006;IMBITUBA;4207304;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IMBITUBA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 07432006"
104;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTE DE IMBITUBA SC;32449592;IMBITUBA;4207304;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IMBITUBA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 32449592"
149;FUNDACAO HOSPITALAR DE IMBUIA;81161366;IMBUIA;4207403;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IMBUIA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 81161366"
150;FUNDACAO MUNICIPAL DE ESPORTES DE IMBUIA;81161390;IMBUIA;4207403;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IMBUIA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 81161390"
153;SECRETARIA MUNICIPAL DE EDUCACAO DE IMBUIA;30927779;IMBUIA;4207403;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IMBUIA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30927779"
223;INSTITUTO DE APOSENTADORIA E PENSOES DOS SERVIDORES PUBLICOS MUNICIPAIS DE INDAIAL - INDAPREV;07855180;INDAIAL;4207502;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em INDAIAL sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 07855180"
224;SECRETARIA MUNICIPAL DE EDUCACAO DE INDAIAL SC;30986113;INDAIAL;4207502;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em INDAIAL sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30986113"
1803;ASSOCIACAO DOS ACADEMICOS DE IOMERE;03125315;IOMERE;4207577;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IOMERE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03125315"
2009;CAMARA MUNICIPAL DE VEREADORES DE IOMERE;25062032;IOMERE;4207577;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 25062032"
1487;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E TURISMO DE IOMERE;56989920;IOMERE;4207577;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IOMERE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 56989920"
1280;CAMARA MUNICIPAL DE VEREADORES DE IPIRA;23907532;IPIRA;4207601;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 23907532"
1571;CAMARA MUNICIPAL DE VEREADORES DE IPORA DO OESTE;80628753;IPORA DO OESTE;4207650;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 80628753"
1735;FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL;01319353;IPORA DO OESTE;4207650;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IPORA DO OESTE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 01319353"
1734;FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE;01319352;IPORA DO OESTE;4207650;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IPORA DO OESTE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 01319352"
1736;FUNDO ROTATIVO DA HABITACAO E DO BEM ESTAR SOCIAL;01319354;IPORA DO OESTE;4207650;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em IPORA DO OESTE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 01319354"
2049;SECRETARIA MUNICIPAL DE EDUCACAO, DESPORTO, CULTURA E TURISMO;30869552;IPORA DO OESTE;4207650;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IPORA DO OESTE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30869552"
1824;CAMARA MUNICIPAL DE IPUACU;04150804;IPUACU;4207684;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 04150804"
1780;INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE IPUACU;02246419;IPUACU;4207684;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em IPUACU sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 02246419"
1489;SECRETARIA MUNICIPAL DE EDUCACAO DE IPUACU;59870764;IPUACU;4207684;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IPUACU sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 59870764"
1299;CAMARA DE VEREADORES DE IPUMIRIM;07841820;IPUMIRIM;4207700;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 07841820"
1300;SECRETARIA MUNICIPAL DE EDUCACAO DE IPUMIRIM;31300040;IPUMIRIM;4207700;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IPUMIRIM sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 31300040"
1439;CAMARA DE VEREADORES DE IRACEMINHA;74033812;IRACEMINHA;4207759;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 74033812"
1440;MUNICIPIO DE IRACEMINHA;80623606;IRACEMINHA;4207759;Município;nao_investigado;2026-07-11;"Município em IRACEMINHA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 80623606"
1441;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES DE IRACEMINHA;06075701;IRACEMINHA;4207759;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IRACEMINHA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 06075701"
1438;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E TURISMO DE IRACEMINHA/SC;66293813;IRACEMINHA;4207759;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IRACEMINHA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 66293813"
1291;CAMARA MUNICIPAL DE VEREADORES;73996423;IRANI;4207809;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 73996423"
1293;SECRETARIA DE EDUCACAO;30207891;IRANI;4207809;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IRANI sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30207891"
1382;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES;54758124;IRATI;4207858;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IRATI sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 54758124"
1821;CONSORCIO INTERFEDERATIVO DE SAUDE DA REGIAO DO CONTESTADO  CISAMURC;03887256;IRINEOPOLIS;4207908;Consórcio Público de Direito Público (Associação Pública);sem_dados_publicos;2026-07-11;"Entidade 'Consórcio Público de Direito Público (Associação Pública)' em IRINEOPOLIS sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03887256"
1659;HOSPITAL MUNICIPAL BOM JESUS;83145375;IRINEOPOLIS;4207908;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em IRINEOPOLIS sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 83145375"
1669;IRINEOPOLIS CAMARA DE VEREADORES;83529958;IRINEOPOLIS;4207908;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 83529958"
1532;SECRETARIA MUNICIPAL DE EDUCACAO  SME;66270656;IRINEOPOLIS;4207908;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em IRINEOPOLIS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 66270656"
1840;FUNDACAO CULTURAL DE ITA;04602468;ITA;4208005;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 04602468"
1715;FUNDO DE APOSENTADORIA PENSOES PREV ASSIST MUNICIPAL;95995353;ITA;4208005;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 95995353"
1714;FUNDO MUNICIPAL DE HABITACAO;95995346;ITA;4208005;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 95995346"
1484;INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE ITA - IASSMI;47223323;ITA;4208005;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em ITA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 47223323"
1500;SECRETARIA MUNICIPAL DE EDUCACAO, ESPORTE E LAZER DE ITA;60367862;ITA;4208005;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60367862"
1797;CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE;02893580;ITAIOPOLIS;4208104;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAIOPOLIS sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 02893580"
1994;COORDENADORIA MUNICIPAL DE DEFESA CIVIL;20611496;ITAIOPOLIS;4208104;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITAIOPOLIS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 20611496"
1688;FUNDACAO HOSPITALAR MUNICIPAL SANTO ANTONIO;84264217;ITAIOPOLIS;4208104;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAIOPOLIS sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 84264217"
1861;INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE ITAIOPOLIS - IPMI;05478139;ITAIOPOLIS;4208104;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em ITAIOPOLIS sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 05478139"
1657;ITAIOPOLIS SECRETARIA DE ADMINISTRACAO;83108431;ITAIOPOLIS;4208104;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITAIOPOLIS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 83108431"
1658;ITAIOPOLIS SECRETARIA DE FINANCAS;83108449;ITAIOPOLIS;4208104;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITAIOPOLIS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 83108449"
1518;SECRETARIA MUNICIPAL DE EDUCACAO E ESPORTE DE ITAIOPOLIS;62616361;ITAIOPOLIS;4208104;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITAIOPOLIS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 62616361"
1956;COORDENADORIA DE DEFESA CIVIL;14329899;ITAJAI;4208203;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITAJAI sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 14329899"
1787;FUNDACAO CULTURAL DE ITAJAI;02362976;ITAJAI;4208203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAJAI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 02362976"
1895;FUNDACAO DE EDUCACAO PROFISSIONAL E ADMINISTRACAO PUBLICA DE ITAJAI;07492682;ITAJAI;4208203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAJAI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 07492682"
1684;FUNDACAO GENESIO MIRANDA LINS;83820894;ITAJAI;4208203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAJAI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 83820894"
1835;FUNDACAO ITAJAIENSE DE TURISMO;04514985;ITAJAI;4208203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAJAI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 04514985"
1545;FUNDACAO MUNICIPAL DE ESPORTE E LAZER - FMEL;76702190;ITAJAI;4208203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAJAI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 76702190"
1820;INSTITUTO ITAJAI SUSTENTAVEL - INIS;03842931;ITAJAI;4208203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em ITAJAI sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03842931"
2019;SECRETARIA MUNICIPAL DE EDUCACAO DE ITAJAI;30069820;ITAJAI;4208203;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em ITAJAI sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30069820"
