id;razao_social;cnpj_8;municipio;codigo_ibge;natureza_juridica;causa_raiz;investigado_em;observacoes
1321;SECRETARIA/COORDENADORIA DE EDUCACAO;30709269;OURO VERDE;4211850;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em OURO VERDE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30709269"
1328;SECRETARIA MUNICIPAL DE EDUCACAO, ESPORTES E CULTURA;60719906;PAIAL;4211876;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PAIAL sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60719906"
462;CAMARA MUNICIPAL DE VEREADORES DE PAINEL;01646639;PAINEL;4211892;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 01646639"
1827;DEPARTAMENTO DE TRANSPORTE E TRANSITO DE PALHOCA;04308210;PALHOCA;4211900;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PALHOCA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 04308210"
1880;FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE PALHOCA;06139152;PALHOCA;4211900;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PALHOCA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 06139152"
1519;GUARDA MUNICIPAL DE PALHOCA;63084556;PALHOCA;4211900;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PALHOCA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 63084556"
1941;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO DE PALHOCA - SAMAE;11594126;PALHOCA;4211900;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PALHOCA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 11594126"
1453;CAMARA MUNICIPAL DE VEREADORES DE PALMA SOLA;01653064;PALMA SOLA;4212007;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 01653064"
1454;FUNDACAO CULTURAL DE PALMA SOLA;09291701;PALMA SOLA;4212007;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PALMA SOLA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 09291701"
1450;SECRETARIA DA EDUCACAO E ESPORTES;62857205;PALMA SOLA;4212007;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PALMA SOLA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 62857205"
473;CAMARA MUNICIPAL DE VEREADORES DE PALMEIRAS / SC;01630213;PALMEIRA;4212056;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 01630213"
474;SECRETARIA DE EDUCACAO - PALMEIRA;31170179;PALMEIRA;4212056;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PALMEIRA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 31170179"
1411;CAMARA MUNICIPAL DE VEREADORES DE PALMITOS;04834120;PALMITOS;4212106;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 04834120"
1412;SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE PALMITOS;30677758;PALMITOS;4212106;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PALMITOS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30677758"
1114;INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES DO MUNICIPIO DE PAPANDUVA-SC;05516347;PAPANDUVA;4212205;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PAPANDUVA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 05516347"
1115;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE;07767665;PAPANDUVA;4212205;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PAPANDUVA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 07767665"
1778;IMASP - INSTITUTO MUNICIPAL DE ASSISTENCIA E PREVIDENCIA DE PARAISO/SC;02042392;PARAISO;4212239;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PARAISO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 02042392"
1493;SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE PARAISO;60084427;PARAISO;4212239;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PARAISO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60084427"
1126;PASSO DE TORRES CAMARA MUNICIPAL DE VEREADORES;95782835;PASSO DE TORRES;4212254;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 95782835"
1127;SECRETARIA DA EDUCACAO E CULTURA DE PASSO DE TORRES DE SANTA CATARINA;30934655;PASSO DE TORRES;4212254;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PASSO DE TORRES sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30934655"
1303;CAMARA MUNICIPAL DE VEREADORES DE PASSOS MAIA;11894220;PASSOS MAIA;4212270;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 11894220"
1301;SECRETARIA MUNICIPAL DE EDUCACAO E ESPORTES - SME;59958674;PASSOS MAIA;4212270;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PASSOS MAIA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 59958674"
26;CAMARA MUNICIPAL DE PAULO LOPES;79886578;PAULO LOPES;4212304;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 79886578"
28;INST.DE PREV. SOCIAL DOS SERV. PUBLICOS DO MUNICIPIO DE PAULO LOPES - IPRELOPES;03933794;PAULO LOPES;4212304;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PAULO LOPES sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03933794"
25;SECRETARIA MUNICIPAL DE EDUCACAO;62800397;PAULO LOPES;4212304;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PAULO LOPES sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 62800397"
273;FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE PEDRAS GRANDES - FUMPEG;46595918;PEDRAS GRANDES;4212403;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PEDRAS GRANDES sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 46595918"
277;SECRETARIA MUNICIPAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PEDRAS GRANDES SC;31105198;PEDRAS GRANDES;4212403;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PEDRAS GRANDES sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 31105198"
274;SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO;80490758;PEDRAS GRANDES;4212403;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PEDRAS GRANDES sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 80490758"
199;COMPANHIA DE DESENVOLVIMENTO E URBANIZACAO DA PENHA;78271251;PENHA;4212502;Sociedade de Economia Mista;sem_obrigacao_legal_14133;2026-07-11;"Entidade do tipo 'Sociedade de Economia Mista' nao abrangida pela Lei 14.133.; CNPJ-8: 78271251"
197;FUNDACAO MUNICIPAL CULTURAL PICUCHO SANTOS;37216593;PENHA;4212502;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PENHA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 37216593"
196;FUNDACAO MUNICIPAL DE ESPORTES DE PENHA;04672956;PENHA;4212502;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PENHA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 04672956"
1290;SECRETARIA MUNICIPAL DE EDUCACAO DE PERITIBA;30984575;PERITIBA;4212601;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PERITIBA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30984575"
1910;CAMARA MUNICIPAL DE PETROLANDIA;08515854;PETROLANDIA;4212700;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 08515854"
2044;SECRETARIA DE EDUCACAO E CULTURA DO MUNICIPIO DE PETROLANDIA SC;30787127;PETROLANDIA;4212700;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PETROLANDIA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30787127"
1398;FUNDACAO MUNICIPAL DE ESPORTE E CULTURA;07806941;PINHALZINHO;4212908;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PINHALZINHO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 07806941"
1212;CAMARA MUNICIPAL DE VEREADORES DE PINHEIRO PRETO;08484593;PINHEIRO PRETO;4213005;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 08484593"
1213;COMISSAO MUNICIPAL DE DEFESA CIVIL (COMDEC) DO MUNICIPIO DE PINHEIRO PRETO;17712461;PINHEIRO PRETO;4213005;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PINHEIRO PRETO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 17712461"
1211;INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DE PINHEIRO PRETO.;03593265;PINHEIRO PRETO;4213005;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PINHEIRO PRETO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03593265"
1209;SECRETARIA MUNICIPAL DA EDUCACAO, CULTURA E ESPORTES;56925377;PINHEIRO PRETO;4213005;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PINHEIRO PRETO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 56925377"
1276;CAMARA MUNICIPAL DE VEREADORES DE PIRATUBA;13078030;PIRATUBA;4213104;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 13078030"
1278;COMPANHIA HIDROMINERAL DE PIRATUBA;83076315;PIRATUBA;4213104;Sociedade de Economia Mista;sem_obrigacao_legal_14133;2026-07-11;"Entidade do tipo 'Sociedade de Economia Mista' nao abrangida pela Lei 14.133.; CNPJ-8: 83076315"
1275;CONSORCIO INTERMUNICIPAL DE INFRA ESTRUTURA URBANA E RURAL - CONSORCIO INTEGRAR;09477210;PIRATUBA;4213104;Consórcio Público de Direito Público (Associação Pública);sem_dados_publicos;2026-07-11;"Entidade 'Consórcio Público de Direito Público (Associação Pública)' em PIRATUBA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 09477210"
1277;FUNDACAO DE CULTURA E EVENTOS DE PIRATUBA - FCEP;14985350;PIRATUBA;4213104;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PIRATUBA sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 14985350"
1375;CAMARA MUNICIPAL DE VEREADORES DE PLANALTO ALEGRE;08634770;PLANALTO ALEGRE;4213153;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 08634770"
1373;SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA;61048022;PLANALTO ALEGRE;4213153;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PLANALTO ALEGRE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 61048022"
290;FUNDACAO PROMOTORA DE EVENTOS,ESPORTES E LAZER DE POMERODE - FUNPEEL;08482156;POMERODE;4213203;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em POMERODE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 08482156"
291;SECRETARIA DE EDUCACAO E FORMACAO EMPREENDEDORA DE POMERODE;29981664;POMERODE;4213203;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em POMERODE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 29981664"
535;CAMARA DE VEREADORES DE PONTE ALTA/SC;01621303;PONTE ALTA;4213302;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 01621303"
536;FUNDO MUNICIPAL DA EDUCACAO DE PONTE ALTA SC;31033619;PONTE ALTA;4213302;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PONTE ALTA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 31033619"
547;CAMARA MUNICIPAL DE PONTE ALTA DO NORTE;10295218;PONTE ALTA DO NORTE;4213351;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 10295218"
548;SECRETARIA MUNICIPAL DE EDUCACAO DE PONTE ALTA DO NORTE;30406807;PONTE ALTA DO NORTE;4213351;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PONTE ALTA DO NORTE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30406807"
1294;CAMARA MUNICIPAL DE VEREADORES DE PONTE SERRADA;78501004;PONTE SERRADA;4213401;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 78501004"
1296;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER;30363365;PONTE SERRADA;4213401;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PONTE SERRADA sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30363365"
51;COORDENADORIA MUNICIPAL DE DEFESA CIVIL DO MUNICIPIO DE PORTO BELO - COMDEC;18600048;PORTO BELO;4213500;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PORTO BELO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 18600048"
52;INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE PORTO BELO;29470098;PORTO BELO;4213500;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PORTO BELO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 29470098"
48;PREFEITURA MUNICIPAL DE PORTO BELO/FUMREBOM;10718233;PORTO BELO;4213500;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PORTO BELO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 10718233"
40;SECRETARIA MUNICIPAL DE EDUCACAO DE PORTO BELO;63641306;PORTO BELO;4213500;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PORTO BELO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 63641306"
1971;COORDENADORIA MUNICIPAL DE DEFESA CIVIL;16456797;PORTO UNIAO;4213609;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PORTO UNIAO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 16456797"
1720;FUNDO MUN.DE REEQUIP.DA OBM DO CORPO DE BOMBEIROS;00185034;PORTO UNIAO;4213609;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PORTO UNIAO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 00185034"
1719;FUNDO MUN.DO BEM-ESTAR SOCIAL DE PORTO UNIAO - SC;00185032;PORTO UNIAO;4213609;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PORTO UNIAO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 00185032"
412;SECRETARIA DE EDUCACAO E CULTURA DE POUSO REDONDO SC;30757799;POUSO REDONDO;4213708;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em POUSO REDONDO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30757799"
1140;CONSORCIO INTERMUNICIPAL CAMINHOS DOS CANIONS DO SUL;27724407;PRAIA GRANDE;4213807;Consórcio Público de Direito Público (Associação Pública);sem_dados_publicos;2026-07-11;"Entidade 'Consórcio Público de Direito Público (Associação Pública)' em PRAIA GRANDE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 27724407"
1135;CONSORCIO INTERMUNICIPAL MAMPITUBA - CIMA;41542250;PRAIA GRANDE;4213807;Consórcio Público de Direito Público (Associação Pública);sem_dados_publicos;2026-07-11;"Entidade 'Consórcio Público de Direito Público (Associação Pública)' em PRAIA GRANDE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 41542250"
1136;PRAIA GRANDE CAMARA DE VEREADORES;80990443;PRAIA GRANDE;4213807;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 80990443"
1139;SAMAE AGUA DOS CANYONS;19335308;PRAIA GRANDE;4213807;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em PRAIA GRANDE sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 19335308"
1141;SECRETARIA DE EDUCACAO;30432163;PRAIA GRANDE;4213807;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PRAIA GRANDE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30432163"
1285;CAMARA MUNICIPALDE VEREADORES DE PRESIDENTE CASTELLO BRANCO;22191905;PRESIDENTE CASTELLO BRANCO;4213906;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 22191905"
1284;CAMARA MUNICIPAL DE VEREADORES DE PRESIDENTE CASTELO BRAN-CO;02260300;PRESIDENTE CASTELLO BRANCO;4213906;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 02260300"
1882;INSTITUTO PRESIDENTE GETULIO 100 ANOS;06218528;PRESIDENTE GETULIO;4214003;Órgão Público Autônomo Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Órgão Público Autônomo Municipal' em PRESIDENTE GETULIO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 06218528"
1662;PRESIDENTE GETULIO CAMARA DE VEREADORES;83485441;PRESIDENTE GETULIO;4214003;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 83485441"
2041;SECRETARIA DA EDUCACAO, CULTURA E DESPORTO DE PRESIDENTE GETULIO;30767062;PRESIDENTE GETULIO;4214003;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PRESIDENTE GETULIO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30767062"
156;FUNDACAO MUNICIPAL DE ESPORTES;00892533;PRESIDENTE NEREU;4214102;Fundação Pública de Direito Público Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Fundação Pública de Direito Público Municipal' em PRESIDENTE NEREU sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 00892533"
157;SECRETARIA DE EDUCACAO DE PRESIDENTE NEREU;30689774;PRESIDENTE NEREU;4214102;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em PRESIDENTE NEREU sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30689774"
1478;CAMARA DE VEREADORES DO MUNICIPIO DE PRINCESA;01620282;PRINCESA;4214151;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 01620282"
1362;CAMARA MUNICIPAL DE VEREADORES DE QUILOMBO;04435304;QUILOMBO;4214201;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 04435304"
1361;MUNICIPIO DE QUILOMBO;83021865;QUILOMBO;4214201;Município;nao_investigado;2026-07-11;"Município em QUILOMBO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 83021865"
1360;SECRETARIA MUNICIPAL DE EDUCACAO;60064729;QUILOMBO;4214201;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em QUILOMBO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60064729"
39;CAMARA MUNICIPAL DE RANCHO QUEIMADO;10933303;RANCHO QUEIMADO;4214300;Órgão Público do Poder Legislativo Municipal;dom_sc_sem_api_key;2026-07-11;"Provaveis dados existentes no DOM-SC, mas requer API key contratada com o CIGA.; CNPJ-8: 10933303"
38;INSTITUTO PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DE RANCHO QUEIMADO;03793235;RANCHO QUEIMADO;4214300;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em RANCHO QUEIMADO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 03793235"
1184;SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES - SMECE;60081787;RIO DAS ANTAS;4214409;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em RIO DAS ANTAS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 60081787"
495;COMISSAO MUNICIPAL DE DEFESA CIVIL;15521615;RIO DO CAMPO;4214508;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em RIO DO CAMPO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 15521615"
493;INSTITUTO DE PREVIDENCIA DOS SERVIDORES MUNICIPAIS;05160525;RIO DO CAMPO;4214508;Autarquia Municipal;sem_dados_publicos;2026-07-11;"Entidade 'Autarquia Municipal' em RIO DO CAMPO sem dados publicos de licitacao encontrados nas fontes atuais.; CNPJ-8: 05160525"
496;SECRETARIA DE EDUCACAO DE RIO DO CAMPO SC;30747329;RIO DO CAMPO;4214508;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em RIO DO CAMPO sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30747329"
360;SECRETARIA DA EDUCACAO E CULTURA DE RIO DO OESTE SC;30556970;RIO DO OESTE;4214607;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em RIO DO OESTE sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30556970"
313;SECRETARIA DE EDUCACAO DE RIO DOS CEDROS SC;30830892;RIO DOS CEDROS;4214706;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em RIO DOS CEDROS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 30830892"
310;SECRETARIA DE PLANEJAMENTO, HABITACAO E MEIO AMBIENTE (SEPLAHMA);62194318;RIO DOS CEDROS;4214706;Órgão Público do Poder Executivo Municipal;nao_investigado;2026-07-11;"Órgão Público do Poder Executivo Municipal em RIO DOS CEDROS sem cobertura das fontes atuais (PNCP + CIGA CKAN). Requer investigacao manual.; CNPJ-8: 62194318"
