consultado,data_quality_limitation,data_quality_score,fontes,frequencia_temporal,modalidades,orgao,orgao_cnpj,periodo_fim,periodo_inicio,qtd_contratacoes,rank,resultado_zero,ticket_medio,ticket_medio_formula,uf,valor_semantica,valor_total
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2847 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAUDE DE CONCORDIA,10455823000165,2026-07-23,2023-07-20,2847,143,False,7607.75,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,21659253.57
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2846 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE RIQUEZA,95988309000148,2026-07-23,2023-07-20,2846,144,False,2688.85,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7652457.08
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2822 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE JOAÇABA,10594533000100,2026-07-23,2023-07-20,2822,145,False,15547.49,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,43875023.06
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2822 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ANCHIETA,83024687000122,2026-07-23,2023-07-20,2822,146,False,4268.43,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12045523.09
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2816 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE NOVA ERECHIM,83021840000168,2026-07-23,2023-07-20,2816,147,False,3495.75,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9844026.95
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2805 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MACIEIRA,95992020000100,2026-07-23,2023-07-20,2805,148,False,5545.36,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,15554733.79
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2804 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ITAPOÁ,81140303000101,2026-07-23,2023-07-20,2804,149,False,6790.2,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,19039711.28
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2794 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PAIAL,01614376000159,2026-07-23,2023-07-20,2794,150,False,2452.7,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,6852846.93
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2786 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE GUATAMBÚ,95990206000112,2026-07-23,2023-07-20,2786,151,False,3483.04,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9703745.37
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2782 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ALFREDO WAGNER,83102608000154,2026-07-23,2023-07-20,2782,152,False,2853.06,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7937206.23
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2775 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CERRO NEGRO,95991097000158,2026-07-23,2023-07-20,2775,153,False,4529.15,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12568398.58
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2774 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE WITMARSUM,83102442000176,2026-07-23,2023-07-20,2774,154,False,2618.02,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7262378.83
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2766 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PONTE SERRADA,82777236000101,2026-07-23,2023-07-20,2766,155,False,4752.56,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,13145580.69
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2764 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PALHOÇA,82892316000108,2026-07-23,2023-07-20,2764,156,False,9100.69,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,25154300.54
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2735 eventos no período (2023-07-20..2026-07-23),{},PREFEITURA MUNICIPAL,01566621000108,2026-07-23,2023-07-20,2735,157,False,8379.46,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,22917834.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2730 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SANTA TEREZINHA,95951323000177,2026-07-23,2023-07-20,2730,158,False,18193.48,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,49668199.12
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2711 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE CANELINHA,08692266000154,2026-07-23,2023-07-20,2711,159,False,1930.08,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,5232449.96
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2705 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ITÁ,83024240000153,2026-07-23,2023-07-20,2705,160,False,4641.44,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12555083.85
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2690 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAUDE DE IMBITUBA,10568451000183,2026-07-23,2023-07-20,2690,161,False,4590.87,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12349449.4
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2673 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE IMBITUBA,82909409000190,2026-07-23,2023-07-20,2673,162,False,9413.15,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,25161342.42
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2659 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MASSARANDUBA,83102483000162,2026-07-23,2023-07-20,2659,163,False,2434.81,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,6474170.34
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2651 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DO MUNICÍPIO DE PALMEIRA,11299998000193,2026-07-23,2023-07-20,2651,164,False,994.09,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,2635339.17
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2650 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SÃO BONIFÁCIO,82892340000139,2026-07-23,2023-07-20,2650,165,False,5636.28,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,14936153.2
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2643 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE RIO RUFINO,95991071000100,2026-07-23,2023-07-20,2643,166,False,8068.73,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,21325665.38
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2616 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SALETE,83102723000129,2026-07-23,2023-07-20,2616,167,False,2940.35,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7691961.19
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2597 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE CAPINZAL,05029092000156,2026-07-23,2023-07-20,2597,168,False,6674.77,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,17334367.04
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2593 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PERITIBA,82815085000120,2026-07-23,2023-07-20,2593,169,False,2884.48,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7479462.77
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2591 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE HERVAL D'OESTE,82939430000138,2026-07-23,2023-07-20,2591,170,False,5332.96,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,13817695.03
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2589 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ITUPORANGA,83102640000130,2026-07-23,2023-07-20,2589,171,False,7113.94,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,18417985.02
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2588 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE RODEIO,83102814000164,2026-07-23,2023-07-20,2588,172,False,3685.2,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9537293.76
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2583 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SANTA TEREZINHA DO PROGRESSO,01612847000190,2026-07-23,2023-07-20,2583,173,False,4407.08,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,11383481.33
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2558 eventos no período (2023-07-20..2026-07-23),{},SECRETARIA MUNICIPAL DE EDUCACAO DE ITAPOA - SC,02482295000105,2026-07-23,2023-07-20,2558,174,False,6444.04,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,16483864.04
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2545 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE SÃO LOURENÇO DO OESTE,83021873000108,2026-07-23,2023-07-20,2545,175,False,5412.99,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,13776066.19
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2542 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE VARGEÃO,83009928000164,2026-07-23,2023-07-20,2542,176,False,4984.5,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,12670597.23
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2528 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE ÁGUAS MORNAS,10714485000139,2026-07-23,2023-07-20,2528,177,False,1782.95,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,4507286.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2522 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE RIO NEGRINHO,10377912000130,2026-07-23,2023-07-20,2522,178,False,3369.32,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,8497418.58
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2518 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAUDE DE PENHA,10479670000196,2026-07-23,2023-07-20,2518,179,False,3673.52,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9249933.52
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2506 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE XANXERÊ,10396929000135,2026-07-23,2023-07-20,2506,180,False,5739.57,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,14383358.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2502 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE DOUTOR PEDRINHO,79373775000162,2026-07-23,2023-07-20,2502,181,False,2596.17,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,6495615.3
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2497 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE POMERODE,83102251000104,2026-07-23,2023-07-20,2497,182,False,6318.55,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,15777422.42
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2490 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAUDE DE GARUVA,11303923000139,2026-07-23,2023-07-20,2490,183,False,2951.47,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7349169.24
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2463 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BALNEÁRIO CAMBORIÚ,83102285000107,2026-07-23,2023-07-20,2463,184,False,9074.32,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,22350053.88
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2455 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE LINDÓIA DO SUL,78510112000180,2026-07-23,2023-07-20,2455,185,False,4876.35,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,11971432.66
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2454 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE TRÊS BARRAS,11491075000139,2026-07-23,2023-07-20,2454,186,False,2525.14,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,6196700.13
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2447 eventos no período (2023-07-20..2026-07-23),{},FUNDO DE SAÚDE DO MUNICÍPIO DE MONTE CASTELO,11455792000105,2026-07-23,2023-07-20,2447,187,False,1332.62,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,3260911.55
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2421 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE MAREMA,78509072000156,2026-07-23,2023-07-20,2421,188,False,3556.38,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,8610004.64
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2420 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CAMPO BELO DO SUL,82777319000192,2026-07-23,2023-07-20,2420,189,False,11520.18,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,27878840.2
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2409 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BOMBINHAS,95815379000102,2026-07-23,2023-07-20,2409,190,False,6300.81,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,15178648.53
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2400 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE IPUMIRIM,11329956000158,2026-07-23,2023-07-20,2400,191,False,1528.52,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,3668458.98
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2398 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE OURO,82777228000157,2026-07-23,2023-07-20,2398,192,False,3259.5,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,7816277.31
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2378 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE PONTE ALTA,83755850000127,2026-07-23,2023-07-20,2378,193,False,3939.15,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9367296.25
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2372 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE FAXINAL DOS GUEDES,10496698000131,2026-07-23,2023-07-20,2372,194,False,1588.97,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,3769044.27
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2366 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE TUNÁPOLIS,78486198000152,2026-07-23,2023-07-20,2366,195,False,4583.11,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,10843639.57
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2364 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAÚDE DE PRESIDENTE CASTELLO BR,11333647000151,2026-07-23,2023-07-20,2364,196,False,1089.1,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,2574629.98
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2354 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE BALNEÁRIO BARRA DO SUL,95954509000180,2026-07-23,2023-07-20,2354,197,False,3716.34,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,8748266.33
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2324 eventos no período (2023-07-20..2026-07-23),{},FUNDO MUNICIPAL DE SAUDE DE ARAQUARI,08345495000100,2026-07-23,2023-07-20,2324,198,False,3988.98,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,9270395.04
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2322 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE CORONEL FREITAS,83021824000175,2026-07-23,2023-07-20,2322,199,False,7668.4,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,17806028.88
True,,1.0,"[""pncp_supplier_contracts"", ""isolated_snapshot""]",2309 eventos no período (2023-07-20..2026-07-23),{},MUNICÍPIO DE ARVOREDO,95995247000100,2026-07-23,2023-07-20,2309,200,False,4400.2,valor_total / qtd_contratacoes (same semantic as valor_total),SC,CONTRATADO,10160054.81
