entity_id,razao_social,cnpj_8,municipio,raio_200km,gap_reason
1799,MITRA DIOCESANA DE CACADOR,03046180,CACADOR,False,no_matched_active_bid
1515,SECRETARIA MUNICIPAL DE EDUCACAO DE CACADOR,61778979,CACADOR,False,no_matched_active_bid
1432,CAIXA DE ASSISTENCIA E PREVIDENCIA DOS SERVIDORES MUNIC,01645721,CAIBI,False,no_matched_active_bid
1433,CAMARA MUNICIPAL DE VEREADORES DE CAIBI/SC,04182896,CAIBI,False,no_matched_active_bid
1430,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTE",60076752,CAIBI,False,no_matched_active_bid
1219,CAMARA MUNICIPAL DE CALMON,95949814,CALMON,False,no_matched_active_bid
1218,MUNICIPIO DE CALMON,95949806,CALMON,False,no_matched_active_bid
1220,SECRETARIA MUNICIPAL DE EDUCACAO,31120498,CALMON,False,no_matched_active_bid
1673,CAMBORIU CAMARA DE VEREADORES,83551507,CAMBORIU,False,no_matched_active_bid
1505,SECRETARIA MUNICIPAL DE EDUCACAO DE CAMBORIU,61389998,CAMBORIU,False,no_matched_active_bid
485,CAMPO ALEGRE CAMARA DE VEREADORES,83536862,CAMPO ALEGRE,True,no_matched_active_bid
487,FUNDACAO MUNICIPAL DE DESPORTOS E CULTURA DE CAMPO ALEGRE,02413620,CAMPO ALEGRE,True,no_matched_active_bid
486,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE CAMPO ALEGRE/SC,01610999,CAMPO ALEGRE,True,no_matched_active_bid
490,FUNDO MUNICIPAL DE CULTURA DE CAMPO ALEGRE/SC,13513793,CAMPO ALEGRE,True,no_matched_active_bid
491,FUNDO MUNICIPAL DE DEFESA CIVIL - FUNMDEC,16933538,CAMPO ALEGRE,True,no_matched_active_bid
488,FUNDO MUNICIPAL DE TURISMO,02971830,CAMPO ALEGRE,True,no_matched_active_bid
489,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CAMPO ALEGRE,04616444,CAMPO ALEGRE,True,no_matched_active_bid
483,SECRETARIA MUNICIPAL DE EDUCACAO,55509615,CAMPO ALEGRE,True,no_matched_active_bid
1122,CAMARA MUNICIPAL DE CAMPO BELO DO SUL,78490968,CAMPO BELO DO SUL,False,no_matched_active_bid
1124,"SECRETARIA DA EDUCACAO, CULTURA E DESPORTO",30921137,CAMPO BELO DO SUL,False,no_matched_active_bid
1908,CAMARA MUNICIPAL DE VEREADORES CAMPO ERE SANTA CATARINA,07903173,CAMPO ERE,False,no_matched_active_bid
1512,CONSELHO MUNICIPAL DE DEFESA DO MEIO AMBIENTE - COMDEMA,61710339,CAMPO ERE,False,no_matched_active_bid
1508,CONSELHO MUNICIPAL DE SANEAMENTO BASICO,61528613,CAMPO ERE,False,no_matched_active_bid
2001,CONSORCIO DA REGIAO DO RIO SARGENTO DE INTEGRACAO MUNICIPAL - CRESIM,23279570,CAMPO ERE,False,no_matched_active_bid
1511,COORDENADORIA MUNICIPAL PROTECAO E DEFESA CIVIL - COMPDEC,61691057,CAMPO ERE,False,no_matched_active_bid
1867,"PREFEITURA MUNICIPAL DE CAMPO ERE - SEC.MUN.DE EDUCACAO,CULTURA E ESPORTES",06072696,CAMPO ERE,False,no_matched_active_bid
2061,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA,31025007,CAMPO ERE,False,no_matched_active_bid
1192,CAMARA DE VEREADORES DE CAMPOS NOVOS,02615993,CAMPOS NOVOS,False,no_matched_active_bid
1187,CONSORCIO INTERMUNICIPAL DE SANEAMENTO BASICO MEIO AMBIENTE ATENCAO A SANIDADE DOS PRODUTOS DE ORIGEM AGROPECUARIA SEGURANCA ALIMENTAR CIMPLASC,45562684,CAMPOS NOVOS,False,no_matched_active_bid
1188,FUNDACAO CULTURAL CAMPONOVENSE,74097114,CAMPOS NOVOS,False,no_matched_active_bid
1193,FUNDACAO MUNICIPAL DE MEIO AMBIENTE,13366366,CAMPOS NOVOS,False,no_matched_active_bid
23,CAMARA DE VEREADORES DO MUNICIPIO DE CANELINHA,00525967,CANELINHA,True,no_matched_active_bid
22,CANELINHA PREFEITURA,82562935,CANELINHA,True,no_matched_active_bid
20,FUNDACAO HOSPITALAR MUNICIPAL DE CANELINHA,81286254,CANELINHA,True,no_matched_active_bid
1155,CANOINHAS CAMARA DE VEREADORES,83528620,CANOINHAS,False,no_matched_active_bid
1156,FUNDACAO CULTURAL HELMY WENDT MAYER,02216925,CANOINHAS,False,no_matched_active_bid
1157,FUNDACAO MUNICIPAL DE ESPORTES E LAZER,03914543,CANOINHAS,False,no_matched_active_bid
1158,INSTITUTO CANOINHAS 90 ANOS,04462074,CANOINHAS,False,no_matched_active_bid
1159,INSTITUTO CANOINHENSE DE PREVIDENCIA - ICPREV,24767074,CANOINHAS,False,no_matched_active_bid
1160,SECRETARIA MUNICIPAL DE EDUCACAO DE CANOINHAS - FUNDEB,30436110,CANOINHAS,False,no_matched_active_bid
1755,CAMARA MUNICIPAL DE CAPAO ALTO / SC,01622149,CAPAO ALTO,False,no_matched_active_bid
1756,CAMARA MUNICIPAL DE CAPAO ALTO / SC,01622159,CAPAO ALTO,False,no_matched_active_bid
1902,FUNDACAO MUNICIPAL DO TRADICIONALISMO,07751685,CAPAO ALTO,False,no_matched_active_bid
1872,"SECRETARIA MUNICIPAL DE EDUCACAO , CULTURA E ESPORTE",06078160,CAPAO ALTO,False,no_matched_active_bid
1252,CAMARA MUNICIPAL DE VEREADORES,78476447,CAPINZAL,False,no_matched_active_bid
1258,CONSELHO MUNIC.DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,01452974,CAPINZAL,False,no_matched_active_bid
1257,CONSELHO MUNIC.DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,01439705,CAPINZAL,False,no_matched_active_bid
1261,CONSORCIO INTERMUNICIPAL ABRIGO CASA LAR - CIALAR,12341411,CAPINZAL,False,no_matched_active_bid
1260,CONSORCIO INTERMUNICIPAL DE SANEAMENTO AMBIENTAL,08484353,CAPINZAL,False,no_matched_active_bid
1256,FUNDACAO AMIGOS DE CAPINZAL,01415758,CAPINZAL,False,no_matched_active_bid
1253,FUNDACAO MUNICIPAL DE ESPORTES DE CAPINZAL,78508785,CAPINZAL,False,no_matched_active_bid
1251,GUARDA DE VIGILANCIA MUNICIPAL,75443689,CAPINZAL,False,no_matched_active_bid
1262,SECRETARIA DA EDUCACAO CULTURA E ESPORTES,30671083,CAPINZAL,False,no_matched_active_bid
1259,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES",06085847,CAPINZAL,False,no_matched_active_bid
227,FUNDACAO DO RESGATE HISTORICO SOCIAL E CULTURAL DE CAPIVARI DE BAIXO,07389114,CAPIVARI DE BAIXO,True,no_matched_active_bid
1271,CAMARA MUNICIPAL DE VEREADORES,73240236,CATANDUVAS,False,no_matched_active_bid
1273,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E DESPORTO",30555511,CATANDUVAS,False,no_matched_active_bid
1372,CAMARA MUNICIPAL DE VEREADORES DE CAXAMBU DO SUL,03527861,CAXAMBU DO SUL,False,no_matched_active_bid
1371,FUNDO MUNICIPAL DE ASSISTENCIA E PREVIDENCIA DE CAXAMBU DO SUL SC,02339690,CAXAMBU DO SUL,False,no_matched_active_bid
1369,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES",61404442,CAXAMBU DO SUL,False,no_matched_active_bid
1215,CAMARA DE VEREADORES DE CELSO RAMOS,78498383,CELSO RAMOS,False,no_matched_active_bid
1216,CLUBE DE MAES NOVA ESPERANCA,03158022,CELSO RAMOS,False,no_matched_active_bid
1217,GRUPO DE JOVENS GERACAO 2000,03158032,CELSO RAMOS,False,no_matched_active_bid
1144,"SECRETARIA DE EDUCACAO, CULTURA E TURISMO DO MUNICIPIO DE CERRO NEGRO",31158539,CERRO NEGRO,False,no_matched_active_bid
1777,CHAPADAO DO LAGEADO CAMARA MUNICIPAL DE VEREADORES,02030843,CHAPADAO DO LAGEADO,False,no_matched_active_bid
1752,MUNICIPIO DE CHAPADAO DO LAGEADO,01613120,CHAPADAO DO LAGEADO,False,no_matched_active_bid
2038,SECRETARIA DA EDUCACAO DE CHAPADAO DO LAGEADO SC,30745893,CHAPADAO DO LAGEADO,False,no_matched_active_bid
1686,CHAPECO CAMARA DE VEREADORES,83831719,CHAPECO,False,no_matched_active_bid
1737,CONSORCIO INTERFEDERATIVO DE SAUDE DO OESTE DE SANTA CATARINA,01336261,CHAPECO,False,no_matched_active_bid
1768,FORUM MUNICIPAL EM DEFESA DA ESCOLA PUBLICA,01773627,CHAPECO,False,no_matched_active_bid
1862,FUNDACAO CULTURAL DE CHAPECO - FCC,05478190,CHAPECO,False,no_matched_active_bid
1905,FUNDACAO DE ACAO SOCIAL DE CHAPECO,07866906,CHAPECO,False,no_matched_active_bid
1819,FUNDACAO DE EVENTOS CHAPECO - FEC,03731045,CHAPECO,False,no_matched_active_bid
1912,FUNDACAO MUNICIPAL DE DESPORTO,08668551,CHAPECO,False,no_matched_active_bid
1913,FUNDACAO MUNICIPAL DO MEIO AMBIENTE - FUNDEMA,08771547,CHAPECO,False,no_matched_active_bid
1740,FUNDO MUNICIPAL DE HABITACAO POPULAR FHP,01357330,CHAPECO,False,no_matched_active_bid
1968,GUARDA MUNICIPAL DE CHAPECO,15809039,CHAPECO,False,no_matched_active_bid
1514,SECRETARIA DE EDUCACAO,61721572,CHAPECO,False,no_matched_active_bid
1992,UNIDADE EXECUTORA DO POLO MUNICIPAL DE APOIO PRESENCIAL DA UAB - CHAPECO,20168698,CHAPECO,False,no_matched_active_bid
387,AUTARQUIA MUNICIPAL DE DESPORTO DE COCAL DO SUL,38136433,COCAL DO SUL,True,no_matched_active_bid
385,CAMARA MUNICIPAL DE COCAL DO SUL,01637334,COCAL DO SUL,True,no_matched_active_bid
386,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE COCAL DO SUL - FUNDAC,09566745,COCAL DO SUL,True,no_matched_active_bid
382,SECRETARIA MUNICIPAL DE EDUCACAO,64502443,COCAL DO SUL,True,no_matched_active_bid
384,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,95778502,COCAL DO SUL,True,no_matched_active_bid
1539,CAMARA MUNICIPAL DE VEREADORES DE CONCORDIA,75321406,CONCORDIA,False,no_matched_active_bid
1562,FUNDACAO MUNICIPAL DE CULTURA,78507670,CONCORDIA,False,no_matched_active_bid
1823,FUNDACAO MUNICIPAL DE DEFESA DO MEIO AMBIENTE,04050313,CONCORDIA,False,no_matched_active_bid
1561,FUNDACAO MUNICIPAL DE ESPORTES,78507654,CONCORDIA,False,no_matched_active_bid
1495,SECRETARIA MUNICIPAL DE EDUCACAO DE CONCORDIA SC,60147142,CONCORDIA,False,no_matched_active_bid
1344,CAMARA MUNICIPAL DE CORDILHEIRA ALTA,11200336,CORDILHEIRA ALTA,False,no_matched_active_bid
1342,SECRETARIA MUNICIPAL DE EDUCACAO,61478100,CORDILHEIRA ALTA,False,no_matched_active_bid
1354,AGENCIA REGULADORA INTERMUNICIPAL DE SANEAMENTO - ARIS,11400360,CORONEL FREITAS,False,no_matched_active_bid
1353,CAMARA MUNICIPAL DE VEREADORES,10561874,CORONEL FREITAS,False,no_matched_active_bid
1352,MUNICIPIO DE CORONEL FREITAS,83021824,CORONEL FREITAS,False,no_matched_active_bid
1351,"SECRETARIA DE EDUCACAO, CULTURA, TURISMO E ESPORTES",61668572,CORONEL FREITAS,False,no_matched_active_bid
1365,CAMARA MUNICIPAL DE VEREADORES DE CORONEL MARTINS,04264463,CORONEL MARTINS,False,no_matched_active_bid
1364,MUNICIPIO DE CORONEL MARTINS,95993093,CORONEL MARTINS,False,no_matched_active_bid
1363,SECRETARIA MUNICIPAL DE EDUCACAO DE CORONEL MARTINS,60543838,CORONEL MARTINS,False,no_matched_active_bid
531,CAMARA MUNICIPAL DE CORREIA PINTO,75438689,CORREIA PINTO,True,no_matched_active_bid
528,FUNDACAO HOSPITALAR MUNICIPAL DE CORREIA PINTO,42585831,CORREIA PINTO,True,no_matched_active_bid
532,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE CORREIA PINTO,17380667,CORREIA PINTO,True,no_matched_active_bid
529,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE CORREIA PINTO,73249989,CORREIA PINTO,True,no_matched_active_bid
530,MUNICIPIO DE CORREIA PINTO,75438655,CORREIA PINTO,True,no_matched_active_bid
533,SECRETARIA DE EDUCACAO DO MUNICIPIO DE CORREIA PINTO,30958596,CORREIA PINTO,True,no_matched_active_bid
1958,AGUAS DE CORUPA,14797046,CORUPA,False,no_matched_active_bid
1772,APP DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRA DE AMOLAR BAIXO,01914460,CORUPA,False,no_matched_active_bid
1672,CORUPA CAMARA DE VEREADORES,83539684,CORUPA,False,no_matched_active_bid
1773,ESCOLA MUNCIPAL GUILHERME HAUFFE JUNIOR,01931241,CORUPA,False,no_matched_active_bid
1774,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,01931244,CORUPA,False,no_matched_active_bid
1767,FUNDACAO MUNICIPAL DE ESPORTES,01729333,CORUPA,False,no_matched_active_bid
1933,"FUNDACAO MUNICIPAL DE ESPORTES, TURISMO, CULTURA E LAZER",11118076,CORUPA,False,no_matched_active_bid
2015,SECRETARIA MUNICIPAL DE EDUCACAO,30006010,CORUPA,False,no_matched_active_bid
2074,ASSOCIACAO MULTIPLICADOR DO BEM,33972021,CRICIUMA,False,no_matched_active_bid
1936,"AUTARQUIA DE SEGURANCA, TRANSITO E TRANSPORTE DE CRICIUMA - ASTC",11379634,CRICIUMA,False,no_matched_active_bid
1679,CAMARA MUNICIPAL DE CRICIUMA,83728949,CRICIUMA,False,no_matched_active_bid
1805,CONSELHO MUNICIPAL DA MULHER,03230061,CRICIUMA,False,no_matched_active_bid
1784,CONSELHO MUNICIPAL DE SAUDE - CMS,02315585,CRICIUMA,False,no_matched_active_bid
1485,CONSORCIO INTERMUNICIPAL DE SAUDE MACRO SUL,51391197,CRICIUMA,False,no_matched_active_bid
2080,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA AMREC - CIM-AMREC,34629547,CRICIUMA,False,no_matched_active_bid
1717,FUNDACAO CULTURAL DE CRICIUMA,00074312,CRICIUMA,False,no_matched_active_bid
1923,FUNDACAO DO MEIO AMBIENTE DE CRICIUMA - FAMCRI,10427992,CRICIUMA,False,no_matched_active_bid
1698,FUNDACAO MUNICIPAL DE ESPORTES DE CRICIUMA,86951555,CRICIUMA,False,no_matched_active_bid
1919,HOSPITAL MATERNO-INFANTIL SANTA CATARINA,09187783,CRICIUMA,False,no_matched_active_bid
2022,SECRETARIA MUNICIPAL DE EDUCACAO DE CRICIUMA,30388660,CRICIUMA,False,no_matched_active_bid
2047,"SECRETARIA DA EDUCACAO, CULTURA E ESPORTES DE CUNHA PORA SC",30835308,CUNHA PORA,False,no_matched_active_bid
1877,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E DESPORTO DE CUNHA PORA",06084101,CUNHA PORA,False,no_matched_active_bid
1814,CAMARA DE VEREADORES DE CUNHATAI,03581082,CUNHATAI,False,no_matched_active_bid
1747,MUNICIPIO DE CUNHATAI,01612116,CUNHATAI,False,no_matched_active_bid
2037,SECRETARIA DE EDUCACAO E CULTURA DE CUNHATAI SC,30745339,CUNHATAI,False,no_matched_active_bid
1096,CONSELHO MUNICIPAL DE DEFESA DO MEIO AMBIENTE,03762932,CURITIBANOS,False,no_matched_active_bid
1091,CONSORCIO INTERMUNICIPAL DE SERVICOS DE ACOLHIMENTO PARA CRIANCAS E ADOLESCENTES NAS MODALIDADES FAMILIAR E INSTITUCIONAL,53276822,CURITIBANOS,False,no_matched_active_bid
1097,CONSORCIO INTERMUNICIPAL DO CONTESTADO - COINCO,04695617,CURITIBANOS,False,no_matched_active_bid
1094,FUNDACAO MINICIPAL DE ESPORTES DE CURITIBANOS,00636153,CURITIBANOS,False,no_matched_active_bid
1095,INSTITUTO DE PREVIDENCIA SOCIAL SERVIDORES PUBLICOS DO MUNICIPIO DE CURITIBANOS,03688948,CURITIBANOS,False,no_matched_active_bid
1459,DESCANSO CAMARA MUNICIPAL DE VEREADORES,83517946,DESCANSO,False,no_matched_active_bid
1572,CAMARA MUNICIPAL DE VEREADORES,80632920,DIONISIO CERQUEIRA,False,no_matched_active_bid
1962,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,15053534,DIONISIO CERQUEIRA,False,no_matched_active_bid
1559,HOSPITAL MUNICIPAL DE DIONISIO CERQUEIRA,78503711,DIONISIO CERQUEIRA,False,no_matched_active_bid
1634,MUNICIPIO DE DIONISIO CERQUEIRA,83026773,DIONISIO CERQUEIRA,False,no_matched_active_bid
1488,"SECRETARIA DE EDUCACAO, ESPORTE,CULTURA E TURISMO DE DIONISIO CERQUEIRA",59719181,DIONISIO CERQUEIRA,False,no_matched_active_bid
374,DONA EMMA CAMARA DE VEREADORES,83640698,DONA EMMA,True,no_matched_active_bid
373,DONA EMMA CAMARA DE VEREADORES,83485433,DONA EMMA,True,no_matched_active_bid
375,SECRETARIA MUNICIPAL DA EDUCACAO DE DONA EMMA -SC,30670912,DONA EMMA,True,no_matched_active_bid
371,SECRETARIA DE EDUCACAO E PROMOCAO SOCIAL DE DOUTOR PEDRINHO,30915062,DOUTOR PEDRINHO,True,no_matched_active_bid
1347,CAMARA MUNICIPAL DE VEREADORES DE ENTRE RIOS,04289447,ENTRE RIOS,False,no_matched_active_bid
1345,SECRETARIA MUNICIPAL DE EDUCACAO,61280017,ENTRE RIOS,False,no_matched_active_bid
544,CAMARA MUNICIPAL DE ERMO,08771379,ERMO,True,no_matched_active_bid
543,MUNICIPIO DE ERMO,01608905,ERMO,True,no_matched_active_bid
545,SECRETARIA DE EDUCACAO DE ERMO SC,30786984,ERMO,True,no_matched_active_bid
1233,CAMARA MUNICIPAL DE VEREADORES DE ERVAL VELHO,24734770,ERVAL VELHO,False,no_matched_active_bid
1234,"SECRETARIA DE EDUCACAO, CULTURA E DESPORTO",30256587,ERVAL VELHO,False,no_matched_active_bid
1313,CAMARA MUNICIPAL DE VEREADORES DE FAXINAL DOS GUEDES,05019411,FAXINAL DOS GUEDES,False,no_matched_active_bid
1314,"SECRETARIA DE EDUCACAO, ESPORTE E CULTURA DE FAXINAL DOS GUEDES-SC",30830556,FAXINAL DOS GUEDES,False,no_matched_active_bid
1743,MUNICIPIO DE FLOR DO SERTAO,01566621,FLOR DO SERTAO,False,no_matched_active_bid
1498,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER DE FLOR DO SERTAO/SC",60342434,FLOR DO SERTAO,False,no_matched_active_bid
603,AUTARQUIA DE MELHORAMENTOS DA CAPITAL - COMCAP,82511825,FLORIANOPOLIS,True,no_matched_active_bid
559,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA GRANDE FLORIANOPOLIS  CIM  GRANFPOLIS,43171298,FLORIANOPOLIS,True,no_matched_active_bid
798,CONTROLADORIA GERAL DE CONTROLE INTERNO,10255572,FLORIANOPOLIS,True,no_matched_active_bid
656,FLORIANOPOLIS CAMARA DE VEREADORES,83841338,FLORIANOPOLIS,True,no_matched_active_bid
624,FLORIANOPOLIS SECRETARIA EDUCACAO SAUDE ASSIT SOCIAL,82953266,FLORIANOPOLIS,True,no_matched_active_bid
622,FLORIANOPOLIS SECRETARIA MUNICIPAL ASSUNTOS NO ESTREITO,82953241,FLORIANOPOLIS,True,no_matched_active_bid
623,FLORIANOPOLIS SECRETARIA MUNICIPAL DE FINANCAS,82953258,FLORIANOPOLIS,True,no_matched_active_bid
621,FLORIANOPOLIS SECRETARIA MUNICIPAL DOS TRANS E OBRAS,82953225,FLORIANOPOLIS,True,no_matched_active_bid
595,FUNDACAO CULTURAL DE FLORIANOPOLIS FRANKLIN CASCAES,80152051,FLORIANOPOLIS,True,no_matched_active_bid
594,FUNDACAO MUNICIPAL DE ESPORTES,79887261,FLORIANOPOLIS,True,no_matched_active_bid
678,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE FLORIANOPOLIS,00909972,FLORIANOPOLIS,True,no_matched_active_bid
849,FUNDACAO REDE SOLIDARIA SOMAR FLORIPA,41178772,FLORIANOPOLIS,True,no_matched_active_bid
773,INSTITUTO DE GERACAO DE OPORTUNIDADES DE FLORIANOPOLIS,06091085,FLORIANOPOLIS,True,no_matched_active_bid
632,INSTITUTO DE PLANEJAMENTO URBANO DE FLORIANOPOLIS,83469965,FLORIANOPOLIS,True,no_matched_active_bid
829,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE FLORIANOPOLIS,18600539,FLORIANOPOLIS,True,no_matched_active_bid
775,SECRETARIA MUN. DE DEFESA DO CIDADAO,06259891,FLORIANOPOLIS,True,no_matched_active_bid
576,SECRETARIA MUNICIPAL DE EDUCACAO,53335860,FLORIANOPOLIS,True,no_matched_active_bid
601,SECRETARIA MUNICIPAL DE PLANEJAMENTO,80675374,FLORIANOPOLIS,True,no_matched_active_bid
2083,SUPERINTENDENCIA REGIONAL DO DPF EM SANTA CATARINA,00394494000309,FLORIANOPOLIS,True,no_matched_active_bid
2084,SUPERINTENDENCIA REG.POL.RODOV.FED. EM SANTA CATARINA,00394494012061,FLORIANOPOLIS,True,no_matched_active_bid
2085,UNIVERSIDADE CORPORATIVA DA POLICIA RODOVIARIA FEDERAL,00394494015320,FLORIANOPOLIS,True,no_matched_active_bid
1378,CAMARA MUNICIPAL DE VEREADORES,15469683,FORMOSA DO SUL,False,no_matched_active_bid
1376,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES",61476510,FORMOSA DO SUL,False,no_matched_active_bid
464,CAMARA MUNICIPAL DE FORQUILHINHA,80168198,FORQUILHINHA,True,no_matched_active_bid
466,CONSELHO MUNICIPAL DE ENTORPECENTES DE FORQUILHINHA-COMEN,02885827,FORQUILHINHA,True,no_matched_active_bid
468,FUNDACAO MUNICIPAL AMBIENTAL DE FORQUILHINHA,09397716,FORQUILHINHA,True,no_matched_active_bid
467,SECRETARIA MUNICIPAL DE EDUCACAO DE FORQUILHINHA,06080769,FORQUILHINHA,True,no_matched_active_bid
1167,ASSOC.ESPORTIVA FADEC FAXINAL DOS DOMINGUES ESPORTE CLUBE,05234926,FRAIBURGO,False,no_matched_active_bid
1169,AUTARQUIA MUNICIPAL DE SANEAMENTO DE FRAIBURGO - SANEFRAI,06017932,FRAIBURGO,False,no_matched_active_bid
1171,CAMARA MUNICIPAL DE FRAIBURGO,17713502,FRAIBURGO,False,no_matched_active_bid
1168,CTG ESPORA DE PRATA,05341527,FRAIBURGO,False,no_matched_active_bid
1166,FUNDACAO ASSISTENCIAL DE FRAIBURGO - F.A.F.,02883738,FRAIBURGO,False,no_matched_active_bid
1165,FUNDACAO MUNICIPAL DE ESPORTES E LAZER - FME,02454641,FRAIBURGO,False,no_matched_active_bid
1164,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE FRAIBURGO - IPMF,02190264,FRAIBURGO,False,no_matched_active_bid
1163,INSTITUTO DE SAUDE DO MUNICIPIO DE FRAIBURGO - ISMF,02153123,FRAIBURGO,False,no_matched_active_bid
1161,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES",55326434,FRAIBURGO,False,no_matched_active_bid
1885,CAMARA MUNICIPAL DE FREI ROGERIO,07167096,FREI ROGERIO,False,no_matched_active_bid
2062,SECRETARIA MUNICIPAL DE EDUCACAO DE FREI ROGERIO,31032064,FREI ROGERIO,False,no_matched_active_bid
1575,CAMARA MUNICIPAL DE VEREADORES DE GALVAO,80641533,GALVAO,False,no_matched_active_bid
1626,MUNICIPIO DE GALVAO,83009902,GALVAO,False,no_matched_active_bid
55,CAMARA MUNICIPAL DE GAROPABA,80987423,GAROPABA,True,no_matched_active_bid
58,FUNDACAO DE CULTURA TURISMO E ESPORTE DE GAROPABA,10932441,GAROPABA,True,no_matched_active_bid
57,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE GAROPABA,03749731,GAROPABA,True,no_matched_active_bid
53,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE GAROPABA - IMAG,45084018,GAROPABA,True,no_matched_active_bid
54,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE GAROPABA SC,56992840,GAROPABA,True,no_matched_active_bid
504,CONSORCIO DE INOVACAO NA GESTAO PUBLICA,09427503,GARUVA,True,no_matched_active_bid
505,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL DE GARUVA,16887996,GARUVA,True,no_matched_active_bid
503,GARUVA CAMARA DE VEREADORES,83545376,GARUVA,True,no_matched_active_bid
501,GARUVA CAMARA DE VEREADORES,81144610,GARUVA,True,no_matched_active_bid
506,SECRETARIA DA EDUCACAO E CULTURA DO MUNICIPIO DE GARUVA,30524703,GARUVA,True,no_matched_active_bid
147,"FUNDACAO MUNICIPAL DE ESPORTES, TURISMO, CULTURA E LAZER",05322930,GASPAR,True,no_matched_active_bid
146,GASPAR CAMARA DE VEREADORES,83543546,GASPAR,True,no_matched_active_bid
143,PREVID DOS SERVIDORES PUBLICOS MUNICIPAIS DE GASPAR,81154734,GASPAR,True,no_matched_active_bid
148,SECRETARIA MUNICIPAL DE EDUCACAO DE GASPAR,30429835,GASPAR,True,no_matched_active_bid
144,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,82636028,GASPAR,True,no_matched_active_bid
13,FUNDACAO DO MEIO AMBIENTE DE GOVERNADOR CELSO RAMOS - FAMGOV,32579624,GOVERNADOR CELSO RAMOS,True,no_matched_active_bid
11,GOVERNADOR CELSO RAMOS CAMARA MUNICIPAL,82703018,GOVERNADOR CELSO RAMOS,True,no_matched_active_bid
12,MUNICIPIO DE GOVERNADOR CELSO RAMOS,82892373,GOVERNADOR CELSO RAMOS,True,no_matched_active_bid
9,SECRETARIA MUNICIPAL DE EDUCACAO,66233173,GOVERNADOR CELSO RAMOS,True,no_matched_active_bid
10,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,74047341,GOVERNADOR CELSO RAMOS,True,no_matched_active_bid
1721,CAMARA DE VEREADORES DE GRAO PARA,00255104,GRAO PARA,False,no_matched_active_bid
2002,FUNDACAO AMBIENTAL MUNICIPAL DE GRAO PARA,23311650,GRAO PARA,False,no_matched_active_bid
2067,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE GRAO-PARA,31049528,GRAO PARA,False,no_matched_active_bid
1569,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,80489222,GRAO PARA,False,no_matched_active_bid
201,CAMARA MUNICIPAL DE GRAVATAL,02156952,GRAVATAL,True,no_matched_active_bid
203,FUNDACAO MUNICIPAL DE ESPORTES,11637021,GRAVATAL,True,no_matched_active_bid
202,"SEC MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - GRAVATAL - SC",06083217,GRAVATAL,True,no_matched_active_bid
95,CAMARA MUNICIPAL DE VEREADORES DE GUABIRUBA,79832150,GUABIRUBA,True,no_matched_active_bid
98,FUNDACAO CULTURAL DE GUABIRUBA,16501189,GUABIRUBA,True,no_matched_active_bid
97,SECRETARIA MUNICIPAL DA EDUCACAO,06078939,GUABIRUBA,True,no_matched_active_bid
1464,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E JUVENTUDE",62949548,GUARACIABA,False,no_matched_active_bid
