entity_id,razao_social,cnpj_8,municipio,raio_200km,gap_reason
365,CONSELHO MUNICIPAL DE DEFESA CIVIL - COMDEC,15096145,GUARAMIRIM,True,no_matched_active_bid
367,DEPARTAMENTO MUNICIPAL DE TRANSITO,26134763,GUARAMIRIM,True,no_matched_active_bid
361,FUNDACAO CULTURAL DE GUARAMIRIM,79363206,GUARAMIRIM,True,no_matched_active_bid
366,FUNDACAO DO MEIO AMBIENTE DE GUARAMIRIM - FUNDAG,15412218,GUARAMIRIM,True,no_matched_active_bid
364,HOSPITAL MUNICIPAL SANTO ANTONIO,84092709,GUARAMIRIM,True,no_matched_active_bid
368,SECRETARIA MUNICIPAL DE EDUCACAO DE GUARAMIRIM - SC,30880614,GUARAMIRIM,True,no_matched_active_bid
2035,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTE DE GUARUJA DO SUL SC",30694672,GUARUJA DO SUL,False,no_matched_active_bid
1494,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE GUARUJA DO SUL",60139592,GUARUJA DO SUL,False,no_matched_active_bid
1761,CAMARA MUNICIPAL DE GUATAMBU,01646168,GUATAMBU,False,no_matched_active_bid
1507,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E TURISMO",61459810,GUATAMBU,False,no_matched_active_bid
1248,CAMARA MUNICIPAL DE VEREADORES DE HERVAL D' OESTE,04446350,HERVAL D'OESTE,False,no_matched_active_bid
1249,IPREVI-HO - INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE HERVAL D OESTE,07733382,HERVAL D'OESTE,False,no_matched_active_bid
1250,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE HERVAL D'OESTE SC",30747201,HERVAL D'OESTE,False,no_matched_active_bid
1208,CAMARA MUNICIPAL DE VEREADORES DE IBIAM-SC,08824191,IBIAM,False,no_matched_active_bid
1206,SECRETARIA MUNICIPAL DE EDUCACAO,60508586,IBIAM,False,no_matched_active_bid
1927,CAMARA DE VEREADORES DE IBICARE,10584004,IBICARE,False,no_matched_active_bid
2050,SECRETARIA DE EDUCACAO,30871437,IBICARE,False,no_matched_active_bid
283,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE,02093747,IBIRAMA,True,no_matched_active_bid
285,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,19136804,IBIRAMA,True,no_matched_active_bid
284,FUNDACAO EDUCACIONAL HANSA HAMMONIA,03204028,IBIRAMA,True,no_matched_active_bid
286,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE IBIRAMA - SC",30762131,IBIRAMA,True,no_matched_active_bid
1687,CAMARA MUNICIPAL DE ICARA,83852806,ICARA,False,no_matched_active_bid
1965,CONSORCIO INTERMUNICIPAL DE ATENCAO A SANIDADE AGROPECUARIA DA REGIAO CARBONIFERA DE SC,15283089,ICARA,False,no_matched_active_bid
1993,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,20525924,ICARA,False,no_matched_active_bid
1854,FUNDACAO MUNICIPAL DE ESPORTES,05209893,ICARA,False,no_matched_active_bid
2075,FUNDACAO MUNICIPAL DE ESPORTES DE ICARA,34141539,ICARA,False,no_matched_active_bid
1856,FUNDACAO MUNICIPAL DO MEIO AMBIENTE,05272451,ICARA,False,no_matched_active_bid
2020,"SECRETARIA DE EDUCACAO, CIENCIA E TECNOLOGIA DE ICARA",30203521,ICARA,False,no_matched_active_bid
1879,"SECRETARIA MUNICIPAL DE EDUCACAO CULTURA , ESPORTES E TURISMO",06087216,ICARA,False,no_matched_active_bid
1897,"SERVICO AUTONOMO MUNICIPAL DE AGUA, ESGOTO E SERVICOS URBANOS (SAMAE)",07581720,ICARA,False,no_matched_active_bid
135,FUNDACAO MUNICIPAL DE ESPORTES DE ILHOTA,03324132,ILHOTA,True,no_matched_active_bid
133,ILHOTA CAMARA DE VEREADORES,83543520,ILHOTA,True,no_matched_active_bid
136,ILHOTAPREV - INSTITUTO DE PREVIDENCIA MUNICIPAL DE ILHOTA,03845124,ILHOTA,True,no_matched_active_bid
138,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO DO MUNICIPIO DE ILHOTA,27397940,ILHOTA,True,no_matched_active_bid
1981,CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO RURAL DO SUL DE SANTA CATARINA,18587475,IMARUI,False,no_matched_active_bid
1982,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE IMARUI,18649028,IMARUI,False,no_matched_active_bid
1742,IMARUI CAMARA MUNICIPAL,01538680,IMARUI,False,no_matched_active_bid
1586,MUNICIPIO DE IMARUI,82538851,IMARUI,False,no_matched_active_bid
2057,SECRETARIA DE EDUCACAO,30951451,IMARUI,False,no_matched_active_bid
1922,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,10303107,IMARUI,False,no_matched_active_bid
1987,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,19603138,IMARUI,False,no_matched_active_bid
102,FUNDACAO CULTURAL DE IMBITUBA - FUNCI,07432006,IMBITUBA,True,no_matched_active_bid
101,FUNDACAO MUNICIPAL DE ESPORTES - FME,02238456,IMBITUBA,True,no_matched_active_bid
104,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTE DE IMBITUBA SC",32449592,IMBITUBA,True,no_matched_active_bid
103,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO (SAMAE) DE IMBITUBA,31049535,IMBITUBA,True,no_matched_active_bid
152,CAMARA DE VEREADORES DE IMBUIA,10655408,IMBUIA,True,no_matched_active_bid
149,FUNDACAO HOSPITALAR DE IMBUIA,81161366,IMBUIA,True,no_matched_active_bid
150,FUNDACAO MUNICIPAL DE ESPORTES DE IMBUIA,81161390,IMBUIA,True,no_matched_active_bid
151,MUNICIPIO DE IMBUIA,83102632,IMBUIA,True,no_matched_active_bid
153,SECRETARIA MUNICIPAL DE EDUCACAO DE IMBUIA,30927779,IMBUIA,True,no_matched_active_bid
219,FUNDACAO INDAIALENSE DE CULTURA PREFEITO VICTOR PETTERS,79373940,INDAIAL,True,no_matched_active_bid
222,FUNDACAO MUNICIPAL DE ESPORTES VEREADOR MARO MARCOS HADLICH,07789410,INDAIAL,True,no_matched_active_bid
221,INDAIAL CAMARA DE VEREADORES,83497560,INDAIAL,True,no_matched_active_bid
223,INSTITUTO DE APOSENTADORIA E PENSOES DOS SERVIDORES PUBLICOS MUNICIPAIS DE INDAIAL - INDAPREV,07855180,INDAIAL,True,no_matched_active_bid
224,SECRETARIA MUNICIPAL DE EDUCACAO DE INDAIAL SC,30986113,INDAIAL,True,no_matched_active_bid
1803,ASSOCIACAO DOS ACADEMICOS DE IOMERE,03125315,IOMERE,False,no_matched_active_bid
2009,CAMARA MUNICIPAL DE VEREADORES DE IOMERE,25062032,IOMERE,False,no_matched_active_bid
1487,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E TURISMO DE IOMERE",56989920,IOMERE,False,no_matched_active_bid
1280,CAMARA MUNICIPAL DE VEREADORES DE IPIRA,23907532,IPIRA,False,no_matched_active_bid
1571,CAMARA MUNICIPAL DE VEREADORES DE IPORA DO OESTE,80628753,IPORA DO OESTE,False,no_matched_active_bid
1734,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE,01319352,IPORA DO OESTE,False,no_matched_active_bid
1736,FUNDO ROTATIVO DA HABITACAO E DO BEM ESTAR SOCIAL,01319354,IPORA DO OESTE,False,no_matched_active_bid
1551,MUNICIPIO DE IPORA DO OESTE,78485554,IPORA DO OESTE,False,no_matched_active_bid
2049,"SECRETARIA MUNICIPAL DE EDUCACAO, DESPORTO, CULTURA E TURISMO",30869552,IPORA DO OESTE,False,no_matched_active_bid
1824,CAMARA MUNICIPAL DE IPUACU,04150804,IPUACU,False,no_matched_active_bid
1780,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE IPUACU,02246419,IPUACU,False,no_matched_active_bid
1711,MUNICIPIO DE IPUACU,95993028,IPUACU,False,no_matched_active_bid
1489,SECRETARIA MUNICIPAL DE EDUCACAO DE IPUACU,59870764,IPUACU,False,no_matched_active_bid
1299,CAMARA DE VEREADORES DE IPUMIRIM,07841820,IPUMIRIM,False,no_matched_active_bid
1297,FUNDACAO CULTURAL FELIX BONISSONI,78507761,IPUMIRIM,False,no_matched_active_bid
1300,SECRETARIA MUNICIPAL DE EDUCACAO DE IPUMIRIM,31300040,IPUMIRIM,False,no_matched_active_bid
1439,CAMARA DE VEREADORES DE IRACEMINHA,74033812,IRACEMINHA,False,no_matched_active_bid
1440,MUNICIPIO DE IRACEMINHA,80623606,IRACEMINHA,False,no_matched_active_bid
1441,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES DE IRACEMINHA",06075701,IRACEMINHA,False,no_matched_active_bid
1438,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E TURISMO DE IRACEMINHA/SC",66293813,IRACEMINHA,False,no_matched_active_bid
1291,CAMARA MUNICIPAL DE VEREADORES,73996423,IRANI,False,no_matched_active_bid
1293,SECRETARIA DE EDUCACAO,30207891,IRANI,False,no_matched_active_bid
1384,CAMARA DE VEREADORES DE IRATI,20216183,IRATI,False,no_matched_active_bid
1382,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES",54758124,IRATI,False,no_matched_active_bid
1659,HOSPITAL MUNICIPAL BOM JESUS,83145375,IRINEOPOLIS,False,no_matched_active_bid
1669,IRINEOPOLIS CAMARA DE VEREADORES,83529958,IRINEOPOLIS,False,no_matched_active_bid
1532,SECRETARIA MUNICIPAL DE EDUCACAO  SME,66270656,IRINEOPOLIS,False,no_matched_active_bid
1924,CAMARA MUNICIPAL DE VEREADORES DE ITA,10561999,ITA,False,no_matched_active_bid
1840,FUNDACAO CULTURAL DE ITA,04602468,ITA,False,no_matched_active_bid
1715,FUNDO DE APOSENTADORIA PENSOES PREV ASSIST MUNICIPAL,95995353,ITA,False,no_matched_active_bid
1714,FUNDO MUNICIPAL DE HABITACAO,95995346,ITA,False,no_matched_active_bid
1484,INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE ITA - IASSMI,47223323,ITA,False,no_matched_active_bid
1500,"SECRETARIA MUNICIPAL DE EDUCACAO, ESPORTE E LAZER DE ITA",60367862,ITA,False,no_matched_active_bid
1797,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,02893580,ITAIOPOLIS,False,no_matched_active_bid
1994,COORDENADORIA MUNICIPAL DE DEFESA CIVIL,20611496,ITAIOPOLIS,False,no_matched_active_bid
1688,FUNDACAO HOSPITALAR MUNICIPAL SANTO ANTONIO,84264217,ITAIOPOLIS,False,no_matched_active_bid
1861,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE ITAIOPOLIS - IPMI,05478139,ITAIOPOLIS,False,no_matched_active_bid
1663,ITAIOPOLIS CAMARA DE VEREADORES,83493700,ITAIOPOLIS,False,no_matched_active_bid
1657,ITAIOPOLIS SECRETARIA DE ADMINISTRACAO,83108431,ITAIOPOLIS,False,no_matched_active_bid
1658,ITAIOPOLIS SECRETARIA DE FINANCAS,83108449,ITAIOPOLIS,False,no_matched_active_bid
1518,SECRETARIA MUNICIPAL DE EDUCACAO E ESPORTE DE ITAIOPOLIS,62616361,ITAIOPOLIS,False,no_matched_active_bid
1956,COORDENADORIA DE DEFESA CIVIL,14329899,ITAJAI,False,no_matched_active_bid
1895,FUNDACAO DE EDUCACAO PROFISSIONAL E ADMINISTRACAO PUBLICA DE ITAJAI,07492682,ITAJAI,False,no_matched_active_bid
1684,FUNDACAO GENESIO MIRANDA LINS,83820894,ITAJAI,False,no_matched_active_bid
1835,FUNDACAO ITAJAIENSE DE TURISMO,04514985,ITAJAI,False,no_matched_active_bid
1545,FUNDACAO MUNICIPAL DE ESPORTE E LAZER - FMEL,76702190,ITAJAI,False,no_matched_active_bid
1848,INSTITUTO DE PREVIDENCIA DE ITAJAI,04984818,ITAJAI,False,no_matched_active_bid
1665,ITAJAI CAMARA DE VEREADORES,83500603,ITAJAI,False,no_matched_active_bid
1868,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAJAI,06074431,ITAJAI,False,no_matched_active_bid
2019,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAJAI,30069820,ITAJAI,False,no_matched_active_bid
1730,SUPERINTENDENCIA DO PORTO DE ITAJAI,00662091,ITAJAI,False,no_matched_active_bid
77,"AGENCIA MUNICIPAL DE REGULACAO, CONTROLE E FISCALIZACAO DO MUNICIPIO DE ITAPEMA",16670395,ITAPEMA,True,no_matched_active_bid
73,FUNDACAO AMBIENTAL AREA COSTEIRA DE ITAPEMA,05234481,ITAPEMA,True,no_matched_active_bid
75,FUNDACAO MUNICIPAL DE CULTURA DE ITAPEMA,08683416,ITAPEMA,True,no_matched_active_bid
76,FUNDACAO MUNICIPAL DE ESPORTES,08692523,ITAPEMA,True,no_matched_active_bid
70,GUARDA MUNICIPAL DE ITAPEMA,51364585,ITAPEMA,True,no_matched_active_bid
74,ITATRAN - FUNDACAO MUNICIPAL DE TRANSITO,08117155,ITAPEMA,True,no_matched_active_bid
78,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAPEMA,30470961,ITAPEMA,True,no_matched_active_bid
1474,CAMARA MUNICIPAL DE VEREADORES DE ITAPIRANGA,78484995,ITAPIRANGA,False,no_matched_active_bid
1473,"SECRETARIA MUNICIPAL DA EDUCACAO, CULTURA E DESPORTO",67249731,ITAPIRANGA,False,no_matched_active_bid
1792,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE ITAPOA - IPESI,02482294,ITAPOA,False,no_matched_active_bid
1769,ITAPOA FUNDACAO MUNICIPAL DE SAUDE,01838285,ITAPOA,False,no_matched_active_bid
235,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DOS MUNICIPIOS DA AMAVI - CIM-AMAVI,14695989,ITUPORANGA,True,no_matched_active_bid
234,"FEXPONACE FUNDACAO PROMOTORA DE EXPOSICOES, FEIRAS E EVENTOS TURISTICOS, CULTURAIS E ESPORTIVOS DE ITUPORANGA",08402983,ITUPORANGA,True,no_matched_active_bid
232,FUNDACAO MUNICIPAL DE ESPORTES DO MUN DE ITUPORANGA,79372793,ITUPORANGA,True,no_matched_active_bid
236,SECRETARIA MUNICIPAL DE EDUCACAO DE ITUPORANGA /SC,30927878,ITUPORANGA,True,no_matched_active_bid
1901,CAMARA MUNICIPAL DE VEREADORES DE JABORA,07733746,JABORA,False,no_matched_active_bid
2016,SECRETARIA DE EDUCACAO E DESPORTO DE JABORA,30061144,JABORA,False,no_matched_active_bid
1875,SECRETARIA MUNICIPAL DE EDUCACAO DE JABORA,06082277,JABORA,False,no_matched_active_bid
552,FUNDO DE APOSENTADORIA E PENSOES SERV JACINTO MACHADO,97424717,JACINTO MACHADO,True,no_matched_active_bid
551,JACINTO MACHADO-CAMARA DE VEREADORES,83871574,JACINTO MACHADO,True,no_matched_active_bid
553,SECRETARIA MUNICIPAL DE EDUCACAO DE JACINTO MACHADO-SC.,30606755,JACINTO MACHADO,True,no_matched_active_bid
550,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,83871277,JACINTO MACHADO,True,no_matched_active_bid
327,CAMARA MUNICIPAL DE JAGUARUNA,78829835,JAGUARUNA,True,no_matched_active_bid
330,"CONSORCIO INTERMUNICIPAL DE APOIO CRIANCA E ADOLESCENTE DE JAGUARUNA, SANGAO E TREZE DE MAIO",04685261,JAGUARUNA,True,no_matched_active_bid
331,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE JAGUARUNA IMAJ,16881151,JAGUARUNA,True,no_matched_active_bid
329,MUNICIPIO DE JAGUARUNA,82928698,JAGUARUNA,True,no_matched_active_bid
332,SECRETARIA DA EDUCACAO DE JAGUARUNA/SC,31203298,JAGUARUNA,True,no_matched_active_bid
328,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,82702879,JAGUARUNA,True,no_matched_active_bid
1804,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO ITAPOCU - CISVI,03178236,JARAGUA DO SUL,False,no_matched_active_bid
1680,FUNDACAO CULTURAL DE JARAGUA DO SUL,83785014,JARAGUA DO SUL,False,no_matched_active_bid
1723,FUNDACAO DO DESENVOLVIMENTO DO ENSINO DE JARAGUA DO SUL,00415074,JARAGUA DO SUL,False,no_matched_active_bid
1966,FUNDACAO INSTITUTO JOURDAN DE PESQUISA E PLANEJAMENTO PARA O DESENVOLVIMENTO URBANO E ECONOMICO SUSTENTAVEL DE JARAGUA DO SUL,15343672,JARAGUA DO SUL,False,no_matched_active_bid
1899,FUNDACAO JARAGUAENSE DE MEIO AMBIENTE - FUJAMA,07622131,JARAGUA DO SUL,False,no_matched_active_bid
1535,FUNDACAO MUNICIPAL DE ESPORTES E TURISMO - FME,72464951,JARAGUA DO SUL,False,no_matched_active_bid
1759,FUNDO ROTATIVO HABITACIONAL,01636139,JARAGUA DO SUL,False,no_matched_active_bid
1718,INSTITUTO DE SEGURIDADE DOS SERVIDORES MUNICIPAIS,00091238,JARAGUA DO SUL,False,no_matched_active_bid
1671,JARAGUA DO SUL CAMARA DE VEREADORES,83539643,JARAGUA DO SUL,False,no_matched_active_bid
1496,SECRETARIA MUNICIPAL DE EDUCACAO DE JARAGUA DO SUL-FUNDEB,60228782,JARAGUA DO SUL,False,no_matched_active_bid
1998,CAMARA MUNICIPAL DE JARDINOPOLIS,21369370,JARDINOPOLIS,False,no_matched_active_bid
1510,SECRETARIA MUNICIPAL DA EDUCACAO,61584394,JARDINOPOLIS,False,no_matched_active_bid
1553,CAMARA MUNICIPAL DE VEREADORES DE JOACABA,78491230,JOACABA,False,no_matched_active_bid
1765,FUNDACAO MUNICIPAL DE CULTURA DE JOACABA,01710248,JOACABA,False,no_matched_active_bid
1534,FUNDACAO MUNICIPAL DE CULTURA E ESPORTE,72172224,JOACABA,False,no_matched_active_bid
1764,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE JOACABA,01707721,JOACABA,False,no_matched_active_bid
1729,FUNDO DE ASSISTENCIA SOCIAL E SAUDE - FAS,00647599,JOACABA,False,no_matched_active_bid
1859,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE JOACABA - IMPRES,05298824,JOACABA,False,no_matched_active_bid
2027,SECRETARIA MUNICIPAL DE EDUCACAO DE JOACABA,30533492,JOACABA,False,no_matched_active_bid
448,AGENCIA MUNICIPAL DE REGULACAO DOS SERVICOS DE AGUA E ESGOTOS DE JOINVILLE,05247348,JOINVILLE,True,no_matched_active_bid
451,CONSORCIO AZIMUTE/GREIDE,37112173,JOINVILLE,True,no_matched_active_bid
423,DEPARTAMENTO DE TRANSITO DE JOINVILLE - DETRANS,83108035,JOINVILLE,True,no_matched_active_bid
436,ESCOLA MUNICIPAL DOM JAIME DE BARROS CAMARA,00363220,JOINVILLE,True,no_matched_active_bid
438,ESCOLA MUNICIPAL DR ABDON BAPTISTA,00363222,JOINVILLE,True,no_matched_active_bid
441,ESCOLA MUNICIPAL DR JOSE ANTONIO NAVARRO LINS,00363225,JOINVILLE,True,no_matched_active_bid
431,ESCOLA MUNICIPAL JOAO COSTA,00362972,JOINVILLE,True,no_matched_active_bid
443,ESCOLA MUNICIPAL JOAO DE OLIVEIRA,00363228,JOINVILLE,True,no_matched_active_bid
444,ESCOLA MUNICIPAL PADRE VALENTE SIMIONI,00378979,JOINVILLE,True,no_matched_active_bid
440,ESCOLA MUNICIPAL PROF ADA SANT ANNA DA SILVEIRA,00363224,JOINVILLE,True,no_matched_active_bid
437,ESCOLA MUNICIPAL PROFESSORA ANA MARIA HARGER,00363221,JOINVILLE,True,no_matched_active_bid
439,ESCOLA MUNICIPAL PROFESSORA LAURA ANDRADE,00363223,JOINVILLE,True,no_matched_active_bid
434,ESCOLA MUNICIPAL PROFESSORA MARIA REGINA LEAL,00362978,JOINVILLE,True,no_matched_active_bid
442,ESCOLA MUNICIPAL PROFESSOR ORESTES GUIMARAES,00363227,JOINVILLE,True,no_matched_active_bid
432,ESCOLA MUNICIPAL PROFESSOR OSWALDO CABRAL,00362974,JOINVILLE,True,no_matched_active_bid
435,ESCOLA MUNICIPAL SENADOR CARLOS GOMES DE OLIVEIRA,00363219,JOINVILLE,True,no_matched_active_bid
433,ESCOLA MUNICIPAL VALENTIM JOAO DA ROCHA,00362976,JOINVILLE,True,no_matched_active_bid
426,FUNDACAO CULTURAL DE JOINVILLE,83796227,JOINVILLE,True,no_matched_active_bid
421,"FUNDACAO DE ESPORTES, LAZER E EVENTOS DE JOINVILLE",81141046,JOINVILLE,True,no_matched_active_bid
449,FUNDACAO DE PROMOCAO E PLANEJAMENTO TURISTICO DE JOINVILLE - PROMOTUR,05478007,JOINVILLE,True,no_matched_active_bid
422,FUNDACAO INSTITUTO DE PESQUISA E PLANEJAMENTO PARA O DESENVOLVIMENTO SUSTENTAVEL DE JOINVILLE - IPPUJ,81143927,JOINVILLE,True,no_matched_active_bid
427,FUNDACAO MUNICIPAL ALBANO SCHMIDT,84699610,JOINVILLE,True,no_matched_active_bid
430,FUNDACAO MUNICIPAL DE DESENVOLVIMENTO RURAL 25 DE JULHO,84713890,JOINVILLE,True,no_matched_active_bid
429,FUNDACAO MUNICIPAL DE PROMOCAO DA INDUSTRIA,84706662,JOINVILLE,True,no_matched_active_bid
447,FUNDACAO MUNICIPAL DE VIGILANCIA,03855725,JOINVILLE,True,no_matched_active_bid
420,FUNDACAO MUNICIPAL DO MEIO AMBIENTE,81140980,JOINVILLE,True,no_matched_active_bid
450,GUARDA MUNICIPAL DE JOINVILLE,22308543,JOINVILLE,True,no_matched_active_bid
428,HOSPITAL MUNICIPAL SAO JOSE,84703248,JOINVILLE,True,no_matched_active_bid
419,JOINVILLE SECRETARIA DA SAUDE,79361028,JOINVILLE,True,no_matched_active_bid
418,SECRETARIA DE EDUCACAO,55758397,JOINVILLE,True,no_matched_active_bid
1757,JOSE BOITEUX CAMARA MUNICIPAL,01633360,JOSE BOITEUX,False,no_matched_active_bid
1566,MUNICIPIO DE JOSE BOITEUX,79372553,JOSE BOITEUX,False,no_matched_active_bid
2029,SECRETARIA DE EDUCACAO DE JOSE BOITEUX,30619248,JOSE BOITEUX,False,no_matched_active_bid
1939,CAMARA MUNICIPAL DE VEREADORES DE JUPIA SC,11447594,JUPIA,False,no_matched_active_bid
2046,"DEPARTAMENTO DE EDUCACAO, CULTURA E ESPORTES",30798913,JUPIA,False,no_matched_active_bid
1570,CAMARA MUNICIPAL DE LACERDOPOLIS,80621659,LACERDOPOLIS,False,no_matched_active_bid
1513,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES DE LACERDOPOLIS",61710659,LACERDOPOLIS,False,no_matched_active_bid
519,CONSORCIO INTERMUNICIPAL SERRA CATARINENSE,11173405,LAGES,True,no_matched_active_bid
517,FUNDACAO CULTURAL DE LAGES,06193861,LAGES,True,no_matched_active_bid
512,FUNDACAO MUNICIPAL DE ESPORTES,78497559,LAGES,True,no_matched_active_bid
513,LAGESPREVI - INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE LAGES,78499936,LAGES,True,no_matched_active_bid
520,SECRETARIA MUNICIPAL DA EDUCACAO,30095214,LAGES,True,no_matched_active_bid
209,ABRIGO INSTITUCIONAL ANA ANTONINA ANTONIO,48865663,LAGUNA,True,no_matched_active_bid
212,CAMARA MUNICIPAL DA LAGUNA,95788840,LAGUNA,True,no_matched_active_bid
215,FUNDACAO CULTURAL DOMINGOS DE BRITO PEIXOTO,04481379,LAGUNA,True,no_matched_active_bid
213,FUNDACAO DA FAMILIA E ASSUNTOS COMUNITARIOS IRMA VERA,95789277,LAGUNA,True,no_matched_active_bid
214,FUNDACAO LAGUNENSE DE CULTURA,00483887,LAGUNA,True,no_matched_active_bid
217,FUNDACAO LAGUNENSE DO MEIO AMBIENTE,08381102,LAGUNA,True,no_matched_active_bid
211,FUNDACAO MEDICO HOSPITALAR DO MUNICIPIO DE LAGUNA,83711580,LAGUNA,True,no_matched_active_bid
218,GUARDA MUNICIPAL DE LAGUNA,16690964,LAGUNA,True,no_matched_active_bid
216,SECRETARIA MUNICIPAL DE EDUCACAO DE LAGUNA,06080412,LAGUNA,True,no_matched_active_bid
1341,CAMARA MUNICIPAL DE VEREADORES DE LAJEADO GRANDE,06122891,LAJEADO GRANDE,False,no_matched_active_bid
1339,SECRETARIA MUNICIPAL DA EDUCACAO,61808139,LAJEADO GRANDE,False,no_matched_active_bid
340,LAURENTINO CAMARA DE VEREADORES,79369955,LAURENTINO,True,no_matched_active_bid
341,MUNICIPIO DE LAURENTINO,83102657,LAURENTINO,True,no_matched_active_bid
339,"SECRETARIA DE EDUCACAO, ESPORTES E CULTURA",60231435,LAURENTINO,True,no_matched_active_bid
319,CAMARA MUNICIPAL DE LAURO MULLER,00599755,LAURO MULLER,True,no_matched_active_bid
321,FUNDACAO AMBIENTAL MUNICIPAL DE LAURO MULLER,09507614,LAURO MULLER,True,no_matched_active_bid
323,FUNDACAO DE SAUDE DE LAURO MULLER,27611852,LAURO MULLER,True,no_matched_active_bid
317,HOSPITAL MUNICIPAL HENRIQUE LAGE,82558487,LAURO MULLER,True,no_matched_active_bid
320,SECRETARIA MUNICIPAL DA EDUCACAO E DOS ESPORTES,06101572,LAURO MULLER,True,no_matched_active_bid
1863,CAMARA MUNICIPAL DE VEREADORES DE LEBON REGIS,05753341,LEBON REGIS,False,no_matched_active_bid
1997,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL COMPDEC,20975923,LEBON REGIS,False,no_matched_active_bid
1676,HOSPITAL MUNICIPAL SANTO ANTONIO,83684324,LEBON REGIS,False,no_matched_active_bid
1639,MUNICIPIO DE LEBON REGIS,83074310,LEBON REGIS,False,no_matched_active_bid
108,CAMARA MUNICIPAL DE LEOBERTO LEAL,10779622,LEOBERTO LEAL,True,no_matched_active_bid
107,INST. DE PREV. SOCIAL DOS SERV. PUBLICOS DO MUNICIPIO DE LEOBERTO LEAL - IPRELL,03916700,LEOBERTO LEAL,True,no_matched_active_bid
106,MUNICIPIO DE LEOBERTO LEAL,82924390,LEOBERTO LEAL,True,no_matched_active_bid
105,"SECRETARIA MUNICIPAL DA EDUCACAO, CULTURA E DESPORTO DE LEOBERTO LEAL SC",63866918,LEOBERTO LEAL,True,no_matched_active_bid
2007,CAMARA MUNICIPAL DE VEREADORES LINDOIA DO SUL,24151207,LINDOIA DO SUL,False,no_matched_active_bid
1934,CONSORCIO INTERMUNICIPAL DE SERVICO SOCIO ASSISTENCIAL DE ALTA COMPLEXIDADE,11177407,LINDOIA DO SUL,False,no_matched_active_bid
1791,FUNDACAO HOSPITALAR LINDOIA DO SUL,02445148,LINDOIA DO SUL,False,no_matched_active_bid
1563,MUNICIPIO DE LINDOIA DO SUL,78510112,LINDOIA DO SUL,False,no_matched_active_bid
2043,"SECRETARIA MUNICIPAL DE EDUCACAO,CULTURA E ESPORTES",30786649,LINDOIA DO SUL,False,no_matched_active_bid
246,CONSELHO MUNICIPAL DE DESNVOLVIMENTO RURAL,72086770,LONTRAS,True,no_matched_active_bid
250,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL - LONTRAS - SC,18692072,LONTRAS,True,no_matched_active_bid
249,FUNDACAO ARCO IRIS,03436261,LONTRAS,True,no_matched_active_bid
247,LONTRAS CAMARA DE VEREADORES,79354841,LONTRAS,True,no_matched_active_bid
