entity_id,razao_social,cnpj_8,municipio,gap_reason
80,FUNDACAO ECOLOGICA E ZOOBOTANICA DE BRUSQUE,81285751,BRUSQUE,no_contract_for_org_cnpj_prefix
83,FUNDACAO EDUCACIONAL DE BRUSQUE - FEBE,83128769,BRUSQUE,no_contract_for_org_cnpj_prefix
91,FUNDACAO MUNICIPAL DE ESPORTES DE BRUSQUE,11241660,BRUSQUE,no_contract_for_org_cnpj_prefix
79,FUNDACAO MUNICIPAL DE TURISMO - FUMTUR,58854069,BRUSQUE,no_contract_for_org_cnpj_prefix
90,INSTITUTO BRUSQUENSE DE PLANEJAMENTO - IBPLAN,11188383,BRUSQUE,no_contract_for_org_cnpj_prefix
92,INSTITUTO BRUSQUENSE DE PREVIDENCIA - IBPREV,14634385,BRUSQUE,no_contract_for_org_cnpj_prefix
87,PREVIBRUSQUE,05084987,BRUSQUE,no_contract_for_org_cnpj_prefix
93,SECRETARIA DE EDUCACAO,30773430,BRUSQUE,no_contract_for_org_cnpj_prefix
1944,CONSORCIO DE TURISMO NOS TRILHOS DO CONTESTADO - CONTRILHOS,12127493,CACADOR,no_contract_for_org_cnpj_prefix
2025,COORDENADORIA MUNICIPAL DE DEFESA DO CONSUMIDOR - PROCON,30508509,CACADOR,no_contract_for_org_cnpj_prefix
1894,FUNDACAO CULTURAL DE CACADOR,07480083,CACADOR,no_contract_for_org_cnpj_prefix
1852,FUNDACAO MUNICIPAL DE ESPORTES DE CACADOR - FMEC,05137218,CACADOR,no_contract_for_org_cnpj_prefix
1766,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE CACADOR,01717087,CACADOR,no_contract_for_org_cnpj_prefix
1826,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS MUNICIPAIS DE CACADOR - IPASC,04272905,CACADOR,no_contract_for_org_cnpj_prefix
1940,IPPUC - INSTITUTO DE PESQUISA E PLANEJAMENTO URBANO DE CAADOR,11514935,CACADOR,no_contract_for_org_cnpj_prefix
1799,MITRA DIOCESANA DE CACADOR,03046180,CACADOR,no_contract_for_org_cnpj_prefix
1515,SECRETARIA MUNICIPAL DE EDUCACAO DE CACADOR,61778979,CACADOR,no_contract_for_org_cnpj_prefix
1432,CAIXA DE ASSISTENCIA E PREVIDENCIA DOS SERVIDORES MUNIC,01645721,CAIBI,no_contract_for_org_cnpj_prefix
1433,CAMARA MUNICIPAL DE VEREADORES DE CAIBI/SC,04182896,CAIBI,no_contract_for_org_cnpj_prefix
1430,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTE",60076752,CAIBI,no_contract_for_org_cnpj_prefix
1219,CAMARA MUNICIPAL DE CALMON,95949814,CALMON,no_contract_for_org_cnpj_prefix
1220,SECRETARIA MUNICIPAL DE EDUCACAO,31120498,CALMON,no_contract_for_org_cnpj_prefix
1978,FUNDACAO CULTURAL DE CAMBORIU,17470036,CAMBORIU,no_contract_for_org_cnpj_prefix
1979,FUNDACAO DO MEIO AMBIENTE DE CAMBORIU,17470060,CAMBORIU,no_contract_for_org_cnpj_prefix
1921,FUNDACAO MUNICIPAL DE ESPORTES DE CAMBORIU,10257397,CAMBORIU,no_contract_for_org_cnpj_prefix
1845,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CAMBORIU,04924921,CAMBORIU,no_contract_for_org_cnpj_prefix
1505,SECRETARIA MUNICIPAL DE EDUCACAO DE CAMBORIU,61389998,CAMBORIU,no_contract_for_org_cnpj_prefix
485,CAMPO ALEGRE CAMARA DE VEREADORES,83536862,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
487,FUNDACAO MUNICIPAL DE DESPORTOS E CULTURA DE CAMPO ALEGRE,02413620,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
490,FUNDO MUNICIPAL DE CULTURA DE CAMPO ALEGRE/SC,13513793,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
491,FUNDO MUNICIPAL DE DEFESA CIVIL - FUNMDEC,16933538,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
488,FUNDO MUNICIPAL DE TURISMO,02971830,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
489,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CAMPO ALEGRE,04616444,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
483,SECRETARIA MUNICIPAL DE EDUCACAO,55509615,CAMPO ALEGRE,no_contract_for_org_cnpj_prefix
1122,CAMARA MUNICIPAL DE CAMPO BELO DO SUL,78490968,CAMPO BELO DO SUL,no_contract_for_org_cnpj_prefix
1124,"SECRETARIA DA EDUCACAO, CULTURA E DESPORTO",30921137,CAMPO BELO DO SUL,no_contract_for_org_cnpj_prefix
1908,CAMARA MUNICIPAL DE VEREADORES CAMPO ERE SANTA CATARINA,07903173,CAMPO ERE,no_contract_for_org_cnpj_prefix
1512,CONSELHO MUNICIPAL DE DEFESA DO MEIO AMBIENTE - COMDEMA,61710339,CAMPO ERE,no_contract_for_org_cnpj_prefix
1508,CONSELHO MUNICIPAL DE SANEAMENTO BASICO,61528613,CAMPO ERE,no_contract_for_org_cnpj_prefix
2001,CONSORCIO DA REGIAO DO RIO SARGENTO DE INTEGRACAO MUNICIPAL - CRESIM,23279570,CAMPO ERE,no_contract_for_org_cnpj_prefix
1511,COORDENADORIA MUNICIPAL PROTECAO E DEFESA CIVIL - COMPDEC,61691057,CAMPO ERE,no_contract_for_org_cnpj_prefix
1867,"PREFEITURA MUNICIPAL DE CAMPO ERE - SEC.MUN.DE EDUCACAO,CULTURA E ESPORTES",06072696,CAMPO ERE,no_contract_for_org_cnpj_prefix
2061,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA,31025007,CAMPO ERE,no_contract_for_org_cnpj_prefix
1192,CAMARA DE VEREADORES DE CAMPOS NOVOS,02615993,CAMPOS NOVOS,no_contract_for_org_cnpj_prefix
1187,CONSORCIO INTERMUNICIPAL DE SANEAMENTO BASICO MEIO AMBIENTE ATENCAO A SANIDADE DOS PRODUTOS DE ORIGEM AGROPECUARIA SEGURANCA ALIMENTAR CIMPLASC,45562684,CAMPOS NOVOS,no_contract_for_org_cnpj_prefix
1193,FUNDACAO MUNICIPAL DE MEIO AMBIENTE,13366366,CAMPOS NOVOS,no_contract_for_org_cnpj_prefix
22,CANELINHA PREFEITURA,82562935,CANELINHA,no_contract_for_org_cnpj_prefix
24,"SERVICO MUNICIPAL DE AGUA, INFRA ESTRUTURA E SANEAMENTO DE CANELINHA - SEMAIS",10863375,CANELINHA,no_contract_for_org_cnpj_prefix
1155,CANOINHAS CAMARA DE VEREADORES,83528620,CANOINHAS,no_contract_for_org_cnpj_prefix
1156,FUNDACAO CULTURAL HELMY WENDT MAYER,02216925,CANOINHAS,no_contract_for_org_cnpj_prefix
1157,FUNDACAO MUNICIPAL DE ESPORTES E LAZER,03914543,CANOINHAS,no_contract_for_org_cnpj_prefix
1158,INSTITUTO CANOINHAS 90 ANOS,04462074,CANOINHAS,no_contract_for_org_cnpj_prefix
1160,SECRETARIA MUNICIPAL DE EDUCACAO DE CANOINHAS - FUNDEB,30436110,CANOINHAS,no_contract_for_org_cnpj_prefix
1756,CAMARA MUNICIPAL DE CAPAO ALTO / SC,01622159,CAPAO ALTO,no_contract_for_org_cnpj_prefix
1755,CAMARA MUNICIPAL DE CAPAO ALTO / SC,01622149,CAPAO ALTO,no_contract_for_org_cnpj_prefix
1902,FUNDACAO MUNICIPAL DO TRADICIONALISMO,07751685,CAPAO ALTO,no_contract_for_org_cnpj_prefix
1872,"SECRETARIA MUNICIPAL DE EDUCACAO , CULTURA E ESPORTE",06078160,CAPAO ALTO,no_contract_for_org_cnpj_prefix
1252,CAMARA MUNICIPAL DE VEREADORES,78476447,CAPINZAL,no_contract_for_org_cnpj_prefix
1257,CONSELHO MUNIC.DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,01439705,CAPINZAL,no_contract_for_org_cnpj_prefix
1258,CONSELHO MUNIC.DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,01452974,CAPINZAL,no_contract_for_org_cnpj_prefix
1260,CONSORCIO INTERMUNICIPAL DE SANEAMENTO AMBIENTAL,08484353,CAPINZAL,no_contract_for_org_cnpj_prefix
1256,FUNDACAO AMIGOS DE CAPINZAL,01415758,CAPINZAL,no_contract_for_org_cnpj_prefix
1253,FUNDACAO MUNICIPAL DE ESPORTES DE CAPINZAL,78508785,CAPINZAL,no_contract_for_org_cnpj_prefix
1251,GUARDA DE VIGILANCIA MUNICIPAL,75443689,CAPINZAL,no_contract_for_org_cnpj_prefix
1262,SECRETARIA DA EDUCACAO CULTURA E ESPORTES,30671083,CAPINZAL,no_contract_for_org_cnpj_prefix
1259,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES",06085847,CAPINZAL,no_contract_for_org_cnpj_prefix
1254,SERVICO INTERMUNICIPAL DE AGUA E ESGOTO,82782079,CAPINZAL,no_contract_for_org_cnpj_prefix
227,FUNDACAO DO RESGATE HISTORICO SOCIAL E CULTURAL DE CAPIVARI DE BAIXO,07389114,CAPIVARI DE BAIXO,no_contract_for_org_cnpj_prefix
1271,CAMARA MUNICIPAL DE VEREADORES,73240236,CATANDUVAS,no_contract_for_org_cnpj_prefix
1273,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E DESPORTO",30555511,CATANDUVAS,no_contract_for_org_cnpj_prefix
1372,CAMARA MUNICIPAL DE VEREADORES DE CAXAMBU DO SUL,03527861,CAXAMBU DO SUL,no_contract_for_org_cnpj_prefix
1371,FUNDO MUNICIPAL DE ASSISTENCIA E PREVIDENCIA DE CAXAMBU DO SUL SC,02339690,CAXAMBU DO SUL,no_contract_for_org_cnpj_prefix
1369,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES",61404442,CAXAMBU DO SUL,no_contract_for_org_cnpj_prefix
1215,CAMARA DE VEREADORES DE CELSO RAMOS,78498383,CELSO RAMOS,no_contract_for_org_cnpj_prefix
1216,CLUBE DE MAES NOVA ESPERANCA,03158022,CELSO RAMOS,no_contract_for_org_cnpj_prefix
1217,GRUPO DE JOVENS GERACAO 2000,03158032,CELSO RAMOS,no_contract_for_org_cnpj_prefix
1143,CAMARA MUNICIPAL DE VEREADORES DE CERRO NEGRO,01024142,CERRO NEGRO,no_contract_for_org_cnpj_prefix
1144,"SECRETARIA DE EDUCACAO, CULTURA E TURISMO DO MUNICIPIO DE CERRO NEGRO",31158539,CERRO NEGRO,no_contract_for_org_cnpj_prefix
2038,SECRETARIA DA EDUCACAO DE CHAPADAO DO LAGEADO SC,30745893,CHAPADAO DO LAGEADO,no_contract_for_org_cnpj_prefix
1686,CHAPECO CAMARA DE VEREADORES,83831719,CHAPECO,no_contract_for_org_cnpj_prefix
1811,CONS. INTERM. DE DESENV. ECON. SOCIAL E MEIO AMB.,03455536,CHAPECO,no_contract_for_org_cnpj_prefix
1737,CONSORCIO INTERFEDERATIVO DE SAUDE DO OESTE DE SANTA CATARINA,01336261,CHAPECO,no_contract_for_org_cnpj_prefix
1865,CONSORCIO INTERMUNICIPAL DE GERENCIAMENTO AMBIENTAL,05871732,CHAPECO,no_contract_for_org_cnpj_prefix
1768,FORUM MUNICIPAL EM DEFESA DA ESCOLA PUBLICA,01773627,CHAPECO,no_contract_for_org_cnpj_prefix
1862,FUNDACAO CULTURAL DE CHAPECO - FCC,05478190,CHAPECO,no_contract_for_org_cnpj_prefix
1905,FUNDACAO DE ACAO SOCIAL DE CHAPECO,07866906,CHAPECO,no_contract_for_org_cnpj_prefix
1819,FUNDACAO DE EVENTOS CHAPECO - FEC,03731045,CHAPECO,no_contract_for_org_cnpj_prefix
1912,FUNDACAO MUNICIPAL DE DESPORTO,08668551,CHAPECO,no_contract_for_org_cnpj_prefix
1913,FUNDACAO MUNICIPAL DO MEIO AMBIENTE - FUNDEMA,08771547,CHAPECO,no_contract_for_org_cnpj_prefix
1740,FUNDO MUNICIPAL DE HABITACAO POPULAR FHP,01357330,CHAPECO,no_contract_for_org_cnpj_prefix
1968,GUARDA MUNICIPAL DE CHAPECO,15809039,CHAPECO,no_contract_for_org_cnpj_prefix
1739,INSTITUTO DO SISTEMA MUNICIPAL DE PREVIDENCIA DE CHAPECO - SIMPREVI,01357327,CHAPECO,no_contract_for_org_cnpj_prefix
1514,SECRETARIA DE EDUCACAO,61721572,CHAPECO,no_contract_for_org_cnpj_prefix
1992,UNIDADE EXECUTORA DO POLO MUNICIPAL DE APOIO PRESENCIAL DA UAB - CHAPECO,20168698,CHAPECO,no_contract_for_org_cnpj_prefix
387,AUTARQUIA MUNICIPAL DE DESPORTO DE COCAL DO SUL,38136433,COCAL DO SUL,no_contract_for_org_cnpj_prefix
386,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE COCAL DO SUL - FUNDAC,09566745,COCAL DO SUL,no_contract_for_org_cnpj_prefix
382,SECRETARIA MUNICIPAL DE EDUCACAO,64502443,COCAL DO SUL,no_contract_for_org_cnpj_prefix
384,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,95778502,COCAL DO SUL,no_contract_for_org_cnpj_prefix
1562,FUNDACAO MUNICIPAL DE CULTURA,78507670,CONCORDIA,no_contract_for_org_cnpj_prefix
1823,FUNDACAO MUNICIPAL DE DEFESA DO MEIO AMBIENTE,04050313,CONCORDIA,no_contract_for_org_cnpj_prefix
1561,FUNDACAO MUNICIPAL DE ESPORTES,78507654,CONCORDIA,no_contract_for_org_cnpj_prefix
1810,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE CONCORDIA,03383321,CONCORDIA,no_contract_for_org_cnpj_prefix
1495,SECRETARIA MUNICIPAL DE EDUCACAO DE CONCORDIA SC,60147142,CONCORDIA,no_contract_for_org_cnpj_prefix
1344,CAMARA MUNICIPAL DE CORDILHEIRA ALTA,11200336,CORDILHEIRA ALTA,no_contract_for_org_cnpj_prefix
1343,MUNICIPIO DE CORDILHEIRA ALTA,95990198,CORDILHEIRA ALTA,no_contract_for_org_cnpj_prefix
1342,SECRETARIA MUNICIPAL DE EDUCACAO,61478100,CORDILHEIRA ALTA,no_contract_for_org_cnpj_prefix
1354,AGENCIA REGULADORA INTERMUNICIPAL DE SANEAMENTO - ARIS,11400360,CORONEL FREITAS,no_contract_for_org_cnpj_prefix
1353,CAMARA MUNICIPAL DE VEREADORES,10561874,CORONEL FREITAS,no_contract_for_org_cnpj_prefix
1351,"SECRETARIA DE EDUCACAO, CULTURA, TURISMO E ESPORTES",61668572,CORONEL FREITAS,no_contract_for_org_cnpj_prefix
1365,CAMARA MUNICIPAL DE VEREADORES DE CORONEL MARTINS,04264463,CORONEL MARTINS,no_contract_for_org_cnpj_prefix
1363,SECRETARIA MUNICIPAL DE EDUCACAO DE CORONEL MARTINS,60543838,CORONEL MARTINS,no_contract_for_org_cnpj_prefix
528,FUNDACAO HOSPITALAR MUNICIPAL DE CORREIA PINTO,42585831,CORREIA PINTO,no_contract_for_org_cnpj_prefix
532,FUNDACAO MUNICIPAL DE ESPORTES E CULTURA DE CORREIA PINTO,17380667,CORREIA PINTO,no_contract_for_org_cnpj_prefix
529,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE CORREIA PINTO,73249989,CORREIA PINTO,no_contract_for_org_cnpj_prefix
533,SECRETARIA DE EDUCACAO DO MUNICIPIO DE CORREIA PINTO,30958596,CORREIA PINTO,no_contract_for_org_cnpj_prefix
1958,AGUAS DE CORUPA,14797046,CORUPA,no_contract_for_org_cnpj_prefix
1772,APP DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL PEDRA DE AMOLAR BAIXO,01914460,CORUPA,no_contract_for_org_cnpj_prefix
1672,CORUPA CAMARA DE VEREADORES,83539684,CORUPA,no_contract_for_org_cnpj_prefix
1773,ESCOLA MUNCIPAL GUILHERME HAUFFE JUNIOR,01931241,CORUPA,no_contract_for_org_cnpj_prefix
1774,ESCOLA MUNICIPAL BARAO DO RIO BRANCO,01931244,CORUPA,no_contract_for_org_cnpj_prefix
1767,FUNDACAO MUNICIPAL DE ESPORTES,01729333,CORUPA,no_contract_for_org_cnpj_prefix
1933,"FUNDACAO MUNICIPAL DE ESPORTES, TURISMO, CULTURA E LAZER",11118076,CORUPA,no_contract_for_org_cnpj_prefix
2015,SECRETARIA MUNICIPAL DE EDUCACAO,30006010,CORUPA,no_contract_for_org_cnpj_prefix
2074,ASSOCIACAO MULTIPLICADOR DO BEM,33972021,CRICIUMA,no_contract_for_org_cnpj_prefix
1936,"AUTARQUIA DE SEGURANCA, TRANSITO E TRANSPORTE DE CRICIUMA - ASTC",11379634,CRICIUMA,no_contract_for_org_cnpj_prefix
1679,CAMARA MUNICIPAL DE CRICIUMA,83728949,CRICIUMA,no_contract_for_org_cnpj_prefix
1805,CONSELHO MUNICIPAL DA MULHER,03230061,CRICIUMA,no_contract_for_org_cnpj_prefix
1784,CONSELHO MUNICIPAL DE SAUDE - CMS,02315585,CRICIUMA,no_contract_for_org_cnpj_prefix
1485,CONSORCIO INTERMUNICIPAL DE SAUDE MACRO SUL,51391197,CRICIUMA,no_contract_for_org_cnpj_prefix
2080,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA AMREC - CIM-AMREC,34629547,CRICIUMA,no_contract_for_org_cnpj_prefix
1717,FUNDACAO CULTURAL DE CRICIUMA,00074312,CRICIUMA,no_contract_for_org_cnpj_prefix
1923,FUNDACAO DO MEIO AMBIENTE DE CRICIUMA - FAMCRI,10427992,CRICIUMA,no_contract_for_org_cnpj_prefix
1698,FUNDACAO MUNICIPAL DE ESPORTES DE CRICIUMA,86951555,CRICIUMA,no_contract_for_org_cnpj_prefix
1919,HOSPITAL MATERNO-INFANTIL SANTA CATARINA,09187783,CRICIUMA,no_contract_for_org_cnpj_prefix
1853,INSTITUTO MUNICIPAL DE SEGURIDADE SOCIAL DOS SERVIDORES PUBLICOS DE CRICIUMA - CRICIUMAPREV,05140677,CRICIUMA,no_contract_for_org_cnpj_prefix
2022,SECRETARIA MUNICIPAL DE EDUCACAO DE CRICIUMA,30388660,CRICIUMA,no_contract_for_org_cnpj_prefix
2047,"SECRETARIA DA EDUCACAO, CULTURA E ESPORTES DE CUNHA PORA SC",30835308,CUNHA PORA,no_contract_for_org_cnpj_prefix
1877,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E DESPORTO DE CUNHA PORA",06084101,CUNHA PORA,no_contract_for_org_cnpj_prefix
1814,CAMARA DE VEREADORES DE CUNHATAI,03581082,CUNHATAI,no_contract_for_org_cnpj_prefix
2037,SECRETARIA DE EDUCACAO E CULTURA DE CUNHATAI SC,30745339,CUNHATAI,no_contract_for_org_cnpj_prefix
1092,CAMARA MUNICIPAL DE VEREADORES DE CURITIBANOS,78493632,CURITIBANOS,no_contract_for_org_cnpj_prefix
1096,CONSELHO MUNICIPAL DE DEFESA DO MEIO AMBIENTE,03762932,CURITIBANOS,no_contract_for_org_cnpj_prefix
1091,CONSORCIO INTERMUNICIPAL DE SERVICOS DE ACOLHIMENTO PARA CRIANCAS E ADOLESCENTES NAS MODALIDADES FAMILIAR E INSTITUCIONAL,53276822,CURITIBANOS,no_contract_for_org_cnpj_prefix
1097,CONSORCIO INTERMUNICIPAL DO CONTESTADO - COINCO,04695617,CURITIBANOS,no_contract_for_org_cnpj_prefix
1094,FUNDACAO MINICIPAL DE ESPORTES DE CURITIBANOS,00636153,CURITIBANOS,no_contract_for_org_cnpj_prefix
1095,INSTITUTO DE PREVIDENCIA SOCIAL SERVIDORES PUBLICOS DO MUNICIPIO DE CURITIBANOS,03688948,CURITIBANOS,no_contract_for_org_cnpj_prefix
1459,DESCANSO CAMARA MUNICIPAL DE VEREADORES,83517946,DESCANSO,no_contract_for_org_cnpj_prefix
1572,CAMARA MUNICIPAL DE VEREADORES,80632920,DIONISIO CERQUEIRA,no_contract_for_org_cnpj_prefix
1962,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,15053534,DIONISIO CERQUEIRA,no_contract_for_org_cnpj_prefix
1559,HOSPITAL MUNICIPAL DE DIONISIO CERQUEIRA,78503711,DIONISIO CERQUEIRA,no_contract_for_org_cnpj_prefix
1488,"SECRETARIA DE EDUCACAO, ESPORTE,CULTURA E TURISMO DE DIONISIO CERQUEIRA",59719181,DIONISIO CERQUEIRA,no_contract_for_org_cnpj_prefix
373,DONA EMMA CAMARA DE VEREADORES,83485433,DONA EMMA,no_contract_for_org_cnpj_prefix
374,DONA EMMA CAMARA DE VEREADORES,83640698,DONA EMMA,no_contract_for_org_cnpj_prefix
375,SECRETARIA MUNICIPAL DA EDUCACAO DE DONA EMMA -SC,30670912,DONA EMMA,no_contract_for_org_cnpj_prefix
370,CAMARA MUNICIPAL DE DOUTOR PEDRINHO/SC,09074166,DOUTOR PEDRINHO,no_contract_for_org_cnpj_prefix
371,SECRETARIA DE EDUCACAO E PROMOCAO SOCIAL DE DOUTOR PEDRINHO,30915062,DOUTOR PEDRINHO,no_contract_for_org_cnpj_prefix
1347,CAMARA MUNICIPAL DE VEREADORES DE ENTRE RIOS,04289447,ENTRE RIOS,no_contract_for_org_cnpj_prefix
1345,SECRETARIA MUNICIPAL DE EDUCACAO,61280017,ENTRE RIOS,no_contract_for_org_cnpj_prefix
544,CAMARA MUNICIPAL DE ERMO,08771379,ERMO,no_contract_for_org_cnpj_prefix
545,SECRETARIA DE EDUCACAO DE ERMO SC,30786984,ERMO,no_contract_for_org_cnpj_prefix
1233,CAMARA MUNICIPAL DE VEREADORES DE ERVAL VELHO,24734770,ERVAL VELHO,no_contract_for_org_cnpj_prefix
1234,"SECRETARIA DE EDUCACAO, CULTURA E DESPORTO",30256587,ERVAL VELHO,no_contract_for_org_cnpj_prefix
1313,CAMARA MUNICIPAL DE VEREADORES DE FAXINAL DOS GUEDES,05019411,FAXINAL DOS GUEDES,no_contract_for_org_cnpj_prefix
1314,"SECRETARIA DE EDUCACAO, ESPORTE E CULTURA DE FAXINAL DOS GUEDES-SC",30830556,FAXINAL DOS GUEDES,no_contract_for_org_cnpj_prefix
1498,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER DE FLOR DO SERTAO/SC",60342434,FLOR DO SERTAO,no_contract_for_org_cnpj_prefix
603,AUTARQUIA DE MELHORAMENTOS DA CAPITAL - COMCAP,82511825,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
559,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA GRANDE FLORIANOPOLIS  CIM  GRANFPOLIS,43171298,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
798,CONTROLADORIA GERAL DE CONTROLE INTERNO,10255572,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
656,FLORIANOPOLIS CAMARA DE VEREADORES,83841338,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
624,FLORIANOPOLIS SECRETARIA EDUCACAO SAUDE ASSIT SOCIAL,82953266,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
622,FLORIANOPOLIS SECRETARIA MUNICIPAL ASSUNTOS NO ESTREITO,82953241,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
623,FLORIANOPOLIS SECRETARIA MUNICIPAL DE FINANCAS,82953258,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
621,FLORIANOPOLIS SECRETARIA MUNICIPAL DOS TRANS E OBRAS,82953225,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
595,FUNDACAO CULTURAL DE FLORIANOPOLIS FRANKLIN CASCAES,80152051,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
594,FUNDACAO MUNICIPAL DE ESPORTES,79887261,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
678,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE FLORIANOPOLIS,00909972,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
849,FUNDACAO REDE SOLIDARIA SOMAR FLORIPA,41178772,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
773,INSTITUTO DE GERACAO DE OPORTUNIDADES DE FLORIANOPOLIS,06091085,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
632,INSTITUTO DE PLANEJAMENTO URBANO DE FLORIANOPOLIS,83469965,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
829,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE FLORIANOPOLIS,18600539,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
775,SECRETARIA MUN. DE DEFESA DO CIDADAO,06259891,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
576,SECRETARIA MUNICIPAL DE EDUCACAO,53335860,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
601,SECRETARIA MUNICIPAL DE PLANEJAMENTO,80675374,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
2083,SUPERINTENDENCIA REGIONAL DO DPF EM SANTA CATARINA,00394494000309,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
2084,SUPERINTENDENCIA REG.POL.RODOV.FED. EM SANTA CATARINA,00394494012061,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
2085,UNIVERSIDADE CORPORATIVA DA POLICIA RODOVIARIA FEDERAL,00394494015320,FLORIANOPOLIS,no_contract_for_org_cnpj_prefix
1378,CAMARA MUNICIPAL DE VEREADORES,15469683,FORMOSA DO SUL,no_contract_for_org_cnpj_prefix
1376,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES",61476510,FORMOSA DO SUL,no_contract_for_org_cnpj_prefix
464,CAMARA MUNICIPAL DE FORQUILHINHA,80168198,FORQUILHINHA,no_contract_for_org_cnpj_prefix
466,CONSELHO MUNICIPAL DE ENTORPECENTES DE FORQUILHINHA-COMEN,02885827,FORQUILHINHA,no_contract_for_org_cnpj_prefix
468,FUNDACAO MUNICIPAL AMBIENTAL DE FORQUILHINHA,09397716,FORQUILHINHA,no_contract_for_org_cnpj_prefix
467,SECRETARIA MUNICIPAL DE EDUCACAO DE FORQUILHINHA,06080769,FORQUILHINHA,no_contract_for_org_cnpj_prefix
1167,ASSOC.ESPORTIVA FADEC FAXINAL DOS DOMINGUES ESPORTE CLUBE,05234926,FRAIBURGO,no_contract_for_org_cnpj_prefix
1169,AUTARQUIA MUNICIPAL DE SANEAMENTO DE FRAIBURGO - SANEFRAI,06017932,FRAIBURGO,no_contract_for_org_cnpj_prefix
1171,CAMARA MUNICIPAL DE FRAIBURGO,17713502,FRAIBURGO,no_contract_for_org_cnpj_prefix
1168,CTG ESPORA DE PRATA,05341527,FRAIBURGO,no_contract_for_org_cnpj_prefix
1166,FUNDACAO ASSISTENCIAL DE FRAIBURGO - F.A.F.,02883738,FRAIBURGO,no_contract_for_org_cnpj_prefix
1165,FUNDACAO MUNICIPAL DE ESPORTES E LAZER - FME,02454641,FRAIBURGO,no_contract_for_org_cnpj_prefix
1164,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE FRAIBURGO - IPMF,02190264,FRAIBURGO,no_contract_for_org_cnpj_prefix
1163,INSTITUTO DE SAUDE DO MUNICIPIO DE FRAIBURGO - ISMF,02153123,FRAIBURGO,no_contract_for_org_cnpj_prefix
1161,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES",55326434,FRAIBURGO,no_contract_for_org_cnpj_prefix
1885,CAMARA MUNICIPAL DE FREI ROGERIO,07167096,FREI ROGERIO,no_contract_for_org_cnpj_prefix
