entity_id,razao_social,cnpj_8,municipio,gap_reason
2062,SECRETARIA MUNICIPAL DE EDUCACAO DE FREI ROGERIO,31032064,FREI ROGERIO,no_contract_for_org_cnpj_prefix
55,CAMARA MUNICIPAL DE GAROPABA,80987423,GAROPABA,no_contract_for_org_cnpj_prefix
58,FUNDACAO DE CULTURA TURISMO E ESPORTE DE GAROPABA,10932441,GAROPABA,no_contract_for_org_cnpj_prefix
57,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE GAROPABA,03749731,GAROPABA,no_contract_for_org_cnpj_prefix
53,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE GAROPABA - IMAG,45084018,GAROPABA,no_contract_for_org_cnpj_prefix
54,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE GAROPABA SC,56992840,GAROPABA,no_contract_for_org_cnpj_prefix
504,CONSORCIO DE INOVACAO NA GESTAO PUBLICA,09427503,GARUVA,no_contract_for_org_cnpj_prefix
505,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL DE GARUVA,16887996,GARUVA,no_contract_for_org_cnpj_prefix
503,GARUVA CAMARA DE VEREADORES,83545376,GARUVA,no_contract_for_org_cnpj_prefix
501,GARUVA CAMARA DE VEREADORES,81144610,GARUVA,no_contract_for_org_cnpj_prefix
506,SECRETARIA DA EDUCACAO E CULTURA DO MUNICIPIO DE GARUVA,30524703,GARUVA,no_contract_for_org_cnpj_prefix
147,"FUNDACAO MUNICIPAL DE ESPORTES, TURISMO, CULTURA E LAZER",05322930,GASPAR,no_contract_for_org_cnpj_prefix
146,GASPAR CAMARA DE VEREADORES,83543546,GASPAR,no_contract_for_org_cnpj_prefix
143,PREVID DOS SERVIDORES PUBLICOS MUNICIPAIS DE GASPAR,81154734,GASPAR,no_contract_for_org_cnpj_prefix
148,SECRETARIA MUNICIPAL DE EDUCACAO DE GASPAR,30429835,GASPAR,no_contract_for_org_cnpj_prefix
13,FUNDACAO DO MEIO AMBIENTE DE GOVERNADOR CELSO RAMOS - FAMGOV,32579624,GOVERNADOR CELSO RAMOS,no_contract_for_org_cnpj_prefix
9,SECRETARIA MUNICIPAL DE EDUCACAO,66233173,GOVERNADOR CELSO RAMOS,no_contract_for_org_cnpj_prefix
1721,CAMARA DE VEREADORES DE GRAO PARA,00255104,GRAO PARA,no_contract_for_org_cnpj_prefix
2002,FUNDACAO AMBIENTAL MUNICIPAL DE GRAO PARA,23311650,GRAO PARA,no_contract_for_org_cnpj_prefix
2067,SECRETARIA MUNICIPAL DE EDUCACAO E CULTURA DE GRAO-PARA,31049528,GRAO PARA,no_contract_for_org_cnpj_prefix
1569,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,80489222,GRAO PARA,no_contract_for_org_cnpj_prefix
203,FUNDACAO MUNICIPAL DE ESPORTES,11637021,GRAVATAL,no_contract_for_org_cnpj_prefix
202,"SEC MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E LAZER - GRAVATAL - SC",06083217,GRAVATAL,no_contract_for_org_cnpj_prefix
95,CAMARA MUNICIPAL DE VEREADORES DE GUABIRUBA,79832150,GUABIRUBA,no_contract_for_org_cnpj_prefix
97,SECRETARIA MUNICIPAL DA EDUCACAO,06078939,GUABIRUBA,no_contract_for_org_cnpj_prefix
1464,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E JUVENTUDE",62949548,GUARACIABA,no_contract_for_org_cnpj_prefix
365,CONSELHO MUNICIPAL DE DEFESA CIVIL - COMDEC,15096145,GUARAMIRIM,no_contract_for_org_cnpj_prefix
367,DEPARTAMENTO MUNICIPAL DE TRANSITO,26134763,GUARAMIRIM,no_contract_for_org_cnpj_prefix
361,FUNDACAO CULTURAL DE GUARAMIRIM,79363206,GUARAMIRIM,no_contract_for_org_cnpj_prefix
366,FUNDACAO DO MEIO AMBIENTE DE GUARAMIRIM - FUNDAG,15412218,GUARAMIRIM,no_contract_for_org_cnpj_prefix
364,HOSPITAL MUNICIPAL SANTO ANTONIO,84092709,GUARAMIRIM,no_contract_for_org_cnpj_prefix
368,SECRETARIA MUNICIPAL DE EDUCACAO DE GUARAMIRIM - SC,30880614,GUARAMIRIM,no_contract_for_org_cnpj_prefix
1916,CAMARA MUNICIPAL DE VEREADORES DE GUARUJA DO SUL,09024107,GUARUJA DO SUL,no_contract_for_org_cnpj_prefix
2035,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTE DE GUARUJA DO SUL SC",30694672,GUARUJA DO SUL,no_contract_for_org_cnpj_prefix
1494,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE GUARUJA DO SUL",60139592,GUARUJA DO SUL,no_contract_for_org_cnpj_prefix
1761,CAMARA MUNICIPAL DE GUATAMBU,01646168,GUATAMBU,no_contract_for_org_cnpj_prefix
1507,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTE E TURISMO",61459810,GUATAMBU,no_contract_for_org_cnpj_prefix
1248,CAMARA MUNICIPAL DE VEREADORES DE HERVAL D' OESTE,04446350,HERVAL D'OESTE,no_contract_for_org_cnpj_prefix
1249,IPREVI-HO - INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE HERVAL D OESTE,07733382,HERVAL D'OESTE,no_contract_for_org_cnpj_prefix
1250,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE HERVAL D'OESTE SC",30747201,HERVAL D'OESTE,no_contract_for_org_cnpj_prefix
1208,CAMARA MUNICIPAL DE VEREADORES DE IBIAM-SC,08824191,IBIAM,no_contract_for_org_cnpj_prefix
1206,SECRETARIA MUNICIPAL DE EDUCACAO,60508586,IBIAM,no_contract_for_org_cnpj_prefix
1927,CAMARA DE VEREADORES DE IBICARE,10584004,IBICARE,no_contract_for_org_cnpj_prefix
2050,SECRETARIA DE EDUCACAO,30871437,IBICARE,no_contract_for_org_cnpj_prefix
283,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE,02093747,IBIRAMA,no_contract_for_org_cnpj_prefix
285,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,19136804,IBIRAMA,no_contract_for_org_cnpj_prefix
284,FUNDACAO EDUCACIONAL HANSA HAMMONIA,03204028,IBIRAMA,no_contract_for_org_cnpj_prefix
282,IBIRAMA CAMARA DE VEREADORES,83485458,IBIRAMA,no_contract_for_org_cnpj_prefix
286,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE IBIRAMA - SC",30762131,IBIRAMA,no_contract_for_org_cnpj_prefix
1687,CAMARA MUNICIPAL DE ICARA,83852806,ICARA,no_contract_for_org_cnpj_prefix
1965,CONSORCIO INTERMUNICIPAL DE ATENCAO A SANIDADE AGROPECUARIA DA REGIAO CARBONIFERA DE SC,15283089,ICARA,no_contract_for_org_cnpj_prefix
1993,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,20525924,ICARA,no_contract_for_org_cnpj_prefix
1996,FUNDACAO MUNICIPAL DE CULTURA DE ICARA,20955386,ICARA,no_contract_for_org_cnpj_prefix
1854,FUNDACAO MUNICIPAL DE ESPORTES,05209893,ICARA,no_contract_for_org_cnpj_prefix
2075,FUNDACAO MUNICIPAL DE ESPORTES DE ICARA,34141539,ICARA,no_contract_for_org_cnpj_prefix
1856,FUNDACAO MUNICIPAL DO MEIO AMBIENTE,05272451,ICARA,no_contract_for_org_cnpj_prefix
1855,INSTITUTO DE PREVIDENCIA DOS SERVIDORES DE ICARA,05243165,ICARA,no_contract_for_org_cnpj_prefix
2020,"SECRETARIA DE EDUCACAO, CIENCIA E TECNOLOGIA DE ICARA",30203521,ICARA,no_contract_for_org_cnpj_prefix
1879,"SECRETARIA MUNICIPAL DE EDUCACAO CULTURA , ESPORTES E TURISMO",06087216,ICARA,no_contract_for_org_cnpj_prefix
1897,"SERVICO AUTONOMO MUNICIPAL DE AGUA, ESGOTO E SERVICOS URBANOS (SAMAE)",07581720,ICARA,no_contract_for_org_cnpj_prefix
134,FUNDACAO CULTURAL JOSE IZIDRO VIEIRA,97534343,ILHOTA,no_contract_for_org_cnpj_prefix
135,FUNDACAO MUNICIPAL DE ESPORTES DE ILHOTA,03324132,ILHOTA,no_contract_for_org_cnpj_prefix
136,ILHOTAPREV - INSTITUTO DE PREVIDENCIA MUNICIPAL DE ILHOTA,03845124,ILHOTA,no_contract_for_org_cnpj_prefix
138,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO DO MUNICIPIO DE ILHOTA,27397940,ILHOTA,no_contract_for_org_cnpj_prefix
1981,CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO RURAL DO SUL DE SANTA CATARINA,18587475,IMARUI,no_contract_for_org_cnpj_prefix
1982,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE IMARUI,18649028,IMARUI,no_contract_for_org_cnpj_prefix
1742,IMARUI CAMARA MUNICIPAL,01538680,IMARUI,no_contract_for_org_cnpj_prefix
2057,SECRETARIA DE EDUCACAO,30951451,IMARUI,no_contract_for_org_cnpj_prefix
1987,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,19603138,IMARUI,no_contract_for_org_cnpj_prefix
1922,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,10303107,IMARUI,no_contract_for_org_cnpj_prefix
102,FUNDACAO CULTURAL DE IMBITUBA - FUNCI,07432006,IMBITUBA,no_contract_for_org_cnpj_prefix
101,FUNDACAO MUNICIPAL DE ESPORTES - FME,02238456,IMBITUBA,no_contract_for_org_cnpj_prefix
104,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTE DE IMBITUBA SC",32449592,IMBITUBA,no_contract_for_org_cnpj_prefix
103,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO (SAMAE) DE IMBITUBA,31049535,IMBITUBA,no_contract_for_org_cnpj_prefix
152,CAMARA DE VEREADORES DE IMBUIA,10655408,IMBUIA,no_contract_for_org_cnpj_prefix
149,FUNDACAO HOSPITALAR DE IMBUIA,81161366,IMBUIA,no_contract_for_org_cnpj_prefix
150,FUNDACAO MUNICIPAL DE ESPORTES DE IMBUIA,81161390,IMBUIA,no_contract_for_org_cnpj_prefix
153,SECRETARIA MUNICIPAL DE EDUCACAO DE IMBUIA,30927779,IMBUIA,no_contract_for_org_cnpj_prefix
222,FUNDACAO MUNICIPAL DE ESPORTES VEREADOR MARO MARCOS HADLICH,07789410,INDAIAL,no_contract_for_org_cnpj_prefix
223,INSTITUTO DE APOSENTADORIA E PENSOES DOS SERVIDORES PUBLICOS MUNICIPAIS DE INDAIAL - INDAPREV,07855180,INDAIAL,no_contract_for_org_cnpj_prefix
224,SECRETARIA MUNICIPAL DE EDUCACAO DE INDAIAL SC,30986113,INDAIAL,no_contract_for_org_cnpj_prefix
1803,ASSOCIACAO DOS ACADEMICOS DE IOMERE,03125315,IOMERE,no_contract_for_org_cnpj_prefix
2009,CAMARA MUNICIPAL DE VEREADORES DE IOMERE,25062032,IOMERE,no_contract_for_org_cnpj_prefix
1487,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E TURISMO DE IOMERE",56989920,IOMERE,no_contract_for_org_cnpj_prefix
1280,CAMARA MUNICIPAL DE VEREADORES DE IPIRA,23907532,IPIRA,no_contract_for_org_cnpj_prefix
1571,CAMARA MUNICIPAL DE VEREADORES DE IPORA DO OESTE,80628753,IPORA DO OESTE,no_contract_for_org_cnpj_prefix
1735,FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,01319353,IPORA DO OESTE,no_contract_for_org_cnpj_prefix
1734,FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE,01319352,IPORA DO OESTE,no_contract_for_org_cnpj_prefix
1736,FUNDO ROTATIVO DA HABITACAO E DO BEM ESTAR SOCIAL,01319354,IPORA DO OESTE,no_contract_for_org_cnpj_prefix
2049,"SECRETARIA MUNICIPAL DE EDUCACAO, DESPORTO, CULTURA E TURISMO",30869552,IPORA DO OESTE,no_contract_for_org_cnpj_prefix
1824,CAMARA MUNICIPAL DE IPUACU,04150804,IPUACU,no_contract_for_org_cnpj_prefix
1479,CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO DA INFRAESTRUTURA RODOVIARIA ENTRE OS RIOS - CIDIRIOS,42973647,IPUACU,no_contract_for_org_cnpj_prefix
1780,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE IPUACU,02246419,IPUACU,no_contract_for_org_cnpj_prefix
1489,SECRETARIA MUNICIPAL DE EDUCACAO DE IPUACU,59870764,IPUACU,no_contract_for_org_cnpj_prefix
1299,CAMARA DE VEREADORES DE IPUMIRIM,07841820,IPUMIRIM,no_contract_for_org_cnpj_prefix
1297,FUNDACAO CULTURAL FELIX BONISSONI,78507761,IPUMIRIM,no_contract_for_org_cnpj_prefix
1300,SECRETARIA MUNICIPAL DE EDUCACAO DE IPUMIRIM,31300040,IPUMIRIM,no_contract_for_org_cnpj_prefix
1439,CAMARA DE VEREADORES DE IRACEMINHA,74033812,IRACEMINHA,no_contract_for_org_cnpj_prefix
1441,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES DE IRACEMINHA",06075701,IRACEMINHA,no_contract_for_org_cnpj_prefix
1438,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA, ESPORTES E TURISMO DE IRACEMINHA/SC",66293813,IRACEMINHA,no_contract_for_org_cnpj_prefix
1291,CAMARA MUNICIPAL DE VEREADORES,73996423,IRANI,no_contract_for_org_cnpj_prefix
1293,SECRETARIA DE EDUCACAO,30207891,IRANI,no_contract_for_org_cnpj_prefix
1384,CAMARA DE VEREADORES DE IRATI,20216183,IRATI,no_contract_for_org_cnpj_prefix
1382,"SECRETARIA MUNICIPAL DE EDUCACAO, CULTURA E ESPORTES",54758124,IRATI,no_contract_for_org_cnpj_prefix
1669,IRINEOPOLIS CAMARA DE VEREADORES,83529958,IRINEOPOLIS,no_contract_for_org_cnpj_prefix
1532,SECRETARIA MUNICIPAL DE EDUCACAO  SME,66270656,IRINEOPOLIS,no_contract_for_org_cnpj_prefix
1924,CAMARA MUNICIPAL DE VEREADORES DE ITA,10561999,ITA,no_contract_for_org_cnpj_prefix
1840,FUNDACAO CULTURAL DE ITA,04602468,ITA,no_contract_for_org_cnpj_prefix
1715,FUNDO DE APOSENTADORIA PENSOES PREV ASSIST MUNICIPAL,95995353,ITA,no_contract_for_org_cnpj_prefix
1714,FUNDO MUNICIPAL DE HABITACAO,95995346,ITA,no_contract_for_org_cnpj_prefix
1484,INSTITUTO DE ASSISTENCIA A SAUDE DOS SERVIDORES DO MUNICIPIO DE ITA - IASSMI,47223323,ITA,no_contract_for_org_cnpj_prefix
1500,"SECRETARIA MUNICIPAL DE EDUCACAO, ESPORTE E LAZER DE ITA",60367862,ITA,no_contract_for_org_cnpj_prefix
1797,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,02893580,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1994,COORDENADORIA MUNICIPAL DE DEFESA CIVIL,20611496,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1688,FUNDACAO HOSPITALAR MUNICIPAL SANTO ANTONIO,84264217,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1861,INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE ITAIOPOLIS - IPMI,05478139,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1663,ITAIOPOLIS CAMARA DE VEREADORES,83493700,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1657,ITAIOPOLIS SECRETARIA DE ADMINISTRACAO,83108431,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1658,ITAIOPOLIS SECRETARIA DE FINANCAS,83108449,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1518,SECRETARIA MUNICIPAL DE EDUCACAO E ESPORTE DE ITAIOPOLIS,62616361,ITAIOPOLIS,no_contract_for_org_cnpj_prefix
1896,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA REGIAO DA FOZ DO RIO ITAJAI - CIS-AMFRI,07510376,ITAJAI,no_contract_for_org_cnpj_prefix
1956,COORDENADORIA DE DEFESA CIVIL,14329899,ITAJAI,no_contract_for_org_cnpj_prefix
1895,FUNDACAO DE EDUCACAO PROFISSIONAL E ADMINISTRACAO PUBLICA DE ITAJAI,07492682,ITAJAI,no_contract_for_org_cnpj_prefix
1684,FUNDACAO GENESIO MIRANDA LINS,83820894,ITAJAI,no_contract_for_org_cnpj_prefix
1835,FUNDACAO ITAJAIENSE DE TURISMO,04514985,ITAJAI,no_contract_for_org_cnpj_prefix
1848,INSTITUTO DE PREVIDENCIA DE ITAJAI,04984818,ITAJAI,no_contract_for_org_cnpj_prefix
1665,ITAJAI CAMARA DE VEREADORES,83500603,ITAJAI,no_contract_for_org_cnpj_prefix
2019,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAJAI,30069820,ITAJAI,no_contract_for_org_cnpj_prefix
1868,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAJAI,06074431,ITAJAI,no_contract_for_org_cnpj_prefix
1860,"SERVICO MUNICIPAL DE AGUA, SANEAMENTO BASICO E INFRA-ESTRUTURA",05472936,ITAJAI,no_contract_for_org_cnpj_prefix
1730,SUPERINTENDENCIA DO PORTO DE ITAJAI,00662091,ITAJAI,no_contract_for_org_cnpj_prefix
77,"AGENCIA MUNICIPAL DE REGULACAO, CONTROLE E FISCALIZACAO DO MUNICIPIO DE ITAPEMA",16670395,ITAPEMA,no_contract_for_org_cnpj_prefix
73,FUNDACAO AMBIENTAL AREA COSTEIRA DE ITAPEMA,05234481,ITAPEMA,no_contract_for_org_cnpj_prefix
75,FUNDACAO MUNICIPAL DE CULTURA DE ITAPEMA,08683416,ITAPEMA,no_contract_for_org_cnpj_prefix
76,FUNDACAO MUNICIPAL DE ESPORTES,08692523,ITAPEMA,no_contract_for_org_cnpj_prefix
70,GUARDA MUNICIPAL DE ITAPEMA,51364585,ITAPEMA,no_contract_for_org_cnpj_prefix
74,ITATRAN - FUNDACAO MUNICIPAL DE TRANSITO,08117155,ITAPEMA,no_contract_for_org_cnpj_prefix
78,SECRETARIA MUNICIPAL DE EDUCACAO DE ITAPEMA,30470961,ITAPEMA,no_contract_for_org_cnpj_prefix
1474,CAMARA MUNICIPAL DE VEREADORES DE ITAPIRANGA,78484995,ITAPIRANGA,no_contract_for_org_cnpj_prefix
1473,"SECRETARIA MUNICIPAL DA EDUCACAO, CULTURA E DESPORTO",67249731,ITAPIRANGA,no_contract_for_org_cnpj_prefix
1792,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DO MUNICIPIO DE ITAPOA - IPESI,02482294,ITAPOA,no_contract_for_org_cnpj_prefix
1725,ITAPOA - CAMARA MUNICIPAL DE VEREADORES,00484829,ITAPOA,no_contract_for_org_cnpj_prefix
1769,ITAPOA FUNDACAO MUNICIPAL DE SAUDE,01838285,ITAPOA,no_contract_for_org_cnpj_prefix
235,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DOS MUNICIPIOS DA AMAVI - CIM-AMAVI,14695989,ITUPORANGA,no_contract_for_org_cnpj_prefix
234,"FEXPONACE FUNDACAO PROMOTORA DE EXPOSICOES, FEIRAS E EVENTOS TURISTICOS, CULTURAIS E ESPORTIVOS DE ITUPORANGA",08402983,ITUPORANGA,no_contract_for_org_cnpj_prefix
232,FUNDACAO MUNICIPAL DE ESPORTES DO MUN DE ITUPORANGA,79372793,ITUPORANGA,no_contract_for_org_cnpj_prefix
231,ITUPORANGA CAMARA DE VEREADORES,79369633,ITUPORANGA,no_contract_for_org_cnpj_prefix
236,SECRETARIA MUNICIPAL DE EDUCACAO DE ITUPORANGA /SC,30927878,ITUPORANGA,no_contract_for_org_cnpj_prefix
1901,CAMARA MUNICIPAL DE VEREADORES DE JABORA,07733746,JABORA,no_contract_for_org_cnpj_prefix
2016,SECRETARIA DE EDUCACAO E DESPORTO DE JABORA,30061144,JABORA,no_contract_for_org_cnpj_prefix
1875,SECRETARIA MUNICIPAL DE EDUCACAO DE JABORA,06082277,JABORA,no_contract_for_org_cnpj_prefix
552,FUNDO DE APOSENTADORIA E PENSOES SERV JACINTO MACHADO,97424717,JACINTO MACHADO,no_contract_for_org_cnpj_prefix
551,JACINTO MACHADO-CAMARA DE VEREADORES,83871574,JACINTO MACHADO,no_contract_for_org_cnpj_prefix
553,SECRETARIA MUNICIPAL DE EDUCACAO DE JACINTO MACHADO-SC.,30606755,JACINTO MACHADO,no_contract_for_org_cnpj_prefix
550,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,83871277,JACINTO MACHADO,no_contract_for_org_cnpj_prefix
327,CAMARA MUNICIPAL DE JAGUARUNA,78829835,JAGUARUNA,no_contract_for_org_cnpj_prefix
330,"CONSORCIO INTERMUNICIPAL DE APOIO CRIANCA E ADOLESCENTE DE JAGUARUNA, SANGAO E TREZE DE MAIO",04685261,JAGUARUNA,no_contract_for_org_cnpj_prefix
331,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE JAGUARUNA IMAJ,16881151,JAGUARUNA,no_contract_for_org_cnpj_prefix
332,SECRETARIA DA EDUCACAO DE JAGUARUNA/SC,31203298,JAGUARUNA,no_contract_for_org_cnpj_prefix
1804,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO ITAPOCU - CISVI,03178236,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1680,FUNDACAO CULTURAL DE JARAGUA DO SUL,83785014,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1723,FUNDACAO DO DESENVOLVIMENTO DO ENSINO DE JARAGUA DO SUL,00415074,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1966,FUNDACAO INSTITUTO JOURDAN DE PESQUISA E PLANEJAMENTO PARA O DESENVOLVIMENTO URBANO E ECONOMICO SUSTENTAVEL DE JARAGUA DO SUL,15343672,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1899,FUNDACAO JARAGUAENSE DE MEIO AMBIENTE - FUJAMA,07622131,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1535,FUNDACAO MUNICIPAL DE ESPORTES E TURISMO - FME,72464951,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1759,FUNDO ROTATIVO HABITACIONAL,01636139,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1496,SECRETARIA MUNICIPAL DE EDUCACAO DE JARAGUA DO SUL-FUNDEB,60228782,JARAGUA DO SUL,no_contract_for_org_cnpj_prefix
1998,CAMARA MUNICIPAL DE JARDINOPOLIS,21369370,JARDINOPOLIS,no_contract_for_org_cnpj_prefix
1573,MUNICIPIO DE JARDINOPOLIS,80637457,JARDINOPOLIS,no_contract_for_org_cnpj_prefix
1510,SECRETARIA MUNICIPAL DA EDUCACAO,61584394,JARDINOPOLIS,no_contract_for_org_cnpj_prefix
1553,CAMARA MUNICIPAL DE VEREADORES DE JOACABA,78491230,JOACABA,no_contract_for_org_cnpj_prefix
1765,FUNDACAO MUNICIPAL DE CULTURA DE JOACABA,01710248,JOACABA,no_contract_for_org_cnpj_prefix
1534,FUNDACAO MUNICIPAL DE CULTURA E ESPORTE,72172224,JOACABA,no_contract_for_org_cnpj_prefix
1764,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE JOACABA,01707721,JOACABA,no_contract_for_org_cnpj_prefix
1729,FUNDO DE ASSISTENCIA SOCIAL E SAUDE - FAS,00647599,JOACABA,no_contract_for_org_cnpj_prefix
1859,INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE JOACABA - IMPRES,05298824,JOACABA,no_contract_for_org_cnpj_prefix
2027,SECRETARIA MUNICIPAL DE EDUCACAO DE JOACABA,30533492,JOACABA,no_contract_for_org_cnpj_prefix
448,AGENCIA MUNICIPAL DE REGULACAO DOS SERVICOS DE AGUA E ESGOTOS DE JOINVILLE,05247348,JOINVILLE,no_contract_for_org_cnpj_prefix
452,COMPANHIA AGUAS DE JOINVILLE,07226794,JOINVILLE,no_contract_for_org_cnpj_prefix
451,CONSORCIO AZIMUTE/GREIDE,37112173,JOINVILLE,no_contract_for_org_cnpj_prefix
417,CONSORCIO INTERMUNICIPAL MULTIFINALITARIO DA REGIAO DA AMUNESC,45291787,JOINVILLE,no_contract_for_org_cnpj_prefix
446,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DO NORDESTE DE SANTA CATARINA - CISNORDESTE/SC,03222337,JOINVILLE,no_contract_for_org_cnpj_prefix
436,ESCOLA MUNICIPAL DOM JAIME DE BARROS CAMARA,00363220,JOINVILLE,no_contract_for_org_cnpj_prefix
438,ESCOLA MUNICIPAL DR ABDON BAPTISTA,00363222,JOINVILLE,no_contract_for_org_cnpj_prefix
441,ESCOLA MUNICIPAL DR JOSE ANTONIO NAVARRO LINS,00363225,JOINVILLE,no_contract_for_org_cnpj_prefix
431,ESCOLA MUNICIPAL JOAO COSTA,00362972,JOINVILLE,no_contract_for_org_cnpj_prefix
443,ESCOLA MUNICIPAL JOAO DE OLIVEIRA,00363228,JOINVILLE,no_contract_for_org_cnpj_prefix
444,ESCOLA MUNICIPAL PADRE VALENTE SIMIONI,00378979,JOINVILLE,no_contract_for_org_cnpj_prefix
440,ESCOLA MUNICIPAL PROF ADA SANT ANNA DA SILVEIRA,00363224,JOINVILLE,no_contract_for_org_cnpj_prefix
437,ESCOLA MUNICIPAL PROFESSORA ANA MARIA HARGER,00363221,JOINVILLE,no_contract_for_org_cnpj_prefix
439,ESCOLA MUNICIPAL PROFESSORA LAURA ANDRADE,00363223,JOINVILLE,no_contract_for_org_cnpj_prefix
434,ESCOLA MUNICIPAL PROFESSORA MARIA REGINA LEAL,00362978,JOINVILLE,no_contract_for_org_cnpj_prefix
442,ESCOLA MUNICIPAL PROFESSOR ORESTES GUIMARAES,00363227,JOINVILLE,no_contract_for_org_cnpj_prefix
432,ESCOLA MUNICIPAL PROFESSOR OSWALDO CABRAL,00362974,JOINVILLE,no_contract_for_org_cnpj_prefix
435,ESCOLA MUNICIPAL SENADOR CARLOS GOMES DE OLIVEIRA,00363219,JOINVILLE,no_contract_for_org_cnpj_prefix
433,ESCOLA MUNICIPAL VALENTIM JOAO DA ROCHA,00362976,JOINVILLE,no_contract_for_org_cnpj_prefix
426,FUNDACAO CULTURAL DE JOINVILLE,83796227,JOINVILLE,no_contract_for_org_cnpj_prefix
421,"FUNDACAO DE ESPORTES, LAZER E EVENTOS DE JOINVILLE",81141046,JOINVILLE,no_contract_for_org_cnpj_prefix
449,FUNDACAO DE PROMOCAO E PLANEJAMENTO TURISTICO DE JOINVILLE - PROMOTUR,05478007,JOINVILLE,no_contract_for_org_cnpj_prefix
422,FUNDACAO INSTITUTO DE PESQUISA E PLANEJAMENTO PARA O DESENVOLVIMENTO SUSTENTAVEL DE JOINVILLE - IPPUJ,81143927,JOINVILLE,no_contract_for_org_cnpj_prefix
427,FUNDACAO MUNICIPAL ALBANO SCHMIDT,84699610,JOINVILLE,no_contract_for_org_cnpj_prefix
430,FUNDACAO MUNICIPAL DE DESENVOLVIMENTO RURAL 25 DE JULHO,84713890,JOINVILLE,no_contract_for_org_cnpj_prefix
429,FUNDACAO MUNICIPAL DE PROMOCAO DA INDUSTRIA,84706662,JOINVILLE,no_contract_for_org_cnpj_prefix
447,FUNDACAO MUNICIPAL DE VIGILANCIA,03855725,JOINVILLE,no_contract_for_org_cnpj_prefix
