source_id,objeto,orgao_cnpj,orgao_nome,uf,municipio,data_encerramento,link_oficial,ranking,ranking_score,ranking_confianca,motivo,fatores_positivos
sc-60218,"Aquisição  de  rações, núcleos,  suplementos  e  outros  insumos  para  alimentação  animal,  para  CEDUPs  Campo  Erê  e  São Miguel  do  Oeste.",,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI,SC,,,https://compras.sc.gov.br/editais/60218,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60219,"Contratação de empresa especializada para prestação de serviços de apoio à organização de evento, compreendendo a locação, transporte,   montagem,   instalação,   comunicação   visual,   suporte   téc",,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI,SC,,,https://compras.sc.gov.br/editais/60219,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60220,Aquisição de máquinas secadoras de roupas para a unidade de Araranguá e de máquinas de cortar cabelo para todas as unidades da Regional Sul.,,Secretaria de Estado de Justiça e Reintegração Social - SEJURI,SC,,,https://compras.sc.gov.br/editais/60220,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60212,"Aquisição   de   03   (três)   inscrições   para   membros   do   Conselho   Administrativo (CONAD)  e  do  Conselho  Fiscal  (COFIS),  do  Instituto  de  Previdência  do  Estado  de Santa  Catarina  ",,Instituto de Previdência do Estado de Santa Catarina - IPREV,SC,,,https://compras.sc.gov.br/editais/60212,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60201,"Contratação de concessionária autorizada para realização de revisão preventiva, em razão da garantia de fábrica, em 1 (uma) viatura da frota da Polícia Civil de Santa Catarina",,Polícia Civil - PC,SC,,,https://compras.sc.gov.br/editais/60201,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60185,"PROFISCO II SC - Modalidade: Contratação Direta. Objeto: inscrição de 01 servidor no curso “Terceirização em Foco”, com carga horária de 20h, em formato virtual, a ser realizado entre os dias 8 e 12 d",,Secretaria de Estado da Fazenda - SEF,SC,,,https://compras.sc.gov.br/editais/60185,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60215,"Pagamento de inscrição do doutorando Kleiton Pereira, no 130th Ada-Europe International Conference on Reliable Software Technologies (AEiC 2026) que ocorrerá de 9 e 12 de junho de 2026 em Västerås, Su",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60215,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60207,"Contratação de consultor individual para desenvolver um plano de ação, propor uma solução técnica e elaborar o termo de referência que subsidiará a aquisição de solução tecnológica para a gestão de co",,Secretaria de Estado da Fazenda - SEF,SC,,,https://compras.sc.gov.br/editais/60207,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60211,"Contratação de locação de imóvel comercial para abrigar a abrigar a Delegacia de Polícia do Continente (DP Cap. Cont.), a Delegacia de Combate ao Crime Organizado (DECRIM), a Delegacia de Combate às D",,Polícia Civil - PC,SC,,,https://compras.sc.gov.br/editais/60211,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60216,Contração do serviço de prensagem de CD's em formato digipack contendo composições autorais catarinenses para violão solo ou em duo e confecção de boxes (caixas ou luvas) para que comportem 3 CD’s dig,,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60216,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60162,Registro de preço para futura e eventual aquisição de instrumentais cirúrgicos para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60162,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60203,Aquisição do material: Placas de homenagem em aço inox escovado com impressão colorida uv medindo 20x15 cm com estojo de veludo preto que será concedida aos amigos do arquivo público em evento que oco,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60203,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60196,Pagamento de inscrição do acadêmico Gabriel Victor Venâncio Ramlov para apresentação do trabalho “Development of an Algorithm for Trajectory Correction in Directional Drilling” no evento Congresso Nac,,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60196,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60209,Inscrição PROCAPT de das servidoras Aline Volpi Valim (PROAD) Débora Milena da Luz (PROAD)  Letícia  Dutra  Wesendonck  (PROEN)  Fabiane  Isolete  de  Andrade  (PROEX) Maricélia de Morais (PROPPG) Gab,,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60209,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60198,"Pagamento de pró-labore ao profissional graduado Marcelo Fernandes contratado para ministrar a oficina de Fotografia, com carga horária de 36h entre os dias 02/07/2026 e 20/08/2026 no Projeto Olhares ",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60198,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60208,"Pagamento de inscrição do servidor da ESAG/UDESC, Prof. Felipe César Marques, no XXIX Encontro de Economia da Região Sul – ANPEC SUL 2026 que será realizado entre os dias 17 e 19 de junho de 2026 em F",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60208,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60169,Registro de preços para futura e eventual aquisição de medicamentos e suplemento alimentar para atendimento de demandas judiciais para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60169,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60200,"Aquisição de 16 banquetas e 04 mesas plásticas, destinadas à utilização nas ações do Programa Verão Seguro, no âmbito da Operação Estação Verão, bem como em outras atividades institucionais que demand",,Polícia Civil - PC,SC,,,https://compras.sc.gov.br/editais/60200,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60174,"Contratação  de  profissional  para  ministrar  palestra  ""As    artes    cênicas    no    contexto    da socioeducação"" e 9h/a de Oficina: Teatro no sistema socioeducativo: pontos  de  partida. Em 15",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60174,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60153,"Aquisição de rádios transmissores, antenas, fones de ouvido e aspirador de pó, destinados ao atendimento das necessidades operacionais da Secretaria Executiva de Articulação Nacional (SAN), localizada",,Secretaria Executiva de Articulação Nacional - SAI,SC,,,https://compras.sc.gov.br/editais/60153,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60214,"Contratação  de  serviço  de  capacitação  profissional,  mediante  inscrição  individual  de  01  (uma)  servidora  da Secretaria  de  Estado  de  Portos,  Aeroportos  e  Ferrovias —SPAF  em  evento ",,"Secretaria de Estado de Portos, Aeroportos e Ferrovias",SC,,,https://compras.sc.gov.br/editais/60214,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60206,"Aquisição de ferramentas manuais (foices, martelos, rastelos em aço e tesouras de poda) destinadas ao controle de espécies exóticas invasoras e manutenção de áreas em recuperação no Parque Estadual da",,Instituto do Meio Ambiente - IMA,SC,,,https://compras.sc.gov.br/editais/60206,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60194,Registro de preços para futura e eventual aquisição de materiais médico-hospitalares de enfermaria e cirurgia para atendimento de demandas judiciais para a Secretaria de Estado da Saúde,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60194,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60175,Contratação de empresa especializada em fornecimento de 30 luminárias sob medida.,,Polícia Civil - PC,SC,,,https://compras.sc.gov.br/editais/60175,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60204,Pagamento de anuidade do FOPROP - Fórum Nacional de Pró-Reitores de Pesquisa e Pós-Graduação das Instituições de Ensino Superior Brasileiras para o ano de 2026.,,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60204,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60191,"Pagamento de inscrição do servidor Rafael Rodrigues Francisco para apresentação do trabalho “Development of an Algorithm for Trajectory Correction in Directional Drilling” no evento, Congresso Naciona",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60191,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60179,"Aquisição de equipamentos para produção de conteúdo audiovisual institucional,com foco emredes sociais da secretaria, para atender as demandas da Assessoria de Comunicação (ASCOM/SEF).",,Secretaria de Estado da Fazenda - SEF,SC,,,https://compras.sc.gov.br/editais/60179,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60193,Registro de preços para futura e eventual aquisição de consumíveis para laboratório para a Secretaria de Estado da Saúde,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60193,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60182,"Inscrição de 47 participante (servidores) na Confraternização dos Funcionários e Professores das Fundações Educacionais do Sistema ACAFE, de 04 a 06 de junho de 2026 em Brusque/SC.",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60182,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60192,"Registro de preços para futura e eventual aquisição de itens de nutrição, para a Secretaria de Estado de Saúde de Santa Catarina.",,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60192,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60155,"Aquisicao por importacao de seletor de abertura da lente condensadora para microscopios eletronicos de Transmissao JEOL JEM-2100, instalado em Laboratorio do Departamento de Engenharia Mecânica - DEM ",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60155,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60145,"Aquisição  de equipamentos,   mobiliário,   eletrodomésticos   e   ferramentas   elétricas   para   suporte   às   atividades administrativas,   operacionais   e   institucionais   da   sede   da   Ep",,Empresa de Pesquisa Agropecuária e Extensão Rural de Santa Catarina - EPAGRI,SC,,,https://compras.sc.gov.br/editais/60145,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60154,"Contratação de três (03) inscrições para participação no Congresso Catarinense de Recursos Humanos - CONCARH 2026, a realizar-se em Florianópolis, no período de 09 a 10 de julho de 2026.",,Instituto do Meio Ambiente - IMA,SC,,,https://compras.sc.gov.br/editais/60154,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60157,"Aquisição de caixa de lâmpada (soquete) e lâmpadas para microscópio 10 cabeças Axio Scope A1 Zeiss, utilizado em análises microscópicas no Laboratório de Patologia  Animal  do CAV/UDESC.",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60157,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60186,"Contratação,   mediante  Dispensa   de  Licitação,   de   empresa   especializada   para prestação de serviços de limpeza e higienização de reservatórios de água (caixas d'água e cisternas),  visando ",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60186,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60197,"Pagamento de inscrição do servidor Marcos de Oliveira Borges na capacitação de Gestão e Fiscalização de Contratos: Estudo e Resolução de Casos Práticos, a ser realizado entre os dias 13 e 15 de julho ",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60197,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60152,"Pagamento da inscrição do servidor da Udesc Alto Vale, Prof. Paulo Roberto da Cunha, no “AAA Global Connect 2026”, a ser realizado entre os dias 01 a 05 de agosto de 2026, em Las Vegas – Nevada - USA.",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60152,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60146,"Contratação  de  empresa  especializada  para prestação  de  serviço  de customizados  de  configuração,  interconexão  e  manutenção  de  ponto  de acesso lógico à rede de governo oferecido pelo Cent",,Instituto de Metrologia de Santa Catarina - IMETRO/SC,SC,,,https://compras.sc.gov.br/editais/60146,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60202,"Ultrafreezer vertical com capacidade de 600 litros e temperatura de -40°C a -86°C, para utilização no Laboratório de Bioquímica do CAV/UDESC.",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60202,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60163,Registro de preços para futura e eventual aquisição de materiais médico- hospitalares de enfermaria e cirurgia para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60163,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60132,"Solicitação de contratação dos serviços de desinstalação e instalação de aparelho de  Raio-X,  conforme  condições,  quantidades  e  exigências  estabelecidas  neste  instrumento,  por meio de INEXIGI",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60132,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60143,Contratação de empresa especializada para confecção e instalação das placas e adesivos de comunicação visual (internas e externas) na sede do IMETRO/SC e laboratório de produtos pré-medidos em São Jos,,Instituto de Metrologia de Santa Catarina - IMETRO/SC,SC,,,https://compras.sc.gov.br/editais/60143,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60173,"Pagamento de pro-labore referente a 5 palestras que ocorrerao nos dias 03/08, 20/08, 03/09, 17/09 e 01/10, como parte integrante da programacao do evento de recepcao aos calouros 2026-2, promovido sem",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60173,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60168,Registro de preços para futura e eventual aquisição de mobiliário hospitalar para a Secretaria de Estado da Saúde,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60168,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60165,"Aquisição de Trator Cortador de Grama Giro Zero com Potência: 24hp a 27hp, Largura de corte de 50” a 56”, Capacidade do Tanque de 13L a 20L, Cilindrada: 725cc a 740 cilindradas, para a Polícia Militar",,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60165,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60161,Registro de preço para futura e eventual aquisição de instrumentais cirúrgicos para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60161,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60129,Seleção e contratação de empresa de consultoria com vistas a elaboração de diagnóstico do atual modelo de gestão de compras públicas do governo do estado de santa catarina e para apoiar a documentação,,Secretaria de Estado da Fazenda - SEF,SC,,,https://compras.sc.gov.br/editais/60129,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60148,"Pagamento da inscrição da Técnica Universitária, Andreia Paternolli, lotada na Coordenação de Finanças da Faed, como participante da capacitação no “X Congresso de Gestao Tributaria na Administracao P",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60148,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60130,"Contratação de concessionária autorizada para realização de revisão preventiva, em razão da garantia de fábrica, em 1 (uma) viatura da frota da Polícia Civil de Santa Catarina.",,Polícia Civil - PC,SC,,,https://compras.sc.gov.br/editais/60130,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60187,"Contratação da profissional externa (mestre) Janine Soares da Rosa pela consultoria na organização e tutoria etapa 01, nas atividades referentes ao Encontro do Coletivo de Sankofa e Grupos de Estudos ",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60187,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60205,"Aquisição  de  3  (três)  inscrições  para  membros  do  Comitê  de  Investimentos  do  IPREV, visando  a  participação  no  Curso  para  Membros  do  Comitê  de  Investimentos  (Nível Avançado - CP R",,Instituto de Previdência do Estado de Santa Catarina - IPREV,SC,,,https://compras.sc.gov.br/editais/60205,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60199,"Pagamento de inscrição da servidora Tatiane Valigura Dias Nowasky no X Congresso de Gestão Tributária na Administração Pública - GTAP, que será realizado entre os dias 08 e 09 de outubro em Salvador/B",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60199,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60190,"Empenho ordinário para aquisição de 18 microscópios e 16 estereomicroscópios da marca Carl Zeiss, que serão utilizados em atividades de ensino, pesquisa e extensão nos laboratórios de Botânica, Fisiol",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60190,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60181,"COORDENAÇÃO, SUPERVISÃO, CONTROLE E DE SUBSÍDIOS À FISCALIZAÇÃO DA OBRA DE EXECUÇÃO DA INTERSEÇÃO DE ACESSO AO BAIRRO LIMOEIRO EM DOIS NÍVEIS E DE RETORNO A MESMO NÍVEL, LOCALIZADA NA RODOVIA SC-486, ",,Secretaria de Estado da Infraestrutura e Mobilidade - SIE,SC,,,https://compras.sc.gov.br/editais/60181,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60171,"Contratação de Igor Pereira da Luz, docente credenciado nos termos do Decreto nº 3.148,  de  2010  e  suas  alterações,  para  ministrar  a  disciplina  Contabilidade  Regulatória  do Curso  de  Pós-G",,Fundação Escola de Governo - ENA,SC,,,https://compras.sc.gov.br/editais/60171,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60164,Contratação de serviços de Atenção Domiciliar - Home Care para atendimento de demandas judiciais para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60164,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60091,"Registro de preços para futura e eventual aquisição de meios e reagentes, para a Secretaria de Estado da Saúde de Santa Catarina.",,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60091,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60141,"ontratação de empresa especializada em elaboração de projetos de arquitetura e de engenharia, utilizando a metodologia da Modelagem da Informação da Construção (BIM), e em execução de obras para const",,Companhia Integrada de Desenv. Agricola de Santa Catarina - CIDASC,SC,,,https://compras.sc.gov.br/editais/60141,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60144,"Aquisição de 20 (vinte) unidades completas de fechadura tubular para porta divisória, modelo 90 mm, acabamento cromado, destinadas ao atendimento das demandas do setor de manutenção da SIE/SC.",,Secretaria de Estado da Infraestrutura e Mobilidade - SIE,SC,,,https://compras.sc.gov.br/editais/60144,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60011,"Contratação de serviços de solução de tecnologia da informação consistente na disponibilização de licenças de uso do software Jira, em ambiente cloud (SaaS – Software as a Service) na modalidade upgra",,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60011,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60120,"Drone DJI Matrice 400, contendo estação de carregamento p/ baterias DJI BS100; 2 x baterias p/ drone TB100; sensor lidar DJI zenmuse l3; base DJI D-RTK3 e licenças do software DJI Terra (lidar) e Trei",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60120,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60128,"Pagamento  de  pró-labore  dos  profissionais  Adriana  Maria  Tonini  e  Romeu  Hausmann, para participação como  palestrantes  no  2º  Fórum  das  Engenharias  (10  e  11/06/2026),  no  auditório  d",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60128,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60167,Registro de preços para futura e eventual aquisição de instrumentais cirúrgicos da Secretaria de Estado da Saúde,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60167,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60180,Serviços Funerários para o Presídio Regional de Xanxerê.,,Secretaria de Estado de Justiça e Reintegração Social - SEJURI,SC,,,https://compras.sc.gov.br/editais/60180,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60159,"Contratação de empresa para empresa para prestação de serviço de manutenção de bombas hidráulicas do Núcleo Regional de Itajaí, com cobertura de riscos e fornecimento de peças, materiais, componentes ",,Defensoria Pública do Estado de Santa Catarina - DPE,SC,,,https://compras.sc.gov.br/editais/60159,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60035,"Registro de preços para futura e eventual aquisição alforje, Bolsa Reforçada T11 Carga Militar e saco para acondicionamento de sela destinadas às unidades de Cavalaria da Polícia Militar de Santa Cata",,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60035,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60151,"Contratação de concessionária autorizada para realização de revisão preventiva, em razão da garantia de fábrica, em viaturas da rota da Polícia Civil de Santa Catarina. PLACA RXX7D54",,Polícia Civil - PC,SC,,,https://compras.sc.gov.br/editais/60151,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60131,"Contratacao de empresa para execucao de Restauro de Pinturas Murais da edificacao do IDCH/FAED, com fornecimento de materiais.",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60131,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60118,"SGP-e 19987/2026 - Empenho Global para aquisição de materiais químicos: DC2720 PowerPlex Fusion 6C System (200), DG4900 PowerPlex 6C Matrix Standard (5), DC2305 PowerPlex Y23System (50), etc...) para ",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60118,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60102,"Inexigibilidade de licitação para 4 (quatro) inscrições para participação no “Curso de Planejamento da Contratação, ETP, TR com uso de Inteligência Artificial”, modalidade presencial, a ser realizado ",,Defensoria Pública do Estado de Santa Catarina - DPE,SC,,,https://compras.sc.gov.br/editais/60102,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60001,Serviços de acolhimento em instituição de longa permanência e por determinação judicial 5070410-05.2025.8.24.0090/SCAcolhimento de N.S,,"Secretaria de Estado da Assistência Social, Mulher e Família",SC,,,https://compras.sc.gov.br/editais/60001,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60135,Contratação de 10 (dez) pareceristas membros de comissão julgadora visa atender a execução da etapa de avaliação do Edital de Chamamento Público nº 24/2026 SC Cultura Viva Pontos e Pontões.,,Fundação Catarinense de Cultura - FCC,SC,,,https://compras.sc.gov.br/editais/60135,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60038,"Pagamento de pró-labore ao profissional Guilherme de Campos, por curso a ser realizado na Esag, no período de 01 de junho a 30 de junho de 2026.",,Fundação Universidade do Estado de Santa Catarina - UDESC,SC,,,https://compras.sc.gov.br/editais/60038,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60106,"Inscrição de 3 servidores no “41º  Congresso  Brasileiro  de  Treinamento  e Desenvolvimento”, a ser realizado nos dias 08 a 10 de junho de 2026 em São Paulo/SP, de acordo com os elementos constantes ",,Secretaria de Estado da Fazenda - SEF,SC,,,https://compras.sc.gov.br/editais/60106,NO_GO,0,HIGH,Sem identificação do órgão,
sc-59964,Aquisição de motobomba submersível.,,Secretaria de Estado de Justiça e Reintegração Social - SEJURI,SC,,,https://compras.sc.gov.br/editais/59964,NO_GO,0,HIGH,Sem identificação do órgão,
sc-59954,Aquisição    de    kits    executivos    personalizados    para    o    lançamento    oficial    do    Plano    de Desenvolvimento do Estado de Santa Catarina (Avança SC).,,Secretaria de Estado do Planejamento,SC,,,https://compras.sc.gov.br/editais/59954,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60176,"Contratação de empresa especializada para fornecimento, instalação, montagem e configuração de solução de videomonitoramento, compreendendo o fornecimento de gravadores de vídeo em rede (NVR), discos ",,Departamento Estadual de Trânsito - DETRAN/SC,SC,,,https://compras.sc.gov.br/editais/60176,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60166,Registro de preços para futura e eventual aquisição de Acessórios para equipamentos médico hospitalares para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60166,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60160,Registro de preços para futura e eventual aquisição de instrumentais cirúrgicos para a Secretaria de Estado da Saúde.,,Secretaria de Estado da Administração - SEA,SC,,,https://compras.sc.gov.br/editais/60160,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60108,"Registro de preços para futura e eventual aquisição de medicamentos e produtos à base de cannabis, por Dispensa de Licitação, para atendimento da demanda da Gerência de Bens Judiciais – GEJUD.",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60108,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60046,"Aquisição de MEDICAMENTO, por meio de COMPRA DIRETA, conforme o planejamento realizado para o ano corrente, para atendimento de 120 dias da demanda da Gerência de Bens Regulares - GEBER.",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60046,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60142,Aquisição de Máquina de Secar Roupas.,,Secretaria de Estado de Justiça e Reintegração Social - SEJURI,SC,,,https://compras.sc.gov.br/editais/60142,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60084,"Contratação de empresa especializada na prestação de serviços de lavagem de veículos, compreendendo limpeza externa e interna, aspiração e demais procedimentos necessários à adequada higienização e co",,Secretaria de Estado do Turismo - SETUR,SC,,,https://compras.sc.gov.br/editais/60084,NO_GO,0,HIGH,Sem identificação do órgão,
sc-59979,"Contratação de empresa especializada para prestação de serviços de manutenção corretiva integral em Aeronave Remotamente Pilotada (RPA), para o Drone DJI Matrice 30T, pertencente a Coordenadoria Regio",,Defesa Cívil - DC,SC,,,https://compras.sc.gov.br/editais/59979,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60195,"Registro de preços para futura e eventual Aquisição de Órteses, Próteses e Materiais Especiais (OPME), por Dispensa de Licitação, para atendimento da demanda das Unidades Hospitalares da Secretaria de",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60195,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60110,"Registro de preços para futura e eventual Aquisição de medicamentos, suplemento alimentar e produtos para saúde,  por Dispensa de Licitação, para atendimento da demanda da Gerência de Bens Judiciais -",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60110,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60156,"CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS ESPECIALIZADOS DE ENGENHARIA PARA EXECUÇÃO DOS SERVIÇOS REMANESCENTES DA OBRA DE PAVIMENTAÇÃO DA RODOVIA SC-108, TRECHO: JACINTO MACHADO – PRAIA GRAND",,Secretaria de Estado da Infraestrutura e Mobilidade - SIE,SC,,,https://compras.sc.gov.br/editais/60156,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60137,Aquisição de persianas verticais (com instalação inclusa) para o NÚCLEO REGIONAL DE POLÍCIA CIENTÍFICA EM XANXERÊ (especificações conforme Termo de Referência),,Polícia Científica de Santa Catarina,SC,,,https://compras.sc.gov.br/editais/60137,NO_GO,0,HIGH,Sem identificação do órgão,
sc-60109,"Registro   de   preços   para   futura   e   eventual  aquisição de medicamentos,  produtos à base de cannabis e suplemento alimentar para atendimentos de demandas judiciais, por Dispensa de Licitação",,Secretaria de Estado da Saúde - SES,SC,,,https://compras.sc.gov.br/editais/60109,NO_GO,0,HIGH,Sem identificação do órgão,
