ibge_code,cnpj,name,canonical_name,entity_type,municipio,uf,lat,lon,distance_km,zone,sources
4201901,30915822,SECRETARIA MUNICIPAL DE EDUCACAO DE AURORA SC,SECRETARIA MUNICIPAL DE EDUCACAO DE AURORA SC,secretaria_municipal,AURORA,SC,-27.3098,-49.6295,111.3,DENTRO,seed:R-0
4211702,61157385,SECRETARIA MUNICIPAL DE EDUCACAO,SECRETARIA MUNICIPAL DE EDUCACAO,secretaria_municipal,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4211702,80164908,BIBLIOTECA PUBLICA MUNICIPAL JAYME MASON,BIBLIOTECA PUBLICA MUNICIPAL JAYME MASON,secretaria_municipal,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4211702,82559154,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,autarquia_municipal,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4211702,82926544,MUNICIPIO DE ORLEANS,MUNICIPIO DE ORLEANS,prefeitura,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4211702,04308811,CAMARA MUNICIPAL DE VEREADORES DE ORLEANS,CAMARA MUNICIPAL DE VEREADORES DE ORLEANS,camara_municipal,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4211702,08486180,CONSORCIO INTERMUNICIPAL DE SANEAMENTO AMBIENTAL,CONSORCIO INTERMUNICIPAL DE SANEAMENTO AMBIENTAL,consorcio_publico,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4211702,09388320,FAMOR - FUNDACAO AMBIENTAL MUNICIPAL DE ORLEANS,FAMOR - FUNDACAO AMBIENTAL MUNICIPAL DE ORLEANS,fundacao_municipal,ORLEANS,SC,-28.3487,-49.2986,111.6,DENTRO,seed:R-0
4212403,46595918,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE PEDRAS GRANDES - FUMPEG,FUNDACAO MUNICIPAL DO MEIO AMBIENTE DE PEDRAS GRANDES - FUMPEG,fundacao_municipal,PEDRAS GRANDES,SC,-28.4339,-49.1949,112.8,DENTRO,seed:R-0
4212403,80490758,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,autarquia_municipal,PEDRAS GRANDES,SC,-28.4339,-49.1949,112.8,DENTRO,seed:R-0
4212403,82928680,MUNICIPIO DE PEDRAS GRANDES,MUNICIPIO DE PEDRAS GRANDES,prefeitura,PEDRAS GRANDES,SC,-28.4339,-49.1949,112.8,DENTRO,seed:R-0
4212403,04491277,CAMARA MUNICIPAL DE VEREADORES DE PEDRAS GRANDES,CAMARA MUNICIPAL DE VEREADORES DE PEDRAS GRANDES,camara_municipal,PEDRAS GRANDES,SC,-28.4339,-49.1949,112.8,DENTRO,seed:R-0
4212403,31105198,"SECRETARIA MUNICIPAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PEDRAS GRANDES SC","SECRETARIA MUNICIPAL DE EDUCACAO, CIENCIA E TECNOLOGIA DE PEDRAS GRANDES SC",secretaria_municipal,PEDRAS GRANDES,SC,-28.4339,-49.1949,112.8,DENTRO,seed:R-0
4218905,64719336,SECRETARIA MUNICIPAL DA EDUCACAO - FUNDEB,SECRETARIA MUNICIPAL DA EDUCACAO - FUNDEB,secretaria_municipal,URUBICI,SC,-28.0157,-49.5925,112.9,DENTRO,seed:R-0
4218905,82843582,MUNICIPIO DE URUBICI,MUNICIPIO DE URUBICI,prefeitura,URUBICI,SC,-28.0157,-49.5925,112.9,DENTRO,seed:R-0
4218905,95991386,CAMARA MUNICIPAL DE URUBICI,CAMARA MUNICIPAL DE URUBICI,camara_municipal,URUBICI,SC,-28.0157,-49.5925,112.9,DENTRO,seed:R-0
4206900,83102418,MUNICIPIO DE IBIRAMA,MUNICIPIO DE IBIRAMA,prefeitura,IBIRAMA,SC,-27.0547,-49.5193,113.2,DENTRO,seed:R-0
4206900,83485458,IBIRAMA CAMARA DE VEREADORES,IBIRAMA CAMARA DE VEREADORES,camara_municipal,IBIRAMA,SC,-27.0547,-49.5193,113.2,DENTRO,seed:R-0
4206900,02093747,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE,CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E ADOLESCENTE,secretaria_municipal,IBIRAMA,SC,-27.0547,-49.5193,113.2,DENTRO,seed:R-0
4206900,03204028,FUNDACAO EDUCACIONAL HANSA HAMMONIA,FUNDACAO EDUCACIONAL HANSA HAMMONIA,fundacao_municipal,IBIRAMA,SC,-27.0547,-49.5193,113.2,DENTRO,seed:R-0
4206900,19136804,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,COORDENADORIA MUNICIPAL DE PROTECAO E DEFESA CIVIL,secretaria_municipal,IBIRAMA,SC,-27.0547,-49.5193,113.2,DENTRO,seed:R-0
4206900,30762131,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE IBIRAMA - SC","SECRETARIA DE EDUCACAO, CULTURA E ESPORTES DE IBIRAMA - SC",secretaria_municipal,IBIRAMA,SC,-27.0547,-49.5193,113.2,DENTRO,seed:R-0
4213203,83102251,MUNICIPIO DE POMERODE,MUNICIPIO DE POMERODE,prefeitura,POMERODE,SC,-26.7384,-49.1785,113.9,DENTRO,seed:R-0
4213203,83551895,POMERODE CAMARA DE VEREADORES,POMERODE CAMARA DE VEREADORES,camara_municipal,POMERODE,SC,-26.7384,-49.1785,113.9,DENTRO,seed:R-0
4213203,85461804,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,autarquia_municipal,POMERODE,SC,-26.7384,-49.1785,113.9,DENTRO,seed:R-0
4213203,08482156,"FUNDACAO PROMOTORA DE EVENTOS,ESPORTES E LAZER DE POMERODE - FUNPEEL","FUNDACAO PROMOTORA DE EVENTOS,ESPORTES E LAZER DE POMERODE - FUNPEEL",fundacao_municipal,POMERODE,SC,-26.7384,-49.1785,113.9,DENTRO,seed:R-0
4213203,29981664,SECRETARIA DE EDUCACAO E FORMACAO EMPREENDEDORA DE POMERODE,SECRETARIA DE EDUCACAO E FORMACAO EMPREENDEDORA DE POMERODE,secretaria_municipal,POMERODE,SC,-26.7384,-49.1785,113.9,DENTRO,seed:R-0
4214805,79369757,FUNDACAO MUNICIPAL DE DESPORTOS,FUNDACAO MUNICIPAL DE DESPORTOS,fundacao_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,81162588,FUNDACAO CULTURAL DE RIO DO SUL,FUNDACAO CULTURAL DE RIO DO SUL,fundacao_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,83102574,MUNICIPIO DE RIO DO SUL,MUNICIPIO DE RIO DO SUL,prefeitura,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,83108456,RIO DO SUL SECRETARIA DE ADMINISTRACAO,RIO DO SUL SECRETARIA DE ADMINISTRACAO,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,83108464,RIO DO SUL SECRETARIA DE FINANCAS,RIO DO SUL SECRETARIA DE FINANCAS,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,83108472,RIO DO SUL-SECRET DE EDUCACAO CULTURA SAUDE E PROM SOC,RIO DO SUL-SECRET DE EDUCACAO CULTURA SAUDE E PROM SOC,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,83108480,RIO DO SUL SECRETARIA DE OBRAS VIACAO E SERV URBANOS,RIO DO SUL SECRETARIA DE OBRAS VIACAO E SERV URBANOS,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,83622985,RIO DO SUL CAMARA DE VEREADORES,RIO DO SUL CAMARA DE VEREADORES,camara_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,85786515,SERVICO AUT MUN DE AGUA E ESGOTO,SERVICO AUT MUN DE AGUA E ESGOTO,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,95951950,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DE RIO DO SUL,INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES PUBLICOS DE RIO DO SUL,autarquia_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,01899048,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL DE RIO DO SUL,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL DE RIO DO SUL,fundacao_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,09069217,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE E MULTIFINALITARIO DO ALTO VALE DO ITAJAI (CISAMAVI),CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE E MULTIFINALITARIO DO ALTO VALE DO ITAJAI (CISAMAVI),consorcio_publico,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,31547398,SECRETARIA MUNICIPAL DE EDUCACAO,SECRETARIA MUNICIPAL DE EDUCACAO,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4214805,39363414,GUARDA MUNICIPAL DE RIO DO SUL,GUARDA MUNICIPAL DE RIO DO SUL,secretaria_municipal,RIO DO SUL,SC,-27.2156,-49.643,116.1,DENTRO,seed:R-0
4210605,83102483,MUNICIPIO DE MASSARANDUBA,MUNICIPIO DE MASSARANDUBA,prefeitura,MASSARANDUBA,SC,-26.6109,-49.0054,118.5,DENTRO,seed:R-0
4210605,83539668,MASSARANDUBA CAMARA DE VEREADORES,MASSARANDUBA CAMARA DE VEREADORES,camara_municipal,MASSARANDUBA,SC,-26.6109,-49.0054,118.5,DENTRO,seed:R-0
4210605,23548917,HOSPITAL MUNICIPAL JOAO SCHREIBER,HOSPITAL MUNICIPAL JOAO SCHREIBER,secretaria_municipal,MASSARANDUBA,SC,-26.6109,-49.0054,118.5,DENTRO,seed:R-0
4210605,30700659,SECRETARIA DE EDUCACAO,SECRETARIA DE EDUCACAO,secretaria_municipal,MASSARANDUBA,SC,-26.6109,-49.0054,118.5,DENTRO,seed:R-0
4214706,62194318,"SECRETARIA DE PLANEJAMENTO, HABITACAO E MEIO AMBIENTE (SEPLAHMA)","SECRETARIA DE PLANEJAMENTO, HABITACAO E MEIO AMBIENTE (SEPLAHMA)",secretaria_municipal,RIO DOS CEDROS,SC,-26.7398,-49.2718,119.1,DENTRO,seed:R-0
4214706,83102806,MUNICIPIO DE RIO DOS CEDROS,MUNICIPIO DE RIO DOS CEDROS,prefeitura,RIO DOS CEDROS,SC,-26.7398,-49.2718,119.1,DENTRO,seed:R-0
4214706,83497602,RIO DOS CEDROS CAMARA DE VEREADORES,RIO DOS CEDROS CAMARA DE VEREADORES,camara_municipal,RIO DOS CEDROS,SC,-26.7398,-49.2718,119.1,DENTRO,seed:R-0
4214706,30830892,SECRETARIA DE EDUCACAO DE RIO DOS CEDROS SC,SECRETARIA DE EDUCACAO DE RIO DOS CEDROS SC,secretaria_municipal,RIO DOS CEDROS,SC,-26.7398,-49.2718,119.1,DENTRO,seed:R-0
4202206,63760835,SECRETARIA DE EDUCACAO E CULTURA DE BENEDITO NOVO,SECRETARIA DE EDUCACAO E CULTURA DE BENEDITO NOVO,secretaria_municipal,BENEDITO NOVO,SC,-26.781,-49.3593,121.0,DENTRO,seed:R-0
4202206,83102780,MUNICIPIO DE BENEDITO NOVO,MUNICIPIO DE BENEDITO NOVO,prefeitura,BENEDITO NOVO,SC,-26.781,-49.3593,121.0,DENTRO,seed:R-0
4202206,83497586,BENEDITO NOVO CAMARA DE VEREADORES,BENEDITO NOVO CAMARA DE VEREADORES,camara_municipal,BENEDITO NOVO,SC,-26.781,-49.3593,121.0,DENTRO,seed:R-0
4209607,82558487,HOSPITAL MUNICIPAL HENRIQUE LAGE,HOSPITAL MUNICIPAL HENRIQUE LAGE,autarquia_municipal,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4209607,82558909,MUNICIPIO DE LAURO MULLER,MUNICIPIO DE LAURO MULLER,prefeitura,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4209607,00599755,CAMARA MUNICIPAL DE LAURO MULLER,CAMARA MUNICIPAL DE LAURO MULLER,camara_municipal,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4209607,06101572,SECRETARIA MUNICIPAL DA EDUCACAO E DOS ESPORTES,SECRETARIA MUNICIPAL DA EDUCACAO E DOS ESPORTES,secretaria_municipal,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4209607,09507614,FUNDACAO AMBIENTAL MUNICIPAL DE LAURO MULLER,FUNDACAO AMBIENTAL MUNICIPAL DE LAURO MULLER,fundacao_municipal,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4209607,13791885,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA AMREC - CISAMREC,CONSORCIO PUBLICO INTERFEDERATIVO DE SAUDE DA AMREC - CISAMREC,consorcio_publico,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4209607,27611852,FUNDACAO DE SAUDE DE LAURO MULLER,FUNDACAO DE SAUDE DE LAURO MULLER,fundacao_municipal,LAURO MULLER,SC,-28.3859,-49.4035,121.6,DENTRO,seed:R-0
4218400,63756533,SECRETARIA MUNICIPAL DE EDUCACAO,SECRETARIA MUNICIPAL DE EDUCACAO,secretaria_municipal,TREZE DE MAIO,SC,-28.5537,-49.1565,122.1,DENTRO,seed:R-0
4218400,82928672,MUNICIPIO DE TREZE DE MAIO,MUNICIPIO DE TREZE DE MAIO,prefeitura,TREZE DE MAIO,SC,-28.5537,-49.1565,122.1,DENTRO,seed:R-0
4218400,02475174,CAMARA MUNICIPAL DE TREZE DE MAIO,CAMARA MUNICIPAL DE TREZE DE MAIO,camara_municipal,TREZE DE MAIO,SC,-28.5537,-49.1565,122.1,DENTRO,seed:R-0
4208807,78829835,CAMARA MUNICIPAL DE JAGUARUNA,CAMARA MUNICIPAL DE JAGUARUNA,camara_municipal,JAGUARUNA,SC,-28.6146,-49.0296,122.8,DENTRO,seed:R-0
4208807,82702879,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,autarquia_municipal,JAGUARUNA,SC,-28.6146,-49.0296,122.8,DENTRO,seed:R-0
4208807,82928698,MUNICIPIO DE JAGUARUNA,MUNICIPIO DE JAGUARUNA,prefeitura,JAGUARUNA,SC,-28.6146,-49.0296,122.8,DENTRO,seed:R-0
4208807,04685261,"CONSORCIO INTERMUNICIPAL DE APOIO CRIANCA E ADOLESCENTE DE JAGUARUNA, SANGAO E TREZE DE MAIO","CONSORCIO INTERMUNICIPAL DE APOIO CRIANCA E ADOLESCENTE DE JAGUARUNA, SANGAO E TREZE DE MAIO",consorcio_publico,JAGUARUNA,SC,-28.6146,-49.0296,122.8,DENTRO,seed:R-0
4208807,16881151,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE JAGUARUNA IMAJ,INSTITUTO MUNICIPAL DO MEIO AMBIENTE DE JAGUARUNA IMAJ,autarquia_municipal,JAGUARUNA,SC,-28.6146,-49.0296,122.8,DENTRO,seed:R-0
4208807,31203298,SECRETARIA DA EDUCACAO DE JAGUARUNA/SC,SECRETARIA DA EDUCACAO DE JAGUARUNA/SC,secretaria_municipal,JAGUARUNA,SC,-28.6146,-49.0296,122.8,DENTRO,seed:R-0
4201802,65613013,MUSEU HISTORICO MUNICIPAL WOGECK KUBIACK DE ATALANTA,MUSEU HISTORICO MUNICIPAL WOGECK KUBIACK DE ATALANTA,secretaria_municipal,ATALANTA,SC,-27.4219,-49.7789,122.9,DENTRO,seed:R-0
4201802,83102616,MUNICIPIO DE ATALANTA,MUNICIPIO DE ATALANTA,prefeitura,ATALANTA,SC,-27.4219,-49.7789,122.9,DENTRO,seed:R-0
4201802,01258036,ATALANTA CAMARA MUNICIPAL,ATALANTA CAMARA MUNICIPAL,camara_municipal,ATALANTA,SC,-27.4219,-49.7789,122.9,DENTRO,seed:R-0
4201802,01258910,ATALANTA CAMARA MUNICIPAL DE VEREADORES,ATALANTA CAMARA MUNICIPAL DE VEREADORES,camara_municipal,ATALANTA,SC,-27.4219,-49.7789,122.9,DENTRO,seed:R-0
4201802,19265128,COORDENADORIA MUNICIPAL DE DEFESA CIVIL - COMDEC DO NUNICPIO DE ATALANTA,COORDENADORIA MUNICIPAL DE DEFESA CIVIL - COMDEC DO NUNICPIO DE ATALANTA,secretaria_municipal,ATALANTA,SC,-27.4219,-49.7789,122.9,DENTRO,seed:R-0
4201802,30713026,"SECRETARIA DE EDUCACAO, CULTURA E ESPORTE DE ATALANTA SC","SECRETARIA DE EDUCACAO, CULTURA E ESPORTE DE ATALANTA SC",secretaria_municipal,ATALANTA,SC,-27.4219,-49.7789,122.9,DENTRO,seed:R-0
4209508,60231435,"SECRETARIA DE EDUCACAO, ESPORTES E CULTURA","SECRETARIA DE EDUCACAO, ESPORTES E CULTURA",secretaria_municipal,LAURENTINO,SC,-27.2173,-49.7331,124.3,DENTRO,seed:R-0
4209508,79369955,LAURENTINO CAMARA DE VEREADORES,LAURENTINO CAMARA DE VEREADORES,camara_municipal,LAURENTINO,SC,-27.2173,-49.7331,124.3,DENTRO,seed:R-0
4209508,83102657,MUNICIPIO DE LAURENTINO,MUNICIPIO DE LAURENTINO,prefeitura,LAURENTINO,SC,-27.2173,-49.7331,124.3,DENTRO,seed:R-0
4215059,95991071,MUNICIPIO DE RIO RUFINO,MUNICIPIO DE RIO RUFINO,prefeitura,RIO RUFINO,SC,-27.8592,-49.7754,124.3,DENTRO,seed:R-0
4215059,00445416,CAMARA MUNICIPAL DE RIO RUFINO,CAMARA MUNICIPAL DE RIO RUFINO,camara_municipal,RIO RUFINO,SC,-27.8592,-49.7754,124.3,DENTRO,seed:R-0
4215059,19699009,SERVICO AUTONOMO DE SANEAMENTO BASICO,SERVICO AUTONOMO DE SANEAMENTO BASICO,autarquia_municipal,RIO RUFINO,SC,-27.8592,-49.7754,124.3,DENTRO,seed:R-0
4218608,79372942,FUNDACAO MUNICIPAL DE ESPORTES,FUNDACAO MUNICIPAL DE ESPORTES,fundacao_municipal,TROMBUDO CENTRAL,SC,-27.3033,-49.793,127.1,DENTRO,seed:R-0
4218608,79373486,CAMARA MUNICIPAL DE VEREADORES DE TROMBUDO CENTRAL,CAMARA MUNICIPAL DE VEREADORES DE TROMBUDO CENTRAL,camara_municipal,TROMBUDO CENTRAL,SC,-27.3033,-49.793,127.1,DENTRO,seed:R-0
4218608,83102731,MUNICIPIO DE TROMBUDO CENTRAL,MUNICIPIO DE TROMBUDO CENTRAL,prefeitura,TROMBUDO CENTRAL,SC,-27.3033,-49.793,127.1,DENTRO,seed:R-0
4218608,01899126,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL,CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL,fundacao_municipal,TROMBUDO CENTRAL,SC,-27.3033,-49.793,127.1,DENTRO,seed:R-0
4218608,04684152,CONSORCIO INTERMUNICIPAL ENTRE-RIOS,CONSORCIO INTERMUNICIPAL ENTRE-RIOS,consorcio_publico,TROMBUDO CENTRAL,SC,-27.3033,-49.793,127.1,DENTRO,seed:R-0
4218608,30689963,SECRETARIA DA EDUCACAO DE TROMBUDO CENTRAL,SECRETARIA DA EDUCACAO DE TROMBUDO CENTRAL,secretaria_municipal,TROMBUDO CENTRAL,SC,-27.3033,-49.793,127.1,DENTRO,seed:R-0
4219002,79314720,FUNDACAO EDUCACIONAL E CULTURAL DE URUSSANGA,FUNDACAO EDUCACIONAL E CULTURAL DE URUSSANGA,fundacao_municipal,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4219002,82930181,MUNICIPIO DE URUSSANGA,MUNICIPIO DE URUSSANGA,prefeitura,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4219002,86532520,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO,autarquia_municipal,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4219002,00811276,CAMARA MUNICIPAL DE URUSSANGA,CAMARA MUNICIPAL DE URUSSANGA,camara_municipal,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4219002,04572787,CONSORCIO INTERMUNICIPAL DE RESIDUOS SOLIDOS URBANOS DA REGIAO SUL - CIRSURES,CONSORCIO INTERMUNICIPAL DE RESIDUOS SOLIDOS URBANOS DA REGIAO SUL - CIRSURES,consorcio_publico,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4219002,18535149,FUNDACAO AMBIENTAL MUNICIPAL DE URUSSANGA,FUNDACAO AMBIENTAL MUNICIPAL DE URUSSANGA,fundacao_municipal,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4219002,30923281,SECRETARIA MUNICIPAL DE EDUCACAO DE URUSSANGA,SECRETARIA MUNICIPAL DE EDUCACAO DE URUSSANGA,secretaria_municipal,URUSSANGA,SC,-28.518,-49.3238,127.7,DENTRO,seed:R-0
4214607,83102715,MUNICIPIO DE RIO DO OESTE,MUNICIPIO DE RIO DO OESTE,prefeitura,RIO DO OESTE,SC,-27.1952,-49.7989,131.3,DENTRO,seed:R-0
4214607,83783209,RIO DO OESTE CAMARA DE VEREADORES,RIO DO OESTE CAMARA DE VEREADORES,camara_municipal,RIO DO OESTE,SC,-27.1952,-49.7989,131.3,DENTRO,seed:R-0
4214607,30556970,SECRETARIA DA EDUCACAO E CULTURA DE RIO DO OESTE SC,SECRETARIA DA EDUCACAO E CULTURA DE RIO DO OESTE SC,secretaria_municipal,RIO DO OESTE,SC,-27.1952,-49.7989,131.3,DENTRO,seed:R-0
4206504,79363206,FUNDACAO CULTURAL DE GUARAMIRIM,FUNDACAO CULTURAL DE GUARAMIRIM,fundacao_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,83102475,MUNICIPIO DE GUARAMIRIM,MUNICIPIO DE GUARAMIRIM,prefeitura,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,83539650,CAMARA MUNICIPAL DO MUNICIPIO DE GUARAMIRIM,CAMARA MUNICIPAL DO MUNICIPIO DE GUARAMIRIM,camara_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,84092709,HOSPITAL MUNICIPAL SANTO ANTONIO,HOSPITAL MUNICIPAL SANTO ANTONIO,autarquia_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,15096145,CONSELHO MUNICIPAL DE DEFESA CIVIL - COMDEC,CONSELHO MUNICIPAL DE DEFESA CIVIL - COMDEC,secretaria_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,15412218,FUNDACAO DO MEIO AMBIENTE DE GUARAMIRIM - FUNDAG,FUNDACAO DO MEIO AMBIENTE DE GUARAMIRIM - FUNDAG,fundacao_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,26134763,DEPARTAMENTO MUNICIPAL DE TRANSITO,DEPARTAMENTO MUNICIPAL DE TRANSITO,secretaria_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4206504,30880614,SECRETARIA MUNICIPAL DE EDUCACAO DE GUARAMIRIM - SC,SECRETARIA MUNICIPAL DE EDUCACAO DE GUARAMIRIM - SC,secretaria_municipal,GUARAMIRIM,SC,-26.4688,-49.0026,133.1,DENTRO,seed:R-0
4205159,79373775,MUNICIPIO DE DOUTOR PEDRINHO,MUNICIPIO DE DOUTOR PEDRINHO,prefeitura,DOUTOR PEDRINHO,SC,-26.7174,-49.4795,134.3,DENTRO,seed:R-0
4205159,09074166,CAMARA MUNICIPAL DE DOUTOR PEDRINHO/SC,CAMARA MUNICIPAL DE DOUTOR PEDRINHO/SC,camara_municipal,DOUTOR PEDRINHO,SC,-26.7174,-49.4795,134.3,DENTRO,seed:R-0
4205159,30915062,SECRETARIA DE EDUCACAO E PROMOCAO SOCIAL DE DOUTOR PEDRINHO,SECRETARIA DE EDUCACAO E PROMOCAO SOCIAL DE DOUTOR PEDRINHO,secretaria_municipal,DOUTOR PEDRINHO,SC,-26.7174,-49.4795,134.3,DENTRO,seed:R-0
4205100,83102426,MUNICIPIO DE DONA EMMA,MUNICIPIO DE DONA EMMA,prefeitura,DONA EMMA,SC,-26.981,-49.7261,135.0,DENTRO,seed:R-0
4205100,83485433,DONA EMMA CAMARA DE VEREADORES,DONA EMMA CAMARA DE VEREADORES,camara_municipal,DONA EMMA,SC,-26.981,-49.7261,135.0,DENTRO,seed:R-0
4205100,83640698,DONA EMMA CAMARA DE VEREADORES,DONA EMMA CAMARA DE VEREADORES,camara_municipal,DONA EMMA,SC,-26.981,-49.7261,135.0,DENTRO,seed:R-0
4205100,30670912,SECRETARIA MUNICIPAL DA EDUCACAO DE DONA EMMA -SC,SECRETARIA MUNICIPAL DA EDUCACAO DE DONA EMMA -SC,secretaria_municipal,DONA EMMA,SC,-26.981,-49.7261,135.0,DENTRO,seed:R-0
4202503,73590937,BOM JARDIM DA SERRA CAMARA DE VEREADORES,BOM JARDIM DA SERRA CAMARA DE VEREADORES,camara_municipal,BOM JARDIM DA SERRA,SC,-28.3377,-49.6373,135.1,DENTRO,seed:R-0
4202503,80168446,FUNDACAO HOSPITALAR DO MUNICIPIO DE BOM JARDIM DA SERRA,FUNDACAO HOSPITALAR DO MUNICIPIO DE BOM JARDIM DA SERRA,fundacao_municipal,BOM JARDIM DA SERRA,SC,-28.3377,-49.6373,135.1,DENTRO,seed:R-0
4202503,82844754,MUNICIPIO DE BOM JARDIM DA SERRA,MUNICIPIO DE BOM JARDIM DA SERRA,prefeitura,BOM JARDIM DA SERRA,SC,-28.3377,-49.6373,135.1,DENTRO,seed:R-0
4202503,03911028,HOSPITAL MUNICIPAL DE BOM JARDIM DA SERRA,HOSPITAL MUNICIPAL DE BOM JARDIM DA SERRA,autarquia_municipal,BOM JARDIM DA SERRA,SC,-28.3377,-49.6373,135.1,DENTRO,seed:R-0
4202503,07619983,FUNDACAO CULTURAL DE BOM JARDIM DA SERRA,FUNDACAO CULTURAL DE BOM JARDIM DA SERRA,fundacao_municipal,BOM JARDIM DA SERRA,SC,-28.3377,-49.6373,135.1,DENTRO,seed:R-0
4202503,31032171,SECRETARIA DE EDUCACAO BOM JARDIM DA SERRA SC,SECRETARIA DE EDUCACAO BOM JARDIM DA SERRA SC,secretaria_municipal,BOM JARDIM DA SERRA,SC,-28.3377,-49.6373,135.1,DENTRO,seed:R-0
4204251,64502443,SECRETARIA MUNICIPAL DE EDUCACAO,SECRETARIA MUNICIPAL DE EDUCACAO,secretaria_municipal,COCAL DO SUL,SC,-28.5986,-49.3335,135.6,DENTRO,seed:R-0
